
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-12-0.tsp ,11,1,1,100.449,6.6908,85.8636,5,1.32,21.2762,Optimal,21.2762,21.2762,0
grubhub-12-3.tsp ,11,1,1,91.272,6.1264,82.57,4,1.46,14.8284,Optimal,14.8284,14.8284,0
grubhub-12-5.tsp ,11,1,0,103.926,0,62.0264,5,0.14,41.8996,Optimal,41.8996,41.8996,0
grubhub-12-6.tsp ,11,1,1,105.955,5.6616,69.9568,3,0.12,41.66,Optimal,41.66,41.66,0
grubhub-12-7.tsp ,11,1,1,115.007,7.9524,57.914,5,0.37,65.0452,Optimal,65.0452,65.0452,0
grubhub-12-8.tsp ,11,1,1,98.5338,11.8866,61.41,5,0.13,49.0104,Optimal,49.0104,49.0104,0
grubhub-12-9.tsp ,11,1,1,108.418,10.9238,89.4332,6,0.23,29.9082,Optimal,29.9082,29.9082,0

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-12-0.tsp ,10,2,2,93.8574,14.3112,84.0512,4,7.81,24.1174,Optimal,24.1174,24.1174,0
grubhub-12-3.tsp ,10,2,2,80.3256,20.088,76.2404,4,18.9,24.1732,Optimal,24.1732,24.1732,0
grubhub-12-5.tsp ,10,2,1,98.0868,6.5248,71.53,4,1.67,33.0816,Optimal,33.0816,33.0816,0
grubhub-12-6.tsp ,10,2,2,94.5528,20.2872,65.5776,3,0.19,49.2624,Optimal,49.2624,49.2624,0
grubhub-12-7.tsp ,10,2,2,94.9176,35.2272,56.1016,5,0.96,74.0432,Optimal,74.0432,74.0432,0
grubhub-12-8.tsp ,10,2,2,86.0826,28.0394,68.8436,5,0.89,45.2784,Optimal,45.2784,45.2784,0
grubhub-12-9.tsp ,10,2,2,96.696,26.0142,80.7208,5,1.53,41.9894,Optimal,41.9894,41.9894,0

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-12-0.tsp ,9,3,3,81.5772,30.215,84.2076,4,87.02,27.5846,Optimal,27.5846,27.5872,0.00942466
grubhub-12-1.tsp ,9,3,3,76.3446,36.2076,82.1836,4,28.86,30.3686,Optimal,30.3686,30.3701,0.00493907
grubhub-12-3.tsp ,9,3,3,70.4166,32.539,78.1816,3,123.82,24.774,Optimal,24.774,24.774,0
grubhub-12-5.tsp ,9,3,2,85.3506,23.0926,74.7224,4,40.54,33.7208,Optimal,33.7208,33.7209,0.000296552
grubhub-12-6.tsp ,9,3,3,87.414,28.7044,68.724,3,1.71,47.3944,Optimal,47.3944,47.3944,0
grubhub-12-7.tsp ,9,3,3,86.8668,44.9724,57.362,5,1.45,74.4772,Optimal,74.4772,74.4772,0
grubhub-12-8.tsp ,9,3,3,73.8822,43.827,73.048,5,2.79,44.6612,Optimal,44.6612,44.6612,0
grubhub-12-9.tsp ,9,3,3,84.8832,41.2374,82.7172,5,5.65,43.4034,Optimal,43.4034,43.4034,0

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-12-0.tsp ,7,5,4,64.8714,40.5412,71.1068,4,120.86,34.3058,Optimal,34.3058,34.3088,0.00874411
grubhub-12-1.tsp ,7,5,5,64.4496,49.5726,84.7596,4,128.88,29.2626,Optimal,29.2626,29.2633,0.00239207
grubhub-12-3.tsp ,7,5,5,58.9548,45.2732,73.784,3,1747.63,30.444,Optimal,30.444,30.4452,0.00394151
grubhub-12-5.tsp ,7,5,4,66.6384,46.3844,72.22,4,504.71,40.8028,Optimal,40.8028,40.8055,0.00661676
grubhub-12-6.tsp ,7,5,5,68.4054,52.4278,68.4756,3,17.83,52.3576,Optimal,52.3576,52.3576,0
grubhub-12-7.tsp ,7,5,5,72.3612,62.1388,58.3556,4,36.37,76.1444,Optimal,76.1444,76.1486,0.00551553
grubhub-12-8.tsp ,7,5,5,55.0104,67.3512,77.1604,4,26.82,45.2012,Optimal,45.2012,45.2034,0.00486689
grubhub-12-9.tsp ,7,5,5,68.8158,60.678,83.6464,5,16.6,45.8474,Optimal,45.8474,45.8491,0.00370782
