
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-12-1.tsp ,2.80325,1.38407,0.715772,2.94927,17.0919,7.05577,32,8.76016,4.3252,2.23679,9.21646,53.4121,22.0493
grubhub-12-2.tsp ,2.4878,1.56732,0.945854,1.91122,20.4123,4.67553,32,7.77439,4.89787,2.95579,5.97256,63.7884,14.611
grubhub-12-4.tsp ,2.33886,1.51626,0.915285,3.46927,27.5257,4.23463,40,5.84715,3.79065,2.28821,8.67317,68.8142,10.5866
grubhub-13-9.tsp ,2.5161,2.02683,1.02293,2.53024,20.6969,11.207,40,6.29024,5.06707,2.55732,6.32561,51.7423,28.0175
grubhub-14-1.tsp ,2.52683,2.34959,1.68862,2.98976,21.3863,9.05886,40,6.31707,5.87398,4.22154,7.47439,53.4659,22.6472

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-12-1.tsp ,1.36976,2.34618,1.58423,2.38293,7.88447,16.4324,32,4.28049,7.33181,4.95071,7.44665,24.639,51.3514
grubhub-12-2.tsp ,1.4813,1.63122,0.945854,1.79805,10.1579,7.98569,24,6.17209,6.79675,3.94106,7.49187,42.3245,33.2737
grubhub-12-4.tsp ,1.71236,1.54797,0.739675,2.39659,22.4537,3.14967,32,5.35112,4.8374,2.31148,7.48933,70.1679,9.84273
grubhub-13-9.tsp ,1.52569,2.69203,1.39593,1.95171,7.64992,16.7847,32,4.76778,8.4126,4.3623,6.09909,23.906,52.4522
grubhub-14-1.tsp ,1.92862,2.48813,1.68862,1.85659,22.3576,9.68049,40,4.82154,6.22033,4.22154,4.64146,55.8939,24.2012
