
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-12-1.tsp ,9,3,2,76.3446,24.1882,75.44,4,0.28,25.0928,Optimal,25.0928,25.0928,0
grubhub-12-2.tsp ,9,3,3,74.3496,27.8578,56.1752,4,0.21,46.0322,Optimal,46.0322,46.0322,0
grubhub-12-4.tsp ,9,3,2,70.1544,25.4,87.7404,5,0.51,7.814,Optimal,7.814,7.814,0
grubhub-13-9.tsp ,9,4,3,76.812,31.7588,76.5164,5,1.35,32.0544,Optimal,32.0544,32.0544,0
grubhub-14-1.tsp ,10,4,4,91.965,41.8526,88.1268,5,1.37,45.6908,Optimal,45.6908,45.6908,0

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-12-1.tsp ,7,5,4,64.4496,37.5532,76.6176,4,0.36,25.3852,Optimal,25.3852,25.3852,0
grubhub-12-2.tsp ,7,5,3,52.1376,38.9134,55.246,3,0.28,35.805,Optimal,35.805,35.805,0
grubhub-12-4.tsp ,7,5,2,52.719,21.6318,68.1076,4,0.37,6.2432,Optimal,6.2432,6.2432,0
grubhub-13-9.tsp ,8,5,4,63.0384,49.8372,75.0076,4,1.19,37.868,Optimal,37.868,37.868,0
grubhub-14-1.tsp ,8,6,4,79.2948,45.1062,69.368,5,1.28,55.033,Optimal,55.033,55.033,0
