Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-50-25-A-3,50,25,25,289.308,232.452,0,160.126,25,1.26,129.182,Optimal,129.182,129.182,0,160.126,5.2,0.30909,213.2,1.20271
sarp-50-25-A-4,50,25,25,294.458,235.302,0,180.228,25,1.3,114.23,Optimal,114.23,114.23,0,180.228,6.07805,0.339756,249.2,1.12777
sarp-50-25-B-3,50,25,25,377.682,281.358,0,207.276,25,1.56,170.406,Optimal,170.406,170.406,-3.33576e-14,207.276,5.8,0.300151,237.8,0.849994
sarp-50-25-B-4,50,25,25,374.592,279.648,0,210.22,25,1.1,164.372,Optimal,164.372,164.372,0,210.22,6.1878,0.317654,253.7,0.886546
sarp-50-25-C-3,50,25,25,1409.54,852.384,0,676.614,25,1.69,732.922,Optimal,732.922,732.922,0,676.614,18.7683,0.424536,769.5,0.591893
sarp-50-25-A-5,50,25,25,289.308,232.452,0,160.126,25,1.53,129.182,Optimal,129.182,129.182,0,160.126,5.2,0.30909,213.2,1.20271
sarp-50-25-A-6,50,25,25,294.458,235.302,0,180.228,25,1.37,114.23,Optimal,114.23,114.23,0,180.228,6.07805,0.339756,249.2,1.12777
sarp-50-25-B-5,50,25,25,377.682,281.358,0,207.276,25,1.91,170.406,Optimal,170.406,170.406,-3.33576e-14,207.276,5.8,0.300151,237.8,0.849994
sarp-50-25-B-6,50,25,25,374.592,279.648,0,210.22,25,1.46,164.372,Optimal,164.372,164.372,0,210.22,6.1878,0.317654,253.7,0.886546
sarp-50-25-C-5,50,25,25,1409.54,852.384,0,676.614,25,2.66,732.922,Optimal,732.922,732.922,0,676.614,18.7683,0.424536,769.5,0.591893
sarp-50-25-C-1,50,25,25,1479.06,890.859,0,777.63,16,1.14,701.431,Optimal,701.431,701.431,0,777.63,16.8585,0.34013,691.2,0.454837
sarp-50-25-C-2,50,25,25,1543.75,926.655,0,834.992,16,1.11,708.753,Optimal,708.753,708.753,0,834.992,20.8756,0.396826,855.9,0.520504
sarp-50-25-C-1,50,25,25,1479.06,890.859,0,777.63,16,1.16,701.431,Optimal,701.431,701.431,0,777.63,16.8585,0.34013,691.2,0.454837
sarp-50-25-C-2,50,25,25,1543.75,926.655,0,834.992,16,1.17,708.753,Optimal,708.753,708.753,0,834.992,20.8756,0.396826,855.9,0.520504
sarp-50-25-A-3,50,25,25,289.308,232.452,0,210.542,12,1,78.766,Optimal,78.766,78.766,-5.41256e-14,210.542,5.9561,0.305492,244.2,0.851267
sarp-50-25-A-4,50,25,25,294.458,235.302,0,247.94,12,0.92,46.518,Optimal,46.518,46.518,-3.05492e-14,247.94,7.83659,0.364837,321.3,0.872703
sarp-50-25-B-3,50,25,25,377.682,281.358,0,277.15,12,0.99,100.532,Optimal,100.532,100.532,0,277.15,6.97317,0.302807,285.9,0.662317
sarp-50-25-B-4,50,25,25,374.592,279.648,0,278.346,12,0.98,96.246,Optimal,96.246,96.246,0,278.346,7.08537,0.306834,290.5,0.668944
sarp-50-25-C-4,50,25,25,1543.75,926.655,0,834.992,16,1.23,708.753,Optimal,708.753,708.753,0,834.992,20.8756,0.396826,855.9,0.520504
sarp-50-25-A-3,50,25,25,289.308,232.452,0,210.542,12,1.01,78.766,Optimal,78.766,78.766,-5.41256e-14,210.542,5.9561,0.305492,244.2,0.851267
sarp-50-25-A-4,50,25,25,294.458,235.302,0,247.94,12,1.01,46.518,Optimal,46.518,46.518,-3.05492e-14,247.94,7.83659,0.364837,321.3,0.872703
sarp-50-25-B-3,50,25,25,377.682,281.358,0,277.15,12,0.91,100.532,Optimal,100.532,100.532,0,277.15,6.97317,0.302807,285.9,0.662317
sarp-50-25-B-4,50,25,25,374.592,279.648,0,278.346,12,0.88,96.246,Optimal,96.246,96.246,0,278.346,7.08537,0.306834,290.5,0.668944
sarp-50-25-C-3,50,25,25,1479.06,890.859,0,777.63,16,1.23,701.431,Optimal,701.431,701.431,0,777.63,16.8585,0.34013,691.2,0.454837
sarp-50-25-C-4,50,25,25,1543.75,926.655,0,834.992,16,1.4,708.753,Optimal,708.753,708.753,0,834.992,20.8756,0.396826,855.9,0.520504
sarp-50-25-A-3,50,25,25,289.308,232.452,0,210.542,12,0.92,78.766,Optimal,78.766,78.766,-5.41256e-14,210.542,5.9561,0.305492,244.2,0.851267
sarp-50-25-A-4,50,25,25,294.458,235.302,0,247.94,12,0.89,46.518,Optimal,46.518,46.518,-3.05492e-14,247.94,7.83659,0.364837,321.3,0.872703
sarp-50-25-B-3,50,25,25,377.682,281.358,0,277.15,12,0.88,100.532,Optimal,100.532,100.532,0,277.15,6.97317,0.302807,285.9,0.662317
sarp-50-25-B-4,50,25,25,374.592,279.648,0,278.346,12,0.87,96.246,Optimal,96.246,96.246,0,278.346,7.08537,0.306834,290.5,0.668944
sarp-50-25-C-3,50,25,25,1479.06,890.859,0,777.63,16,1.11,701.431,Optimal,701.431,701.431,0,777.63,16.8585,0.34013,691.2,0.454837
sarp-50-25-C-4,50,25,25,1543.75,926.655,0,834.992,16,1.16,708.753,Optimal,708.753,708.753,0,834.992,20.8756,0.396826,855.9,0.520504
