Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-50-25-A-3,50,25,24,232.452,146.685,184.828,25,3264.16,194.309,Optimal,194.309,194.326,0.00861097,38.143,7.22195,0.287178,296.1,0.563571
sarp-50-25-A-4,50,25,23,235.302,163.201,205.528,25,7189.05,192.975,Feasible,192.975,208.479,7.43687,42.327,6.69268,0.255438,274.4,0.476886
sarp-50-25-A-5,50,25,24,232.452,146.685,187.312,25,19.58,191.825,Optimal,191.825,191.825,0,40.627,7.26341,0.287322,297.8,0.56104
sarp-50-25-A-6,50,25,23,235.302,163.201,203.964,25,30.71,194.539,Optimal,194.539,194.539,0,40.763,7.30244,0.279595,299.4,0.523427
sarp-50-25-B-3,50,25,25,281.358,208.023,209.162,25,7181.58,280.219,Feasible,280.219,291.894,3.99958,1.139,5.12195,0.17848,210,0.316217
sarp-50-25-B-4,50,25,25,279.648,219.892,228.988,25,7197.67,270.552,Feasible,270.552,296.781,8.83797,9.096,6.47073,0.218049,265.3,0.37674
sarp-50-25-B-5,50,25,25,281.358,208.023,229.402,25,1023.67,259.979,Optimal,259.979,260.005,0.00988015,21.379,6.70244,0.225135,274.8,0.388081
sarp-50-25-B-6,50,25,24,279.648,216.903,232.392,25,7194.47,264.159,Feasible,264.159,267.954,1.41624,15.489,7.39512,0.249083,303.2,0.426082
sarp-50-25-C-3,50,25,15,852.384,294.831,642.022,25,7199.18,505.193,Feasible,505.193,1134.88,55.485,347.191,25.3439,0.340569,1039.1,0.398596
sarp-50-25-C-4,50,25,5,977.727,126.082,646.3,25,7194.26,457.509,Feasible,457.509,1284.27,64.3758,520.218,30.4122,0.388209,1246.9,0.439653
sarp-50-25-C-5,50,25,24,852.384,497.277,403.466,25,7192.74,946.195,Feasible,946.195,1083.85,12.7005,-93.811,10.2561,0.162107,420.5,0.20136
sarp-50-25-C-6,50,25,25,977.727,562.931,427.294,25,7190.33,1113.36,Feasible,1113.36,1231.45,9.589,-135.637,9.67561,0.138103,396.7,0.168093
