Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-10-5-A-1,10,5,5,77.102,57.138,0,59.432,3,0.02,17.67,Optimal,17.67,17.67,0,59.432,1.77805,0.369052,72.9,0.767099
sarp-10-5-A-2,10,5,5,62.991,49.329,0,53.13,3,0.02,9.861,Optimal,9.861,9.861,0,53.13,1.62683,0.362829,66.7,0.820082
sarp-10-5-B-1,10,5,5,82.355,60.045,0,55.246,3,0.02,27.109,Optimal,27.109,27.109,0,55.246,1.69024,0.367769,69.3,0.806439
sarp-10-5-B-2,10,5,5,87.505,62.895,0,62.56,3,0.02,24.945,Optimal,24.945,24.945,-4.27266e-14,62.56,1.28049,0.256933,52.5,0.515548
sarp-10-5-C-1,10,5,5,199.466,124.854,0,121.992,3,0.02,77.474,Optimal,77.474,77.474,-1.83427e-14,121.992,3.9122,0.480911,160.4,0.694272
sarp-10-5-C-2,10,5,5,170.42,108.78,0,91.402,3,0.02,79.018,Optimal,79.018,79.018,-3.59687e-14,91.402,1.47561,0.226563,60.5,0.367707
sarp-12-6-A-1,12,6,6,75.96,59.4,0,67.252,3,0.02,8.708,Optimal,8.708,8.708,0,67.252,1.90976,0.34312,78.3,0.744297
sarp-12-6-A-2,12,6,6,73.385,57.975,0,57.592,3,0.01,15.793,Optimal,15.793,15.793,0,57.592,1.86829,0.369691,76.6,0.909739
sarp-12-6-B-1,12,6,6,90.586,67.494,0,66.378,3,0.02,24.208,Optimal,24.208,24.208,-2.93516e-14,66.378,1.59268,0.288555,65.3,0.632139
sarp-12-6-B-2,12,6,6,100.268,72.852,0,62.744,3,0.02,37.524,Optimal,37.524,37.524,0,62.744,1.81463,0.340659,74.4,0.779874
sarp-12-6-C-1,12,6,6,218.1,138.06,0,139.472,3,0.02,78.628,Optimal,78.628,78.628,-3.61471e-14,139.472,3.21463,0.34216,131.8,0.50267
sarp-12-6-C-2,12,6,6,201.62,128.94,0,115,3,0.03,86.62,Optimal,86.62,86.62,0,115,2.62927,0.324699,107.8,0.515789
sarp-6-3-A-1,6,3,3,52.812,37.908,0,34.638,3,0.01,18.174,Optimal,18.174,18.174,0,34.638,1.35122,0.476354,55.4,1.01095
sarp-6-3-A-2,6,3,3,42.718,32.322,0,22.172,3,0,20.546,Optimal,20.546,20.546,0,22.172,0.692683,0.318386,28.4,1.02527
sarp-6-3-B-1,6,3,3,72.073,48.567,0,45.586,3,0.01,26.487,Optimal,26.487,26.487,0,45.586,0.946341,0.276945,38.8,0.493639
sarp-6-3-B-2,6,3,3,54.357,38.763,0,32.154,3,0,22.203,Optimal,22.203,22.203,0,32.154,0.921951,0.340848,37.8,0.765182
sarp-6-3-C-1,6,3,3,81.858,53.982,0,47.426,3,0,34.432,Optimal,34.432,34.432,0,47.426,1.34878,0.383761,55.3,0.669492
sarp-6-3-C-2,6,3,3,89.686,58.314,0,56.35,3,0.01,33.336,Optimal,33.336,33.336,0,56.35,1.6878,0.423242,69.2,0.678431
sarp-8-4-A-1,8,4,4,61.661,45.699,0,46.874,3,0.02,14.787,Optimal,14.787,14.787,-2.40259e-14,46.874,1.30244,0.341069,53.4,0.716138
sarp-8-4-A-2,8,4,4,51.567,40.113,0,37.996,3,0.01,13.571,Optimal,13.571,13.571,-1.30894e-14,37.996,1.41463,0.422535,58,1.04946
sarp-8-4-B-1,8,4,4,75.36,53.28,0,48.208,3,0.01,27.152,Optimal,27.152,27.152,0,48.208,1.27561,0.327968,52.3,0.675129
sarp-8-4-B-2,8,4,4,59.292,44.388,0,39.284,3,0.01,20.008,Optimal,20.008,20.008,0,39.284,1.42439,0.416944,58.4,1.00574
sarp-8-4-C-1,8,4,4,128.405,82.635,0,69.828,3,0.02,58.577,Optimal,58.577,58.577,0,69.828,1.32683,0.263481,54.4,0.437065
sarp-8-4-C-2,8,4,4,167.854,104.466,0,96.738,3,0,71.116,Optimal,71.116,71.116,0,96.738,2.59512,0.40156,106.4,0.581527
