Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-20-10-A-3,20,10,10,142.153,107.607,0,110.032,10,0.08,32.121,Optimal,32.121,32.121,0,110.032,3.44878,0.376197,141.4,0.827546
sarp-20-10-A-4,20,10,10,162.65,118.95,0,121.21,10,0.08,41.44,Optimal,41.44,41.44,0,121.21,4.3122,0.441816,176.8,0.905892
sarp-20-10-B-3,20,10,10,197.876,138.444,0,126.638,10,0.08,71.238,Optimal,71.238,71.238,0,126.638,3.62439,0.360709,148.6,0.71799
sarp-20-10-B-4,20,10,10,204.88,142.32,0,141.634,10,0.08,63.246,Optimal,63.246,63.246,0,141.634,4.41707,0.407363,181.1,0.755948
sarp-20-10-C-3,20,10,10,606.271,364.449,0,310.868,10,0.08,295.403,Optimal,295.403,295.403,0,310.868,8.84634,0.446418,362.7,0.59707
sarp-20-10-C-4,20,10,10,669.925,399.675,0,361.1,10,0.09,308.825,Optimal,308.825,308.825,0,361.1,8.01707,0.356637,328.7,0.458651
sarp-30-15-A-3,30,15,15,209.161,159.159,0,137.678,15,0.23,71.483,Optimal,71.483,71.483,0,137.678,4.72195,0.383898,193.6,0.98374
sarp-30-15-A-4,30,15,15,211.221,160.299,0,156.078,15,0.24,55.143,Optimal,55.143,55.143,0,156.078,4.88537,0.367996,200.3,0.845861
sarp-30-15-B-3,30,15,15,242.739,177.741,0,163.3,15,0.21,79.439,Optimal,79.439,79.439,0,163.3,5.60732,0.410536,229.9,0.910495
sarp-30-15-B-4,30,15,15,272.3,194.1,0,163.944,15,0.18,108.356,Optimal,108.356,108.356,0,163.944,3.71707,0.271464,152.4,0.600236
sarp-30-15-C-3,30,15,15,845.289,511.191,0,456.918,15,0.25,388.371,Optimal,388.371,388.371,0,456.918,12.0463,0.412167,493.9,0.554445
sarp-30-15-C-4,30,15,15,898.437,540.603,0,464.554,15,0.24,433.883,Optimal,433.883,433.883,0,464.554,14.339,0.483908,587.9,0.647895
sarp-40-20-A-3,40,20,20,275.86,210.54,0,180.688,20,0.76,95.172,Optimal,95.172,95.172,0,180.688,5.27317,0.32456,216.2,0.844092
sarp-40-20-A-4,40,20,20,243.312,192.528,0,147.338,20,0.51,95.974,Optimal,95.974,95.974,-1.4807e-14,147.338,4.63659,0.320231,190.1,1.03522
