
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sfsarp-9-5-1.txt ,0.819066,2.05739,0.9902,1.31919,7.90255,10.9116,24,3.41277,8.57248,4.12583,5.49662,32.9273,45.465
sfsarp-9-5-2.txt ,1.47534,1.87149,0.801564,0.667871,4.87504,14.3087,24,6.14726,7.79786,3.33985,2.7828,20.3127,59.6195
sfsarp-9-5-3.txt ,1.29662,1.08728,1.02364,1.127,14.4661,4.9994,24,5.40257,4.53035,4.26516,4.69583,60.2753,20.8308
sfsarp-9-5-4.txt ,1.11093,0.838168,0.723594,0.276842,15.9493,5.1012,24,4.62888,3.49236,3.01498,1.15351,66.4553,21.255
sfsarp-9-5-5.txt ,1.11618,1.46306,1.22803,0.632233,12.3925,7.16795,24,4.65074,6.09608,5.11679,2.6343,51.6356,29.8665
sfsarp-9-6-1.txt ,1.2824,2.16272,0.994507,0.662983,2.83581,16.0616,24,5.34334,9.01134,4.14378,2.76243,11.8159,66.9232
sfsarp-9-6-2.txt ,0.897498,1.03466,0.937027,0.303769,10.6915,10.1356,24,3.73958,4.31108,3.90428,1.26571,44.5477,42.2316
sfsarp-9-6-3.txt ,0.616574,2.16722,1.59027,1.24012,8.93057,17.4552,32,1.92679,6.77257,4.96959,3.87537,27.908,54.5476
sfsarp-9-6-4.txt ,0.679455,2.44535,1.4872,0.489914,8.72424,10.1738,24,2.83106,10.189,6.19667,2.04131,36.351,42.391
sfsarp-9-6-5.txt ,0.64184,1.65652,1.50541,0.346718,10.7102,9.13936,24,2.67433,6.90218,6.27253,1.44466,44.6256,38.0807
