3	5	16	8
0	  19.5775	  19.9610	3	647	647
1	  22.7912	   4.9388	3	626	626
2	   8.3806	  19.2057	3	859	859
3	   6.9444	  13.8492	3	1028	1028
4	  11.9349	  15.7218	3	973	973
5	  15.8928	  17.9324	3	836	836
6	   3.5401	  15.1742	3	781	781
7	   0.4075	   6.0722	3	644	644
8	   3.4308	  20.1044	3	960	960
9	   3.9170	  10.0236	3	768	768
10	  24.9731	   5.4564	3	785	785
11	  12.8233	  20.9778	3	565	565
12	  15.3160	   7.4008	3	963	963
13	  15.9388	  13.1072	3	742	742
14	  12.3396	  24.3194	3	821	821
15	   7.3129	  19.2839	3	582	582
16	  20.1931	  22.9757	-3	647	647
17	  22.2558	   8.7223	-3	626	626
18	   9.3802	  19.0062	-3	859	859
19	   9.1196	  12.8350	-3	1028	1028
20	  12.8134	  16.6931	-3	973	973
21	  13.1686	  19.2478	-3	836	836
22	   4.8053	  16.5807	-3	781	781
23	   3.2448	   2.7202	-3	644	644
24	   4.2402	  22.6701	-3	960	960
25	   7.0829	   8.8115	-3	768	768
26	  20.7300	   8.2584	-3	785	785
27	  10.9890	  23.0992	-3	565	565
28	  15.4899	   7.0265	-3	963	963
29	  13.9111	  10.4125	-3	742	742
30	  10.9409	  23.2959	-3	821	821
31	   7.1073	  18.4634	-3	582	582
32	  10.0057	  22.2882	1	703	763
33	   1.7439	  23.7332	1	568	628
34	  13.1499	   2.1514	1	892	952
35	   1.6043	   0.5006	1	985	1045
36	  11.4425	   1.5774	1	643	703
37	  22.5552	  21.2730	1	658	718
38	   6.6666	  13.4940	1	806	866
39	  15.9995	   8.8512	1	998	1058
40	   9.9609	  20.3692	-1	771	1140
41	   5.9570	  24.2659	-1	640	1140
42	  13.2902	   0.9820	-1	959	1140
43	   2.5793	   3.1519	-1	1055	1140
44	  12.0623	   5.3956	-1	714	1140
45	  23.7563	  23.0032	-1	727	1140
46	   8.7590	  17.1667	-1	878	1140
47	  19.6501	   7.6864	-1	1069	1140
48	  21.0047	   9.8596	0	540	1140
49	  23.8057	  22.9049	0	540	1140
50	  23.2702	  18.0238	0	540	1140
