
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-13-0.tsp ,1.95967,2.10081,1.36569,3.29317,7.88715,5.24187,21.8484,8.96943,9.61542,6.25077,15.0728,36.0995,23.992
grubhub-13-1.tsp ,2.32846,2.28862,1.47398,3.57073,5.22358,5.30935,20.1947,11.53,11.3328,7.29886,17.6815,25.8661,26.2908
grubhub-13-2.tsp ,2.51659,1.98927,1.24585,2.46585,12.1081,2.16057,22.4863,11.1917,8.84659,5.54051,10.966,53.8468,9.6084
grubhub-13-3.tsp ,2.55171,1.57366,1.21171,3.27902,14.2934,6.99821,29.9077,8.53193,5.26171,4.05149,10.9638,47.7917,23.3993
grubhub-13-4.tsp ,2.33577,2.32911,1.51301,2.22976,10.3991,2.71585,21.5226,10.8526,10.8217,7.02986,10.3601,48.3171,12.6186
grubhub-13-5.tsp ,3.18033,1.07285,0.621626,3.31512,14.1127,0.612764,22.9154,13.8786,4.68177,2.7127,14.4668,61.5861,2.67403
grubhub-13-6.tsp ,2.43854,2.29854,1.10244,3.80195,21.8638,7.22211,38.7274,6.29667,5.93517,2.84667,9.81722,56.4557,18.6486
grubhub-13-7.tsp ,2.31089,2.2335,1.73593,3.32683,5.80878,2.49463,17.9106,12.9024,12.4703,9.69224,18.5747,32.4321,13.9283
grubhub-13-8.tsp ,2.69366,1.8278,1.09512,2.90585,18.416,1.43846,28.3769,9.49243,6.44117,3.8592,10.2402,64.8979,5.0691

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-13-0.tsp ,1.95967,1.67073,1.06146,2.62488,6.27797,6.06935,19.6641,9.96577,8.49637,5.39799,13.3486,31.9261,30.8652
grubhub-13-1.tsp ,1.56374,2.3935,1.74764,2.6678,11.4893,4.13805,24,6.51558,9.9729,7.28184,11.1159,47.872,17.2419
grubhub-13-2.tsp ,1.67642,2.75496,1.6213,2.11024,6.84228,16.9948,32,5.23882,8.60925,5.06657,6.59451,21.3821,53.1087
grubhub-13-3.tsp ,1.59057,1.95447,1.72667,2.85073,7.12821,4.6722,19.9228,7.98364,9.8102,8.66677,14.3089,35.7791,23.4514
grubhub-13-4.tsp ,1.20146,2.83724,2.22504,2.03024,7.19537,6.60033,22.0897,5.43903,12.8442,10.0728,9.19092,32.5734,29.8797
grubhub-13-5.tsp ,2.15187,1.54488,1.0761,3.13902,7.96496,6.01715,21.894,9.82859,7.05618,4.91504,14.3374,36.3797,27.4831
grubhub-13-6.tsp ,1.42715,2.95301,1.60325,3.35902,26.287,0.201545,35.831,3.98302,8.2415,4.47449,9.37464,73.3639,0.562488
grubhub-13-7.tsp ,1.40976,3.26407,2.24553,2.94634,1.21984,4.29642,15.382,9.165,21.2201,14.5985,19.1545,7.93032,27.9316
grubhub-13-8.tsp ,1.72764,2.31008,1.66959,2.10195,0.991626,12.3611,21.162,8.16388,10.9162,7.88957,9.93265,4.68587,58.4119
