
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-7-5-A-1.txt ,1.64866,1.82868,0.319889,2.12557,3.19421,8.06886,17.1859,9.59312,10.6406,1.86135,12.3681,18.5862,46.9505
sarp-7-5-A-2.txt ,1.62225,2.04247,0.239995,1.76888,7.79118,3.53895,17.0037,9.54055,12.0119,1.41143,10.4029,45.8204,20.8128
sarp-7-5-A-3.txt ,1.20195,2.4652,0.683923,1.81939,4.54014,6.72316,17.4338,6.89437,14.1404,3.92298,10.436,26.0422,38.564
sarp-7-5-A-4.txt ,1.75089,1.39626,0.249936,2.38846,5.42416,12.7637,23.9734,7.30347,5.82418,1.04255,9.96293,22.6257,53.2411
sarp-7-5-B-1.txt ,1.30097,2.39442,0.682442,1.85558,5.97646,7.16506,19.3749,6.71472,12.3584,3.52229,9.5772,30.8464,36.9811
sarp-7-5-B-2.txt ,0.872663,3.28607,1.22151,1.12715,9.63339,5.89195,22.0327,3.96076,14.9145,5.54409,5.1158,43.7231,26.7418
sarp-7-5-B-3.txt ,2.38182,1.4341,0,1.9102,22.2215,3.39457,31.3422,7.59942,4.57561,0,6.09466,70.8996,10.8307
sarp-7-5-B-4.txt ,1.90981,3.07737,0.708314,1.38047,15.3552,0.0935941,22.5247,8.47871,13.6622,3.14461,6.12868,68.1703,0.415517
sarp-7-5-C-1.txt ,1.69554,2.55851,0.950145,1.24275,13.6353,5.05423,25.1364,6.74536,10.1785,3.77995,4.944,54.245,20.1072
sarp-7-5-C-2.txt ,2.45843,2.27176,1.20984,2.20597,6.73978,3.46228,18.3481,13.3989,12.3815,6.59384,12.0229,36.7329,18.87
sarp-7-5-C-3.txt ,1.51231,3.45528,2.07818,1.08307,6.26041,5.42328,19.8125,7.63311,17.4399,10.4892,5.46661,31.5982,27.373
sarp-7-5-C-4.txt ,2.50573,3.204,0.685235,1.8681,5.29063,10.4463,24,10.4405,13.35,2.85514,7.78373,22.0443,43.5263
sarp-7-6-A-1.txt ,1.34924,2.19242,0.582567,1.88429,10.6699,1.35424,18.0326,7.4822,12.1581,3.23063,10.4493,59.1698,7.50996
sarp-7-6-A-2.txt ,1.80125,1.85691,0,2.35272,10.2239,-4.92661e-15,16.2348,11.095,11.4379,0,14.4918,62.9753,-3.0346e-14
sarp-7-6-A-3.txt ,1.5272,1.92902,0.640232,2.34408,6.90094,6.61455,19.956,7.65281,9.66635,3.20821,11.7462,34.5807,33.1457
sarp-7-6-A-4.txt ,0.784022,2.74899,1.11004,0.473975,8.74211,3.37598,17.2351,4.54898,15.95,6.44058,2.75005,50.7226,19.5878
sarp-7-6-B-1.txt ,1.82651,2.75675,0.273408,1.93182,7.54874,6.40436,20.7416,8.80602,13.2909,1.31816,9.31377,36.3942,30.8769
sarp-7-6-B-2.txt ,1.46599,2.93091,0.791771,1.13543,12.9661,1.89878,21.189,6.91865,13.8323,3.73672,5.35858,61.1926,8.96116
sarp-7-6-B-3.txt ,1.15914,2.90561,1.48035,0.982093,9.38997,2.85908,18.7762,6.17342,15.4749,7.88416,5.23051,50.0099,15.2271
sarp-7-6-B-4.txt ,1.52821,3.03594,0.577147,1.44981,8.78239,6.4745,21.848,6.99476,13.8957,2.64165,6.6359,40.1977,29.6343
sarp-7-6-C-1.txt ,2.47641,2.83818,1.26209,1.38446,5.90963,0.706276,14.577,16.9884,19.4702,8.65809,9.49754,40.5407,4.84513
sarp-7-6-C-2.txt ,3.12201,2.83413,1.15581,1.81476,11.787,2.36364,23.0774,13.5284,12.281,5.00839,7.86379,51.0762,10.2422
sarp-7-6-C-3.txt ,1.51948,3.33679,3.09948,1.23948,16.6772,-1.43635e-14,25.8724,5.87295,12.8971,11.9798,4.79075,64.4594,-5.55166e-14
sarp-7-6-C-4.txt ,2.37979,3.28663,2.03558,1.10972,7.77004,2.70828,19.29,12.3369,17.0379,10.5525,5.75282,40.2801,14.0398
