
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sarp-8-5-A-1.txt ,15.8128,52.8766,8.22162,72.1875,149.099,10.6056,35.4642,5.51422,48.416
sarp-8-5-A-2.txt ,14.6449,39.8338,6.69501,53.3628,114.537,12.7862,34.7782,5.84531,46.5902
sarp-8-5-A-3.txt ,26.5535,47.7488,7.42154,87.3806,169.104,15.7024,28.2363,4.38873,51.6726
sarp-8-5-A-4.txt ,21.2977,32.1039,7.09194,71.3128,131.806,16.1583,24.3569,5.38058,54.1042
sarp-8-5-B-1.txt ,42.9418,89.6428,22.216,47.695,202.496,21.2063,44.269,10.9711,23.5536
sarp-8-5-B-2.txt ,26.6193,51.0118,13.9928,51.496,143.12,18.5993,35.6427,9.77695,35.981
sarp-8-5-B-3.txt ,39.0395,39.8515,11.9251,62.4526,153.269,25.4713,26.0011,7.78049,40.7472
sarp-8-5-B-4.txt ,20.46,76.687,21.6928,57.2854,176.125,11.6167,43.5412,12.3167,32.5254
sarp-8-5-C-1.txt ,31.8076,104.976,65.0728,52.2474,254.104,12.5176,41.3123,25.6087,20.5614
sarp-8-5-C-2.txt ,42.1573,92.6174,45.3565,46.8436,226.975,18.5735,40.8052,19.9831,20.6382
sarp-8-5-C-3.txt ,75.3614,80.6335,48.7504,61.1299,265.875,28.3447,30.3276,18.3358,22.992
sarp-8-5-C-4.txt ,110.587,106.209,47.2945,33.6986,297.789,37.136,35.6659,15.8819,11.3163

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sarp-8-5-A-1.txt ,15.8128,52.8766,8.22162,72.1875,149.099,10.6056,35.4642,5.51422,48.416
sarp-8-5-A-2.txt ,14.6449,39.8338,6.69501,53.3628,114.537,12.7862,34.7782,5.84531,46.5902
sarp-8-5-A-3.txt ,26.5535,47.7488,7.42154,87.3806,169.104,15.7024,28.2363,4.38873,51.6726
sarp-8-5-A-4.txt ,21.2977,32.1039,7.09194,71.3128,131.806,16.1583,24.3569,5.38058,54.1042
sarp-8-5-B-1.txt ,42.9418,89.6428,22.216,47.695,202.496,21.2063,44.269,10.9711,23.5536
sarp-8-5-B-2.txt ,26.6193,51.0118,13.9928,51.496,143.12,18.5993,35.6427,9.77695,35.981
sarp-8-5-B-3.txt ,31.4066,85.7695,19.5579,50.9847,187.719,16.7307,45.6904,10.4187,27.1601
sarp-8-5-B-4.txt ,9.83402,106.358,32.3188,45.3588,193.869,5.0725,54.8605,16.6704,23.3966
sarp-8-5-C-1.txt ,31.8076,104.976,65.0728,52.2474,254.104,12.5176,41.3123,25.6087,20.5614
sarp-8-5-C-2.txt ,37.4251,100.501,50.0887,34.8278,222.843,16.7944,45.0997,22.4771,15.6288
sarp-8-5-C-3.txt ,75.3614,80.6335,48.7504,61.1299,265.875,28.3447,30.3276,18.3358,22.992
sarp-8-5-C-4.txt ,53.5453,89.8559,104.336,44.9497,292.687,18.2944,30.7004,35.6476,15.3576
