
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
 sfsarp-10-5-1,10,5,4,54.1366,12.3987,25.4883,0,67.42,41.047,Optimal,41.047,41.0488,0.00438502
 sfsarp-10-5-2,10,5,5,36.3852,19.9965,21.7082,0,7198.84,34.6734,Feasible,34.6734,38.9487,10.9767
 sfsarp-10-5-3,10,5,5,48.5773,16.1414,17.7844,0,1358.47,46.9343,Optimal,46.9343,46.9388,0.00958695
 sfsarp-10-5-4,10,5,5,48.7023,19.1067,21.8593,0,3997.91,45.9497,Optimal,45.9497,45.9543,0.0100099
 sfsarp-10-5-5,10,5,5,57.5992,18.3106,28.3626,0,7197.57,47.5472,Feasible,47.5472,49.0762,3.11556
 sfsarp-5-10-1,5,10,10,18.0927,58.6532,26.42,0,7199.05,50.3258,Feasible,50.3258,50.6431,0.626541
 sfsarp-5-10-2,5,10,9,33.3663,32.7554,16.0105,0,7182.82,50.1111,Feasible,50.1111,52.9071,5.28473
 sfsarp-5-10-3,5,10,9,17.0183,36.2736,11.3747,0,36.38,41.9172,Optimal,41.9172,41.9212,0.00954171
 sfsarp-5-10-4,5,10,10,26.0622,36.3413,11.3797,0,971.05,51.0238,Optimal,51.0238,51.0289,0.00999434
 sfsarp-5-10-5,5,10,10,29.5997,38.4206,14.8078,0,7197.77,53.2125,Feasible,53.2125,53.3541,0.265397
 sfsarp-5-5-1,5,5,5,33.9821,16.4755,39.2396,0,7195.2,11.2179,Feasible,11.2179,21.3949,47.5674
 sfsarp-5-5-2,5,5,5,20.3265,21.8932,10.0144,0,8.81,32.2053,Optimal,32.2053,32.2083,0.00931437
 sfsarp-5-5-3,5,5,5,19.8756,17.9604,10.3806,0,114.7,27.4554,Optimal,27.4554,27.4578,0.00874069
 sfsarp-5-5-4,5,5,5,18.1396,18.4478,9.38105,0,277.86,27.2064,Optimal,27.2064,27.2091,0.00992315
 sfsarp-5-5-5,5,5,5,29.3302,63.7473,50.5292,0,167.82,42.5483,Optimal,42.5483,42.551,0.00634533
 sfsarp-5-6-1,5,6,6,27.1762,20.4542,17.5521,0,7198.85,30.0782,Feasible,30.0782,32.4457,7.29681
 sfsarp-5-6-2,5,6,6,19.7782,26.2682,11.4771,0,135.74,34.5693,Optimal,34.5693,34.5724,0.00896669
 sfsarp-5-6-3,5,6,6,25.2133,19.6459,12.9733,0,255.25,31.8859,Optimal,31.8859,31.8891,0.0100348
 sfsarp-5-6-4,5,6,6,36.894,24.7994,24.0714,0,54.09,37.622,Optimal,37.622,37.6246,0.00691037
 sfsarp-5-6-5,5,6,6,24.0223,24.7945,15.5264,0,7196.58,33.2903,Feasible,33.2903,34.256,2.81907
 sfsarp-5-7-1,5,7,7,25.3364,27.5666,16.844,0,20.82,36.0589,Optimal,36.0589,36.0623,0.00942813
 sfsarp-5-7-2,5,7,7,21.3607,41.2591,31.029,0,7196.37,31.5908,Feasible,31.5908,37.6611,16.1182
 sfsarp-5-7-3,5,7,7,38.2985,24.0568,22.971,0,7194.88,39.3843,Feasible,39.3843,40.7462,3.3424
 sfsarp-5-7-4,5,7,7,23.1554,27.9694,18.7457,0,5055.14,32.3791,Optimal,32.3791,32.3823,0.00988194
 sfsarp-5-7-5,5,7,7,29.8228,27.5459,18.543,0,356.35,38.8257,Optimal,38.8257,38.8296,0.0100439
 sfsarp-5-8-1,5,8,8,18.9214,32.1868,11.1782,0,6598.06,39.93,Optimal,39.93,39.934,0.0100165
 sfsarp-5-8-2,5,8,8,28.8366,28.554,16.3247,0,0.66,41.0659,Optimal,41.0659,41.0687,0.00681784
