
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sarp-10-5-A-1,30.3854,36.7413,8.21556,105.253,180.595,16.8251,20.3445,4.54916,58.2812
 sarp-10-5-A-2,18.6657,62.1983,13.0195,73.5611,167.445,11.1474,37.1456,7.77539,43.9316
 sarp-10-5-B-1,26.013,43.0678,10.1975,79.2202,158.498,16.4121,27.1723,6.43383,49.9817
 sarp-10-5-B-2,51.1648,45.5383,5.92711,63.0619,165.692,30.8794,27.4837,3.57718,38.0597
 sarp-10-5-C-1,108.672,67.7087,60.6438,78.219,315.244,34.4725,21.4782,19.2371,24.8122
 sarp-10-5-C-2,77.2418,40.5985,37.1597,63.7923,218.792,35.3037,18.5557,16.984,29.1566
 sarp-5-10-A-1,15.3265,70.2906,0.873555,34.1996,120.69,12.6991,58.2405,0.723799,28.3367
 sarp-5-10-A-2,8.23058,64.6901,4.32972,47.0685,124.319,6.62054,52.0356,3.48275,37.8611
 sarp-5-10-B-1,0,102.488,19.8035,19.2099,141.502,0,72.4291,13.9952,13.5757
 sarp-5-10-B-2,0,94.6251,17.1596,12.1342,123.919,0,76.3605,13.8474,9.79207
 sarp-5-10-C-1,14.8556,94.996,43.8418,18.3485,172.042,8.63486,55.2168,25.4832,10.6651
 sarp-5-10-C-2,11.388,109.991,25.0768,13.879,160.335,7.10261,68.6009,15.6402,8.65622
 sarp-5-5-A-1,22.309,21.7729,0,62.3331,106.415,20.9641,20.4604,0,58.5755
 sarp-5-5-A-2,19.6371,23.6099,0,71.0035,114.251,17.1878,20.665,0,62.1472
 sarp-5-5-B-1,16.6098,78.5329,19.4378,21.2609,135.841,12.2273,57.8122,14.3092,15.6513
 sarp-5-5-B-2,26.6837,91.2754,15.0047,11.6691,144.633,18.4493,63.1083,10.3743,8.06805
 sarp-5-5-C-1,23.5536,93.3473,50.2944,21.4564,188.652,12.4852,49.4813,26.6599,11.3736
 sarp-5-5-C-2,0,78.8963,65.1374,25.1772,169.211,0,46.626,38.4948,14.8792
 sarp-5-6-A-1,6.87235,50.7934,4.50276,42.8149,104.983,6.54612,48.3823,4.28902,40.7825
 sarp-5-6-A-2,19.6111,30.8169,0,87.0174,137.445,14.2683,22.4212,0,63.3106
 sarp-5-6-B-1,10.4595,49.8867,6.55894,62.5709,129.476,8.07831,38.5297,5.06575,48.3263
 sarp-5-6-B-2,16.8847,75.5058,13.4753,29.5236,135.389,12.4712,55.7694,9.95299,21.8065
 sarp-5-6-C-1,10.8084,56.1259,33.6124,19.7919,120.339,8.98165,46.64,27.9315,16.4468
 sarp-5-6-C-2,50.302,49.1846,25.943,53.3675,178.797,28.1336,27.5086,14.5097,29.8481
 sarp-5-7-A-1,12.8708,31.2539,4.63387,66.0269,114.785,11.2129,27.2281,4.03699,57.522
 sarp-5-7-A-2,12.4189,49.6886,5.27595,47.2245,114.608,10.836,43.3553,4.60347,41.2053
 sarp-5-7-B-1,6.80853,73.3179,20.9392,45.4871,146.553,4.64579,50.0283,14.2878,31.0381
 sarp-5-7-B-2,4.85756,94.3625,22.1175,21.3236,142.661,3.40496,66.1445,15.5035,14.947
 sarp-5-7-C-1,11.0265,79.9736,48.9104,25.944,165.855,6.64832,48.2191,29.4899,15.6426
 sarp-5-7-C-2,34.6204,99.9745,51.8278,13.5926,200.015,17.3089,49.9834,25.9119,6.79579
 sarp-5-8-A-1,10.6071,37.4816,7.27581,47.9125,103.277,10.2705,36.2923,7.04495,46.3922
 sarp-5-8-A-2,14.9149,31.8398,2.97743,26.1642,75.8963,19.6516,41.9517,3.92302,34.4737
 sarp-5-8-B-1,0,117.429,23.3651,4.37444,145.168,0,80.8914,16.0952,3.01336
 sarp-5-8-B-2,22.0611,64.8235,7.98246,53.7274,148.594,14.8465,43.6244,5.37198,36.1571
 sarp-5-8-C-1,26.3071,93.9957,52.5211,47.1606,219.984,11.9586,42.7283,23.8749,21.4381
 sarp-5-8-C-2,0,132.726,65.001,13.3252,211.052,0,62.8877,30.7986,6.3137
 sarp-5-8-C-3,0,130.535,65.001,13.3252,208.861,0,62.4985,31.1216,6.37992
 sarp-5-9-A-1,13.2931,53.3565,4.37632,46.7842,117.81,11.2835,45.2903,3.71472,39.7115
 sarp-5-9-A-2,13.4766,37.183,0,61.3537,112.013,12.0313,33.1952,0,54.7736
 sarp-5-9-B-1,9.58078,82.6327,17.3205,22.4622,131.996,7.25837,62.6023,13.122,17.0173
 sarp-5-9-B-2,19.7832,128.842,9.81582,54.314,212.755,9.29857,60.5589,4.61367,25.5289
 sarp-5-9-C-1,38.0113,92.6263,2.0246,70.3566,203.019,18.723,45.6245,0.997245,34.6552
 sarp-5-9-C-2,38.5029,106.381,43.2363,32.7093,220.83,17.4356,48.1734,19.579,14.812
 sarp-6-5-A-1,26.8348,25.8614,0,72.1055,124.802,21.5019,20.722,0,57.7761
 sarp-6-5-A-2,27.1103,26.4715,2.95966,56.6085,113.15,23.9596,23.395,2.61569,50.0296
 sarp-6-5-B-1,0,80.1656,34.5329,12.537,127.235,0,63.0057,27.141,9.85336
 sarp-6-5-B-2,34.6598,54.9359,6.02562,73.7015,169.323,20.4696,32.4445,3.55866,43.5272
 sarp-6-5-C-1,60.6751,62.7573,12.5452,52.8817,188.859,32.1271,33.2296,6.64263,28.0006
 sarp-6-5-C-2,6.18937,86.822,69.4774,31.639,194.128,3.1883,44.7241,35.7895,16.298
 sarp-6-6-A-1,1.33927,80.2364,19.9309,26.073,127.58,1.04976,62.8913,15.6223,20.4366
 sarp-6-6-A-2,30.4531,24.81,0,73.6982,128.961,23.6141,19.2383,0,57.1475
 sarp-6-6-B-1,29.4629,42.1058,4.89294,56.205,132.667,22.2082,31.7381,3.68815,42.3656
 sarp-6-6-B-2,23.3737,67.2043,17.2038,38.5379,146.32,15.9744,45.9298,11.7577,26.3381
 sarp-6-6-C-1,30.9134,61.1284,17.3665,49.8589,159.267,19.4098,38.381,10.904,31.3052
 sarp-6-6-C-2,30.7156,77.8421,57.9184,38.957,205.433,14.9517,37.8917,28.1933,18.9633
 sarp-6-7-A-1,7.66855,55.4995,13.2117,35.9537,112.333,6.82659,49.406,11.7611,32.0062
 sarp-6-7-A-2,12.6121,60.6973,2.2505,62.8289,138.389,9.11353,43.86,1.62622,45.4003
 sarp-6-7-B-1,18.95,63.9412,12.4103,52.1525,147.454,12.8515,43.3635,8.41637,35.3687
 sarp-6-7-B-2,11.8366,77.3963,19.1814,37.1082,145.522,8.13386,53.1851,13.181,25.5
 sarp-6-7-C-1,12.4738,94.7834,73.4946,19.4873,200.239,6.22948,47.3351,36.7034,9.732
 sarp-6-7-C-2,38.3723,73.4926,28.6106,43.527,184.002,20.8542,39.9411,15.549,23.6557
 sarp-6-8-A-1,5.5109,50.8378,10.9439,27.659,94.9516,5.80391,53.5408,11.5258,29.1295
 sarp-6-8-A-2,7.27522,94.011,15.4698,41.5292,158.285,4.59627,59.3934,9.77335,26.237
