
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-10-5-A-1,2.07444,1.72946,0.533713,2.56715,6.90476,30.0436,25.0474,7.72963,37.1794
 sarp-10-5-A-2,1.62193,2.35036,0.817548,1.79417,6.58402,24.6343,35.698,12.4172,27.2505
 sarp-10-5-B-1,1.9678,1.88377,0.582054,1.9322,6.36582,30.9119,29.5919,9.14342,30.3527
 sarp-10-5-B-2,2.74792,1.94402,0.31123,1.5381,6.54127,42.009,29.7193,4.75795,23.5137
 sarp-10-5-C-1,3.65055,2.48477,2.14578,1.90778,10.1889,35.8288,24.387,21.0601,18.7241
 sarp-10-5-C-2,3.05061,1.82354,1.40634,1.55591,7.8364,38.9288,23.2701,17.9462,19.8549
 sarp-5-10-A-1,1.04048,3.38107,0.187973,0.834137,5.44367,19.1137,62.1102,3.45306,15.3231
 sarp-5-10-A-2,0.700746,3.24447,0.438936,1.14801,5.53217,12.6667,58.6474,7.93425,20.7516
 sarp-5-10-B-1,0,4.16638,1.31634,0.468534,5.95126,0,70.0084,22.1187,7.87284
 sarp-5-10-B-2,0,3.9746,1.25186,0.295957,5.52241,0,71.9721,22.6687,5.35919
 sarp-5-10-C-1,0.695664,3.98364,1.56931,0.447524,6.69614,10.389,59.4916,23.4361,6.68331
 sarp-5-10-C-2,0.777755,4.34938,0.944962,0.338511,6.41061,12.1323,67.8466,14.7406,5.28048
 sarp-5-5-A-1,1.37745,1.36438,0,1.52032,4.26215,32.3183,32.0115,0,35.6702
 sarp-5-5-A-2,1.31229,1.40918,0,1.73179,4.45327,29.468,31.6438,0,38.8882
 sarp-5-5-B-1,0.73845,2.74877,0.974094,0.51856,4.97987,14.8287,55.1976,19.5606,10.4131
 sarp-5-5-B-2,1.15082,3.05956,0.699302,0.284611,5.1943,22.1555,58.9023,13.4629,5.4793
 sarp-5-5-C-1,0.907812,3.1101,1.72669,0.523328,6.26793,14.4834,49.6192,27.548,8.3493
 sarp-5-5-C-2,0,2.75763,2.42205,0.614077,5.79376,0,47.5966,41.8045,10.5989
