cabid lati longi timestamp sequence
3.0 37.7821 -122.4093 766.0 14.0
3.0 37.7923 -122.4040 776.0 15.0
3.0 37.7887 -122.4052 784.0 16.0
3.0 37.7799 -122.4599 799.0 17.0
3.0 37.7866 -122.4521 806.0 18.0
3.0 37.7861 -122.4108 821.0 19.0
3.0 37.8016 -122.4120 860.0 20.0
3.0 37.7941 -122.4214 865.0 21.0
4.0 37.6152 -122.3903 601.0 1.0
4.0 37.7851 -122.4005 616.0 2.0
4.0 37.6177 -122.3861 639.0 3.0
4.0 37.7944 -122.4018 660.0 4.0
4.0 37.6153 -122.3899 769.0 5.0
4.0 37.7641 -122.4362 787.0 6.0
4.0 37.6177 -122.3859 851.0 7.0
4.0 37.7846 -122.4045 915.0 8.0
4.0 37.6152 -122.3902 998.0 9.0
5.0 37.7891 -122.4029 750.0 1.0
5.0 37.7991 -122.4085 762.0 2.0
5.0 37.7698 -122.4133 779.0 3.0
5.0 37.7643 -122.4131 783.0 4.0
5.0 37.7618 -122.4193 785.0 5.0
5.0 37.7702 -122.4692 807.0 6.0
5.0 37.7691 -122.4682 808.0 7.0
5.0 37.7874 -122.4039 828.0 8.0
5.0 37.7876 -122.4004 831.0 9.0
5.0 37.7803 -122.4168 837.0 10.0
5.0 37.7819 -122.4177 845.0 11.0
5.0 37.7816 -122.4157 846.0 12.0
5.0 37.6149 -122.3852 864.0 13.0
5.0 37.7702 -122.4041 993.0 14.0
5.0 37.7714 -122.4087 994.0 15.0
5.0 37.7900 -122.4221 1005.0 16.0
5.0 37.7905 -122.4208 1006.0 17.0
5.0 37.7899 -122.4032 1012.0 18.0
1.0 37.6162 -122.3883 545.0 1.0
1.0 37.7864 -122.4046 565.0 2.0
1.0 37.7716 -122.3987 586.0 3.0
1.0 37.7858 -122.4382 604.0 4.0
1.0 37.7830 -122.4275 613.0 5.0
1.0 37.7834 -122.4406 616.0 6.0
1.0 37.7816 -122.4462 630.0 7.0
1.0 37.7814 -122.4461 631.0 8.0
1.0 37.7850 -122.4420 638.0 9.0
1.0 37.7810 -122.4638 645.0 10.0
1.0 37.7215 -122.4562 667.0 11.0
1.0 37.7235 -122.4562 675.0 12.0
1.0 37.7544 -122.5023 690.0 13.0
1.0 37.7729 -122.4799 705.0 14.0
1.0 37.7875 -122.4058 723.0 15.0
1.0 37.7924 -122.3951 760.0 16.0
1.0 37.7794 -122.4185 767.0 17.0
1.0 37.7792 -122.4184 768.0 18.0
1.0 37.7902 -122.4036 776.0 19.0
1.0 37.7917 -122.3984 830.0 20.0
1.0 37.7895 -122.4082 838.0 21.0
1.0 37.7979 -122.4144 845.0 22.0
1.0 37.7992 -122.4088 851.0 23.0
1.0 37.8014 -122.4022 854.0 24.0
2.0 37.7760 -122.4211 682.0 1.0
2.0 37.8082 -122.4161 698.0 2.0
2.0 37.7996 -122.4093 702.0 3.0
2.0 37.7863 -122.4130 709.0 4.0
2.0 37.7934 -122.3988 724.0 5.0
2.0 37.7887 -122.4101 729.0 6.0
2.0 37.6793 -122.3884 770.0 7.0
2.0 37.7952 -122.4049 787.0 8.0
2.0 37.7955 -122.4033 788.0 9.0
2.0 37.7836 -122.4406 801.0 10.0
2.0 37.7795 -122.4320 806.0 11.0
lati longi low_tw
37.7797 -122.4054 564.0
37.796 -122.4266 891.0
37.795 -122.3983 752.0
37.7934 -122.4053 535.0
37.7665 -122.3955 830.0
37.7686 -122.3925 755.0
37.7857 -122.4248 568.0
37.7681 -122.4408 842.0
37.6504 -122.4774 784.0
37.6785 -122.4858 785.0
37.7868 -122.4518 909.0
37.7513 -122.4024 802.0
37.7646 -122.4173 609.0
37.7654 -122.4363 773.0
37.7623 -122.4123 637.0
37.7785 -122.4211 664.0
37.7685 -122.4242 817.0
37.7709 -122.4172 673.0
37.7775 -122.4024 911.0
37.7626 -122.392 537.0
37.7537 -122.413 815.0
37.7553 -122.4112 543.0
37.7457 -122.4851 490.0
37.7656 -122.4051 525.0
37.756 -122.4299 675.0
37.7572 -122.426 812.0
37.7533 -122.4071 858.0
37.7894 -122.4296 865.0
37.7858 -122.4199 866.0
37.6711 -122.4145 959.0
37.7437 -122.3991 901.0
37.788 -122.3975 884.0
37.7757 -122.4065 711.0
37.6642 -122.4496 836.0
37.7878 -122.4126 488.0
37.766 -122.399 914.0
37.7347 -122.4033 649.0
37.779 -122.424 641.0
37.7735 -122.3985 874.0
37.7625 -122.4193 794.0
37.7893 -122.3925 564.0
37.7575 -122.3943 891.0
37.7611 -122.428 752.0
37.6623 -122.4265 535.0
37.784 -122.4099 830.0
37.7839 -122.4185 755.0
37.7727 -122.4244 568.0
37.7929 -122.421 842.0
37.7958 -122.4138 784.0
37.7735 -122.3939 785.0
37.6921 -122.4283 909.0
37.727 -122.4509 802.0
37.6712 -122.4752 609.0
37.7581 -122.4177 773.0
37.664 -122.4173 637.0
37.6677 -122.4797 664.0
37.7554 -122.4187 817.0
37.7609 -122.4265 673.0
37.7563 -122.4125 911.0
37.7782 -122.3974 537.0
37.7292 -122.4971 815.0
37.7532 -122.3972 543.0
37.7851 -122.4111 490.0
37.7745 -122.4144 525.0
37.7835 -122.425 675.0
37.7655 -122.4299 812.0
37.7961 -122.4208 858.0
37.7663 -122.4874 865.0
37.7713 -122.3942 866.0
37.7914 -122.4 959.0
37.7985 -122.3955 901.0
37.7956 -122.428 884.0
37.7812 -122.4016 711.0
37.7032 -122.415 836.0
37.7591 -122.428 488.0
37.7735 -122.4459 914.0
37.7798 -122.418 649.0
37.6921 -122.4415 641.0
37.7847 -122.3977 874.0
37.7807 -122.4176 794.0
