
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-12-1.tsp ,11,1,1,95.6724,12.0194,86.9952,4,0.9,20.6966,Optimal,20.6966,20.6966,0
grubhub-12-2.tsp ,11,1,1,88.9692,10.5254,58.6408,4,0.68,40.8538,Optimal,40.8538,40.8538,0
grubhub-12-4.tsp ,11,1,1,90.3144,7.4544,85.9556,6,1.1,11.8132,Optimal,11.8132,11.8132,0
grubhub-13-9.tsp ,12,1,1,102.788,3.6032,66.1204,6,0.57,40.2712,Optimal,40.2712,40.2712,0
grubhub-14-1.tsp ,13,1,1,119.264,8.0354,86.2868,5,9.62,41.0124,Optimal,41.0124,41.0124,0

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-12-1.tsp ,10,2,2,84.84,25.815,91.1536,4,0.51,19.5014,Optimal,19.5014,19.5014,0
grubhub-12-2.tsp ,10,2,2,81.4656,19.4738,62.0816,4,1.56,38.8578,Optimal,38.8578,38.8578,0
grubhub-12-4.tsp ,10,2,2,81.42,18.428,86.2868,6,0.58,13.5612,Optimal,13.5612,13.5612,0
grubhub-13-9.tsp ,11,2,2,93.438,15.2408,71.0516,6,0.22,37.6272,Optimal,37.6272,37.6272,0
grubhub-14-1.tsp ,11,3,3,100.825,30.9288,86.8572,5,70.82,44.8968,Optimal,44.8968,44.898,0.00267272

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-12-1.tsp ,9,3,3,76.3446,36.2076,87.7312,4,6.02,24.821,Optimal,24.821,24.821,0
grubhub-12-2.tsp ,9,3,3,74.3496,27.8578,54.9148,4,0.35,47.2926,Optimal,47.2926,47.2926,0
grubhub-12-4.tsp ,9,3,3,70.1544,32.8544,93.3616,5,2.43,9.6472,Optimal,9.6472,9.6472,0
grubhub-13-9.tsp ,9,4,4,76.812,35.4948,74.796,5,7.09,37.5108,Optimal,37.5108,37.5108,0
grubhub-14-1.tsp ,10,4,4,91.965,41.8526,88.4488,5,280.55,45.3688,Optimal,45.3688,45.3689,0.000220415

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-12-1.tsp ,7,5,5,64.4496,49.5726,85.0632,4,13.21,28.959,Optimal,28.959,28.9615,0.00863215
grubhub-12-2.tsp ,7,5,5,52.1376,56.2458,67.068,3,7.38,41.3154,Optimal,41.3154,41.3177,0.00556662
grubhub-12-4.tsp ,7,5,4,52.719,46.8326,88.4304,4,15.03,11.1212,Optimal,11.1212,11.1212,0
grubhub-13-9.tsp ,8,5,5,63.0384,53.5732,78.522,4,31.34,38.0896,Optimal,38.0896,38.0896,0
grubhub-14-1.tsp ,8,6,6,79.2948,56.3464,76.038,5,182.51,59.6032,Optimal,59.6032,59.6087,0.00922684
