
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-13-0.tsp ,12,1,1,95.994,8.5832,87.3448,5,4.11,17.2324,Optimal,17.2324,17.2324,0
grubhub-13-1.tsp ,12,1,1,111.008,13.447,101.568,4,3.18,22.8868,Optimal,22.8868,22.8868,0
grubhub-13-2.tsp ,12,1,1,108.055,13.0652,85.422,5,3.25,35.6984,Optimal,35.6984,35.6984,0
grubhub-13-3.tsp ,12,1,1,107.28,7.471,79.0832,4,1.47,35.6678,Optimal,35.6678,35.6699,0.00588732
grubhub-13-4.tsp ,12,1,1,106.55,10.3594,68.8252,4,1.19,48.0846,Optimal,48.0846,48.0846,0
grubhub-13-5.tsp ,12,1,1,110.244,16.9662,116.858,8,5.97,10.3518,Optimal,10.3518,10.3518,0
grubhub-13-6.tsp ,12,1,1,106.699,15.0406,118.919,5,8,2.82,Optimal,2.82,2.82,0
grubhub-13-7.tsp ,12,1,1,113.675,7.9026,104.245,4,2.29,17.3328,Optimal,17.3328,17.3328,0
grubhub-13-8.tsp ,12,1,1,109.879,7.8528,78.8808,5,2.29,38.8512,Optimal,38.8512,38.8512,0

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-13-0.tsp ,11,2,2,87.5556,18.8928,83.0576,5,2.09,23.3908,Optimal,23.3908,23.3908,0
grubhub-13-1.tsp ,11,2,2,103.652,22.1796,103.196,3,2.56,22.6356,Optimal,22.6356,22.6356,0
grubhub-13-2.tsp ,11,2,2,98.8416,24.5036,87.216,5,0.95,36.1292,Optimal,36.1292,36.1292,0
grubhub-13-3.tsp ,11,2,2,99.2862,17.1332,77.8136,4,0.35,38.6058,Optimal,38.6058,38.6058,0
grubhub-13-4.tsp ,11,2,2,98.2032,20.5362,70.4536,4,0.79,48.2858,Optimal,48.2858,48.2858,0
grubhub-13-5.tsp ,11,2,2,104.291,23.657,108.413,7,3.62,19.535,Optimal,19.535,19.535,0
grubhub-13-6.tsp ,11,2,2,95.7636,28.9856,122.811,5,2.54,1.9384,Optimal,1.9384,1.9384,0
grubhub-13-7.tsp ,11,2,2,106.48,16.4028,92.4324,4,3.58,30.45,Optimal,30.45,30.45,0
grubhub-13-8.tsp ,11,2,2,103.367,15.357,80.5552,5,3.65,38.1692,Optimal,38.1692,38.1692,0

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-13-0.tsp ,9,4,4,71.8188,37.852,80.3436,4,33.49,29.3272,Optimal,29.3272,29.3273,0.000340979
grubhub-13-1.tsp ,9,4,4,82.968,48.3432,97.5568,3,92.32,33.7544,Optimal,33.7544,33.756,0.0047399
grubhub-13-2.tsp ,9,4,4,82.0332,45.0232,87.0964,4,88.8,39.96,Optimal,39.96,39.9606,0.00150148
grubhub-13-3.tsp ,9,4,4,82.056,38.267,79.8744,4,2.64,40.4486,Optimal,40.4486,40.4486,0
grubhub-13-4.tsp ,9,4,4,84.051,37.188,73.738,3,30.61,47.501,Optimal,47.501,47.5036,0.00547327
grubhub-13-5.tsp ,9,4,3,82.9566,37.4692,87.4092,5,19.49,33.0166,Optimal,33.0166,33.0172,0.00181723
grubhub-13-6.tsp ,9,4,4,76.8576,52.5596,105.073,5,14.77,24.344,Optimal,24.344,24.344,0
grubhub-13-7.tsp ,9,4,4,88.6794,38.3666,85.4312,4,38.4,41.6148,Optimal,41.6148,41.6148,0
grubhub-13-8.tsp ,9,4,4,82.6488,41.5704,86.0016,4,47.18,38.2176,Optimal,38.2176,38.2206,0.00784917

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-13-0.tsp ,8,5,5,65.364,45.2732,73.0388,3,59.85,37.5984,Optimal,37.5984,37.601,0.00691471
grubhub-13-1.tsp ,8,5,5,72.147,62.1222,92.1196,3,65.79,42.1496,Optimal,42.1496,42.1527,0.00735421
grubhub-13-2.tsp ,8,5,5,71.8278,57.9058,85.2012,4,81.96,44.5324,Optimal,44.5324,44.5324,0
grubhub-13-3.tsp ,8,5,5,72.2838,50.5188,79.5708,4,3.28,43.2318,Optimal,43.2318,43.2318,0
grubhub-13-4.tsp ,8,5,5,74.8374,48.6264,76.8936,3,147.25,46.5702,Optimal,46.5702,46.5736,0.00730027
grubhub-13-5.tsp ,8,5,4,70.1976,54.0702,84.364,4,79.19,39.9038,Optimal,39.9038,39.9076,0.009522
grubhub-13-6.tsp ,8,5,5,65.5806,67.0026,110.915,5,125,21.668,Optimal,21.668,21.668,0
grubhub-13-7.tsp ,8,5,5,80.184,48.7592,89.7184,3,1654.95,39.2248,Optimal,39.2248,39.2287,0.0099417
grubhub-13-8.tsp ,8,5,5,74.1534,51.963,78.9544,4,13.89,47.162,Optimal,47.162,47.162,0
