Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-10-10-A-1,10,10,5,46.194,36.193,67.574,2,0.09,14.813,Optimal,14.813,14.813,0,31.381,1.86098,0.278874,76.3,0.445938
sarp-10-10-A-2,10,10,9,48.816,52.714,70.518,3,4.47,31.012,Optimal,31.012,31.012,-3.43678e-14,17.804,1.49512,0.196516,61.3,0.336628
sarp-10-10-B-1,10,10,7,54.117,63.502,68.862,3,10.55,48.757,Optimal,48.757,48.757,-1.45731e-14,5.36,1.6,0.215813,65.6,0.349308
sarp-10-10-B-2,10,10,10,53.775,73.382,75.854,3,0.99,51.303,Optimal,51.303,51.303,0,2.472,1.65122,0.199666,67.7,0.334486
sarp-10-10-C-1,10,10,8,93.789,117.785,86.986,3,204.27,124.588,Optimal,124.588,124.594,0.00442927,-30.799,1.04146,0.101715,42.7,0.143868
sarp-10-10-C-2,10,10,10,99.945,106.582,80.776,3,33.64,125.751,Optimal,125.751,125.762,0.00907316,-25.806,0.719512,0.0684826,29.5,0.100306
sarp-10-15-A-1,10,15,13,44.427,67.243,69.828,4,39.73,41.842,Optimal,41.842,41.842,0,2.585,2.07561,0.257827,85.1,0.492192
sarp-10-15-A-2,10,15,14,44.199,80.939,83.904,3,2241.27,41.234,Optimal,41.234,41.2374,0.00834085,2.965,1.21463,0.135658,49.8,0.245199
sarp-10-15-B-1,10,15,12,52.749,106.75,86.434,3,125.55,73.065,Optimal,73.065,73.065,0,-20.316,1.4878,0.163131,61,0.272809
sarp-10-15-B-2,10,15,12,52.578,86.913,77.096,4,482.5,62.395,Optimal,62.395,62.395,0,-9.817,1.47805,0.171509,60.6,0.298522
sarp-10-15-C-1,10,15,15,96.354,212.744,128.478,3,7189.79,180.62,Feasible,180.62,197.903,8.73285,-84.266,0.946341,0.0689982,38.8,0.099106
sarp-10-15-C-2,10,15,14,126.279,159.125,113.988,3,7189.83,171.416,Feasible,171.416,176.055,2.63516,-45.137,0.870732,0.0619254,35.7,0.0865455
sarp-10-20-A-1,10,20,8,43.002,51.053,70.058,2,7154.82,23.997,Feasible,23.997,35.6573,32.7011,19.005,1.19756,0.167064,49.1,0.287303
sarp-10-20-A-2,10,20,13,45.909,74.464,80.086,3,7178.24,40.287,Feasible,40.287,46.5008,13.3628,5.622,1.57561,0.181989,64.6,0.326593
sarp-10-20-B-1,10,20,11,52.521,83.011,79.488,2,7161.65,56.044,Feasible,56.044,68.182,17.8024,-3.523,0.617073,0.0719568,25.3,0.121576
sarp-10-20-B-2,10,20,16,52.635,108.082,82.662,3,2876.09,78.055,Optimal,78.055,78.0598,0.00617627,-25.42,0.87561,0.0913796,35.9,0.166822
sarp-10-20-C-1,10,20,20,111.345,294.255,140.116,4,7179.68,265.484,Feasible,265.484,289.426,8.27228,-154.139,1.73659,0.10986,71.2,0.160686
sarp-10-20-C-2,10,20,18,118.356,212.581,105.11,4,7175.47,225.827,Feasible,225.827,242.767,6.97792,-107.471,1.03902,0.0746539,42.6,0.112312
sarp-10-30-A-1,10,30,14,41.976,69.568,91.448,2,7181.44,20.096,Feasible,20.096,47.2883,57.5032,21.88,1.22927,0.132771,50.4,0.233766
sarp-10-30-A-2,10,30,12,43.458,64.503,75.992,2,7177.19,31.969,Feasible,31.969,47.5213,32.727,11.489,1.48293,0.181529,60.8,0.329361
sarp-10-30-B-1,10,30,22,43.686,147.679,110.584,2,7164.13,80.781,Feasible,80.781,108.636,25.6408,-37.095,0.807317,0.0691215,33.1,0.12721
sarp-10-30-B-2,10,30,17,45.681,112.482,89.93,3,7178.94,68.233,Feasible,68.233,110.647,38.333,-22.552,0.82439,0.0838086,33.8,0.154479
sarp-10-30-C-1,10,30,30,89.115,401.501,203.55,4,7175.47,287.066,Feasible,287.066,371.908,22.8126,-197.951,0.873171,0.0439084,35.8,0.0660517
sarp-10-30-C-2,10,30,27,98.349,396.85,206.494,3,7182.72,288.705,Feasible,288.705,406.452,28.9694,-190.356,1.69512,0.0850222,69.5,0.123096
sarp-15-10-A-1,15,10,6,73.623,27.396,80.224,3,19.68,20.795,Optimal,20.795,20.795,0,52.828,2.47805,0.280818,101.6,0.465415
sarp-15-10-A-2,15,10,6,67.41,33.289,75.532,3,10.92,25.167,Optimal,25.167,25.167,0,42.243,1.97317,0.237452,80.9,0.410243
sarp-15-10-B-1,15,10,8,71.856,62.673,80.684,5,2.82,53.845,Optimal,53.845,53.845,-1.31961e-14,18.011,2.49024,0.273458,102.1,0.472248
sarp-15-10-B-2,15,10,7,77.499,55.119,83.03,3,6.87,49.588,Optimal,49.588,49.588,-1.43289e-14,27.911,1.38537,0.148873,56.8,0.245675
sarp-15-10-C-1,15,10,9,157.356,123.43,114.126,3,216,166.66,Optimal,166.66,166.67,0.00585021,-9.304,1.62439,0.110466,66.6,0.151743
sarp-15-10-C-2,15,10,9,136.209,122.434,110.768,4,336.23,147.875,Optimal,147.875,147.886,0.00755442,-11.666,1.78049,0.130707,73,0.185044
sarp-15-15-A-1,15,15,13,76.188,69.567,87.262,5,16.55,58.493,Optimal,58.493,58.493,2.4295e-14,17.695,2.69024,0.25685,110.3,0.463251
sarp-15-15-A-2,15,15,12,70.431,71.558,100.096,4,1276.65,41.893,Optimal,41.893,41.8966,0.0086878,28.538,2.82683,0.26317,115.9,0.452911
sarp-15-15-B-1,15,15,10,77.385,80.354,94.162,3,54.11,63.577,Optimal,63.577,63.5826,0.00877351,13.808,1.52439,0.146702,62.5,0.244906
sarp-15-15-B-2,15,15,12,76.53,88.075,103.086,4,774.96,61.519,Optimal,61.519,61.5196,0.000947492,15.011,2.32439,0.20826,95.3,0.348956
sarp-15-15-C-1,15,15,15,174.057,235.818,116.794,8,7189.41,293.081,Feasible,293.081,306.168,4.27442,-119.024,1.89512,0.114433,77.7,0.163924
sarp-15-15-C-2,15,15,12,153.309,166.676,137.08,3,7190.88,182.905,Feasible,182.905,195.652,6.51523,-29.596,1.43902,0.088562,59,0.122483
sarp-15-20-A-1,15,20,16,63.534,82.933,96.048,4,826.55,50.419,Optimal,50.419,50.4216,0.00508358,13.115,2.2561,0.207012,92.5,0.393617
sarp-15-20-A-2,15,20,10,63.135,54.126,72.956,3,7189.11,44.305,Feasible,44.305,48.9232,9.43973,18.83,1.71707,0.198347,70.4,0.382401
sarp-15-20-B-1,15,20,10,65.928,68.485,82.248,3,7160.91,52.165,Feasible,52.165,83.6317,37.6253,13.763,1.5,0.161828,61.5,0.293977
sarp-15-20-B-2,15,20,18,71.742,131.49,111.228,4,7180.11,92.004,Feasible,92.004,103.614,11.2046,-20.262,1.63415,0.131916,67,0.237252
sarp-15-20-C-1,15,20,19,156.444,305.459,175.49,4,7178.19,286.413,Feasible,286.413,328.151,12.7192,-129.969,1.74634,0.0891619,71.6,0.12546
sarp-15-20-C-2,15,20,18,161.346,269.768,140.714,3,7184.61,290.4,Feasible,290.4,306.484,5.24783,-129.054,0.74878,0.0421009,30.7,0.060949
sarp-15-30-A-1,15,30,18,64.845,91.318,117.576,3,7148.59,38.587,Feasible,38.587,78.3035,50.7212,26.258,2.18537,0.175824,89.6,0.315382
sarp-15-30-A-2,15,30,17,64.674,85.175,105.754,4,7159.66,44.095,Feasible,44.095,72.4989,39.1784,20.579,2.41707,0.207858,99.1,0.38396
sarp-15-30-B-1,15,30,20,69.291,121.449,127.558,3,7183.04,63.182,Feasible,63.182,89.7784,29.6245,6.109,2.12439,0.157571,87.1,0.277742
sarp-15-30-B-2,15,30,19,71.343,121.863,124.89,3,7169.54,68.316,Feasible,68.316,102.566,33.3931,3.027,2.51463,0.189615,103.1,0.331085
sarp-15-30-C-1,15,30,28,156.444,369.295,189.06,6,7173.45,336.679,Feasible,336.679,423.674,20.5334,-180.235,2.09756,0.0961933,86,0.143286
sarp-15-30-C-2,15,30,26,152.34,392.616,192.234,4,7192.72,352.722,Feasible,352.722,465.105,24.163,-200.382,0.885366,0.0412469,36.3,0.0605101
sarp-20-10-A-1,20,10,9,91.875,55.37,77.464,4,0.32,69.781,Optimal,69.781,69.781,0,22.094,2.2561,0.223394,92.5,0.428439
sarp-20-10-A-2,20,10,7,90.393,33.705,122.038,3,19.41,2.06,Optimal,2.06,2.06,-1.03477e-12,88.333,4.42683,0.366889,181.5,0.585106
sarp-20-10-B-1,20,10,7,102.933,53.127,118.956,3,212.73,37.104,Optimal,37.104,37.1072,0.0085071,65.829,3.56098,0.286275,146,0.448541
sarp-20-10-B-2,20,10,10,109.032,66.659,106.858,6,16.77,68.833,Optimal,68.833,68.8385,0.00797938,40.199,2.27317,0.181006,93.2,0.300742
sarp-20-10-C-1,20,10,9,208.668,131.232,108.238,4,26.94,231.662,Optimal,231.662,231.682,0.00848503,-22.994,2.70244,0.161547,110.8,0.227189
sarp-20-10-C-2,20,10,10,215.679,178.543,134.136,5,116.31,260.086,Optimal,260.086,260.111,0.00968199,-44.407,2.82683,0.15224,115.9,0.208341
sarp-20-15-A-1,20,15,9,90.393,55.868,97.52,4,1984.95,48.741,Optimal,48.741,48.7455,0.00916519,41.652,2.47561,0.223044,101.5,0.395095
sarp-20-15-A-2,20,15,10,86.004,52.881,94.392,4,628.26,44.493,Optimal,44.493,44.4957,0.00614238,41.511,2.8878,0.26464,118.4,0.488449
sarp-20-15-B-1,20,15,13,97.632,88.159,102.488,5,7115.38,83.303,Optimal,83.303,83.311,0.00962323,14.329,2.65122,0.214865,108.7,0.38766
sarp-20-15-B-2,20,15,11,98.031,82.264,110.768,4,7190.7,69.527,Feasible,69.527,77.3427,10.1053,28.504,2.64146,0.211965,108.3,0.362086
sarp-20-15-C-1,20,15,14,220.182,204.692,154.56,5,7172.79,270.314,Feasible,270.314,291.655,7.31729,-50.132,2.5439,0.124029,104.3,0.171377
sarp-20-15-C-2,20,15,14,195.729,197.969,132.388,4,7185.69,261.31,Feasible,261.31,273.005,4.28389,-65.581,0.773171,0.0422761,31.7,0.061256
sarp-20-20-A-1,20,20,9,82.527,43.501,87.998,3,3610.46,38.03,Optimal,38.03,38.032,0.00526972,44.497,2.05366,0.200206,84.2,0.378597
sarp-20-20-A-2,20,20,12,87.087,59.44,105.938,3,243.6,40.589,Optimal,40.589,40.589,0,46.498,2.9439,0.247302,120.7,0.448033
sarp-20-20-B-1,20,20,15,93.927,82.268,113.298,4,7173.79,62.897,Feasible,62.897,81.0243,22.3727,31.03,2.12683,0.162515,87.2,0.293208
sarp-20-20-B-2,20,20,15,92.103,88.576,125.534,3,7180.41,55.145,Feasible,55.145,84.0885,34.4202,36.958,1.0878,0.0796476,44.6,0.139027
sarp-20-20-C-1,20,20,20,195.33,273.671,149.316,5,7190.28,319.685,Feasible,319.685,342.985,6.79341,-124.355,1.65366,0.0819897,67.8,0.122471
