Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-10-10-A-1,10,10,5,46.194,36.193,64.538,2,1.86,17.849,Optimal,17.849,17.849,0,28.345,1.52439,0.234082,62.5,0.379939
sarp-10-10-A-2,10,10,9,48.816,52.714,70.518,3,396.66,31.012,Optimal,31.012,31.0147,0.00868875,17.804,1.49512,0.196516,61.3,0.336628
sarp-10-10-B-1,10,10,9,54.117,81.681,82.57,3,390.32,53.228,Optimal,53.228,53.2332,0.00976969,0.889,1.14634,0.135278,47,0.215993
sarp-10-10-B-2,10,10,10,53.775,73.382,75.854,3,53.42,51.303,Optimal,51.303,51.303,1.38499E-14,2.472,1.65122,0.199666,67.7,0.334486
sarp-10-10-C-1,10,10,8,93.789,117.785,74.796,3,611.06,136.778,Optimal,136.778,136.792,0.00998349,-42.989,0.890244,0.0928045,36.5,0.135035
sarp-10-10-C-2,10,10,10,99.945,106.582,80.776,3,1747.32,125.751,Optimal,125.751,125.764,0.00998589,-25.806,0.719512,0.0684826,29.5,0.100306
sarp-10-15-A-1,10,15,13,44.427,67.243,68.172,4,301.99,43.498,Optimal,43.498,43.5018,0.00874899,0.929,1.58537,0.199101,65,0.383934
sarp-10-15-A-2,10,15,14,44.199,80.939,81.972,3,7194.3,43.166,Feasible,43.166,51.8063,16.6781,1.033,1.90732,0.215486,78.2,0.393162
sarp-10-15-B-1,10,15,13,52.749,112.81,91.54,3,7198.2,74.019,Feasible,74.019,79.5809,6.98904,-21.27,1.86098,0.194709,76.3,0.325096
sarp-10-15-B-2,10,15,13,52.578,92.392,82.248,4,7195.36,62.722,Feasible,62.722,66.9447,6.3077,-10.144,1.67073,0.184454,68.5,0.319795
sarp-10-15-C-1,10,15,15,96.354,212.744,125.994,3,7197.04,183.104,Feasible,183.104,214.749,14.7356,-86.75,1.6439,0.12102,67.4,0.174566
sarp-10-15-C-2,10,15,14,126.279,159.125,116.104,3,7172.98,169.3,Feasible,169.3,190.592,11.1713,-43.021,0.753659,0.053175,30.9,0.074083
sarp-10-20-A-1,10,20,8,43.002,51.053,70.058,2,7162.38,23.997,Feasible,23.997,38.87,38.2634,19.005,1.19756,0.167064,49.1,0.287303
sarp-10-20-A-2,10,20,13,45.909,75.875,75.486,3,7163.23,46.298,Feasible,46.298,55.1503,16.0513,-0.389,1.48293,0.176249,60.8,0.323749
sarp-10-20-B-1,10,20,9,52.521,73.796,69.276,2,7164.34,57.041,Feasible,57.041,75.8839,24.8312,-4.52,0.992683,0.128906,40.7,0.218935
sarp-10-20-B-2,10,20,17,52.635,112.15,92.69,3,7167.79,72.095,Feasible,72.095,93.3859,22.7988,-19.46,1.80244,0.175326,73.9,0.311814
sarp-10-20-C-1,10,20,19,111.345,286.12,132.342,4,7160.66,265.123,Feasible,265.123,305.146,13.116,-153.778,1.40488,0.0922535,57.6,0.135148
sarp-10-20-C-2,10,20,19,118.356,223.87,130.732,4,7165.38,211.494,Feasible,211.494,254.528,16.9074,-93.138,1.61951,0.10487,66.4,0.152644
sarp-10-30-A-1,10,30,15,41.976,77.454,99.958,2,7160.34,19.472,Feasible,19.472,56.9556,65.812,22.504,1.42439,0.144221,58.4,0.249466
sarp-10-30-A-2,10,30,11,43.458,59.024,75.44,2,7165.97,27.042,Feasible,27.042,56.745,52.3447,16.416,1.41463,0.177424,58,0.316249
sarp-10-30-B-1,10,30,22,43.686,146.351,114.126,2,7190.19,75.911,Feasible,75.911,116.181,34.6613,-32.225,0.609756,0.0513804,25,0.0933184
sarp-10-30-B-2,10,30,15,45.681,96.71,78.43,3,7189.23,63.961,Feasible,63.961,117.78,45.6945,-18.28,0.841463,0.0946156,34.5,0.178019
sarp-10-30-C-1,10,30,30,89.115,401.501,228.436,4,7168.72,262.18,Feasible,262.18,384.079,31.738,-173.065,1.27561,0.0601541,52.3,0.087737
sarp-10-30-C-2,10,30,27,98.349,400.17,207.69,3,7184.37,290.829,Feasible,290.829,413.621,29.6871,-192.48,1.1878,0.0593878,48.7,0.0858604
sarp-15-10-A-1,15,10,6,73.623,27.396,80.224,3,526.1,20.795,Optimal,20.795,20.7969,0.0089985,52.828,2.47805,0.280818,101.6,0.465415
sarp-15-10-A-2,15,10,8,67.41,46.986,84.732,3,571.14,29.664,Optimal,29.664,29.6668,0.00955051,37.746,1.77073,0.193928,72.6,0.334254
