Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-16-8-A-1,16,8,8,138.978,100.062,0,96.186,8,0.05,42.792,Optimal,42.792,42.792,0,96.186,3.00976,0.387522,123.4,0.79905
sarp-16-8-A-2,16,8,8,141.141,101.259,0,107.594,8,0.04,33.547,Optimal,33.547,33.547,-2.11805e-14,107.594,3.7878,0.452462,155.3,0.866468
sarp-16-8-B-1,16,8,8,169.054,116.706,0,125.074,8,0.04,43.98,Optimal,43.98,43.98,0,125.074,3.19756,0.343884,131.1,0.603499
sarp-16-8-B-2,16,8,8,195.628,131.412,0,131.054,8,0.04,64.574,Optimal,64.574,64.574,-2.20071e-14,131.054,3.21707,0.334573,131.9,0.572897
sarp-16-8-C-1,16,8,8,507.718,304.122,0,281.336,8,0.05,226.382,Optimal,226.382,226.382,0,281.336,8.2122,0.467033,336.7,0.604561
sarp-16-8-C-2,16,8,8,442.725,268.155,0,256.956,8,0.04,185.769,Optimal,185.769,185.769,-1.52995e-14,256.956,7.8,0.47879,319.8,0.634608
sarp-20-10-A-1,20,10,10,142.153,107.607,0,110.032,10,0.08,32.121,Optimal,32.121,32.121,0,110.032,3.44878,0.376197,141.4,0.827546
sarp-20-10-A-2,20,10,10,162.65,118.95,0,121.21,10,0.08,41.44,Optimal,41.44,41.44,0,121.21,4.3122,0.441816,176.8,0.905892
sarp-20-10-B-1,20,10,10,197.876,138.444,0,126.638,10,0.08,71.238,Optimal,71.238,71.238,0,126.638,3.62439,0.360709,148.6,0.71799
sarp-20-10-B-2,20,10,10,204.88,142.32,0,141.634,10,0.12,63.246,Optimal,63.246,63.246,0,141.634,4.41707,0.407363,181.1,0.755948
sarp-20-10-C-1,20,10,10,606.271,364.449,0,310.868,10,0.09,295.403,Optimal,295.403,295.403,0,310.868,8.84634,0.446418,362.7,0.59707
sarp-20-10-C-2,20,10,10,669.925,399.675,0,361.1,10,0.08,308.825,Optimal,308.825,308.825,0,361.1,8.01707,0.356637,328.7,0.458651
sarp-30-15-A-1,30,15,15,209.161,159.159,0,137.678,15,0.2,71.483,Optimal,71.483,71.483,0,137.678,4.72195,0.383898,193.6,0.98374
sarp-30-15-A-2,30,15,15,211.221,160.299,0,156.078,15,0.21,55.143,Optimal,55.143,55.143,0,156.078,4.88537,0.367996,200.3,0.845861
sarp-30-15-B-1,30,15,15,242.739,177.741,0,163.3,15,0.2,79.439,Optimal,79.439,79.439,0,163.3,5.60732,0.410536,229.9,0.910495
sarp-30-15-B-2,30,15,15,272.3,194.1,0,163.944,15,0.17,108.356,Optimal,108.356,108.356,0,163.944,3.71707,0.271464,152.4,0.600236
sarp-30-15-C-1,30,15,15,845.289,511.191,0,456.918,15,0.23,388.371,Optimal,388.371,388.371,0,456.918,12.0463,0.412167,493.9,0.554445
sarp-30-15-C-2,30,15,15,898.437,540.603,0,464.554,15,0.32,433.883,Optimal,433.883,433.883,0,464.554,14.339,0.483908,587.9,0.647895
sarp-40-20-A-1,40,20,20,275.86,210.54,0,180.688,20,0.71,95.172,Optimal,95.172,95.172,0,180.688,5.27317,0.32456,216.2,0.844092
sarp-40-20-A-2,40,20,20,243.312,192.528,0,147.338,20,0.45,95.974,Optimal,95.974,95.974,-1.4807e-14,147.338,4.63659,0.320231,190.1,1.03522
sarp-40-20-B-1,40,20,20,308.408,228.552,0,195.316,20,0.48,113.092,Optimal,113.092,113.092,0,195.316,5.67805,0.333556,232.8,0.80852
sarp-40-20-B-2,40,20,20,319.326,234.594,0,196.328,20,0.48,122.998,Optimal,122.998,122.998,-1.15537e-14,196.328,5.67561,0.332365,232.7,0.802045
sarp-40-20-C-1,40,20,20,1120.56,677.997,0,599.518,20,0.75,521.045,Optimal,521.045,521.045,0,599.518,14.3171,0.372312,587,0.503157
sarp-40-20-C-2,40,20,20,1054.33,641.346,0,537.694,20,0.58,516.64,Optimal,516.64,516.64,0,537.694,14.7683,0.419835,605.5,0.586592
sarp-16-8-A-1,16,8,8,138.978,100.062,0,96.186,8,0.06,42.792,Optimal,42.792,42.792,0,96.186,3.00976,0.387522,123.4,0.79905
sarp-16-8-A-2,16,8,8,141.141,101.259,0,107.594,8,0.04,33.547,Optimal,33.547,33.547,-2.11805e-14,107.594,3.7878,0.452462,155.3,0.866468
sarp-16-8-B-1,16,8,8,169.054,116.706,0,125.074,8,0.05,43.98,Optimal,43.98,43.98,0,125.074,3.19756,0.343884,131.1,0.603499
sarp-16-8-B-2,16,8,8,195.628,131.412,0,131.054,8,0.04,64.574,Optimal,64.574,64.574,-2.20071e-14,131.054,3.21707,0.334573,131.9,0.572897
sarp-16-8-C-1,16,8,8,507.718,304.122,0,281.336,8,0.06,226.382,Optimal,226.382,226.382,0,281.336,8.2122,0.467033,336.7,0.604561
sarp-16-8-C-2,16,8,8,442.725,268.155,0,256.956,8,0.05,185.769,Optimal,185.769,185.769,-1.52995e-14,256.956,7.8,0.47879,319.8,0.634608
sarp-20-10-A-1,20,10,10,142.153,107.607,0,110.032,10,0.08,32.121,Optimal,32.121,32.121,0,110.032,3.44878,0.376197,141.4,0.827546
sarp-20-10-A-2,20,10,10,162.65,118.95,0,121.21,10,0.07,41.44,Optimal,41.44,41.44,0,121.21,4.3122,0.441816,176.8,0.905892
sarp-20-10-B-1,20,10,10,197.876,138.444,0,126.638,10,0.07,71.238,Optimal,71.238,71.238,0,126.638,3.62439,0.360709,148.6,0.71799
sarp-20-10-B-2,20,10,10,204.88,142.32,0,141.634,10,0.09,63.246,Optimal,63.246,63.246,0,141.634,4.41707,0.407363,181.1,0.755948
