Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sfsarp-10-5-1,10,5,5,32.8909,32.6717,0,0.506966,2,0.02,32.3839,Optimal,32.3839,32.3839,0,0.506966,0.0148244,0.00875346,0.6078,-0.0183822
sfsarp-10-5-2,10,5,5,32.4981,32.4543,0,0.2254,2,0.01,32.2727,Optimal,32.2727,32.2727,0,0.2254,0.00550488,0.00327941,0.2257,-0.00670197
sfsarp-10-5-3,10,5,5,32.7185,32.5762,0,0.321586,2,0.01,32.3969,Optimal,32.3969,32.3969,0,0.321586,0.00367561,0.00218303,0.1507,-0.00450287
sfsarp-10-5-4,10,5,5,32.7662,32.6026,0,0.400384,2,0.01,32.3658,Optimal,32.3658,32.3658,0,0.400384,0.00567073,0.00335965,0.2325,-0.00698276
sfsarp-10-5-5,10,5,5,32.8951,32.674,0,0.475088,2,0.02,32.42,Optimal,32.42,32.42,-2.19168e-14,0.475088,0.0111732,0.00660409,0.4581,-0.0138257
sfsarp-5-10-1,5,10,5,16.2458,16.2254,0,0.075302,1,0,16.1705,Optimal,16.1705,16.1705,0,0.075302,0.0012122,0.0014477,0.0497,-0.00293742
sfsarp-5-10-2,5,10,5,16.5665,16.4028,0,0.304014,2,0.01,16.2625,Optimal,16.2625,16.2625,0,0.304014,0.00640976,0.00754575,0.2628,-0.0160025
sfsarp-5-10-3,5,10,5,16.22,16.2111,0,0.051198,1,0,16.1688,Optimal,16.1688,16.1688,0,0.051198,0.000826829,0.000988973,0.0339,-0.0019974
sfsarp-5-10-4,5,10,5,16.4278,16.3261,0,0.155066,2,0.01,16.2728,Optimal,16.2728,16.2728,0,0.155066,0.00401463,0.00477049,0.1646,-0.00982908
sfsarp-5-10-5,5,10,5,16.5009,16.3665,0,0.225354,2,0.01,16.2755,Optimal,16.2755,16.2755,0,0.225354,0.00832927,0.00985383,0.3415,-0.0205804
