Instance Name,n_x,m_x,served_x,prof Customer_x,prof Parcel_x,costs_x,K_x,Sol Time_x,Sol Val_x,sol Stat_x,LB_x,UB_x,GAP_x,vrps_x,e(h)_x,et(%)_x,e(km)_x,ed(%)_x,n_y,m_y,served_y,prof Customer_y,prof Parcel_y,costs_y,K_y,Sol Time_y,Sol Val_y,sol Stat_y,LB_y,UB_y,GAP_y,vrps_y,e(h)_y,et(%)_y,e(km)_y,ed(%)_y
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
sarp-16-8-A-7,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,100.062,33.701,92.506,6.0,100.18,41.257,Optimal,41.257,41.2611,0.00993672,58.805,3.82195,0.377106,156.7,0.548477
