Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sfsarp-50-25-1,50,25,25,350.503,266.317,0,177.152,8,0.94,173.352,Optimal,173.352,173.352,0,177.152,3.7659,0.212447,154.402,0.720566
sfsarp-50-25-2,50,25,25,269.059,221.246,0,106.582,8,0.96,162.477,Optimal,162.477,162.477,-3.49856e-14,106.582,3.32063,0.236043,136.146,2.23675
sfsarp-50-25-3,50,25,25,398.983,293.146,0,186.74,9,1.02,212.243,Optimal,212.243,212.243,0,186.74,6.37585,0.349655,261.41,1.1118
sfsarp-50-25-4,50,25,26,259.256,215.821,0,98.336,9,1.02,160.92,Optimal,160.92,160.92,0,98.336,3.19217,0.23419,130.879,3.0479
sfsarp-50-25-5,50,25,26,489.675,343.335,0,245.964,9,1.03,243.711,Optimal,243.711,243.711,0,245.964,4.956,0.2283,203.196,0.558428
sfsarp-60-30-1,60,30,30,421.542,320.1,0,193.894,10,4.47,227.648,Optimal,227.648,227.648,-1.2485e-14,193.894,4.39702,0.213302,180.278,0.832658
sfsarp-60-30-2,60,30,31,356.15,283.912,0,146.632,10,1.72,209.518,Optimal,209.518,209.518,0,146.632,3.99134,0.222465,163.645,1.43844
sfsarp-60-30-3,60,30,30,310.365,258.575,0,107.067,10,3.25,203.298,Optimal,203.298,203.298,-4.1941e-14,107.067,3.34266,0.213222,137.049,4.93799
sfsarp-60-30-4,60,30,31,431.094,325.386,0,211.322,10,2.7,219.772,Optimal,219.772,219.772,0,211.322,5.11137,0.239168,209.566,0.823779
sfsarp-60-30-5,60,30,30,344.27,277.338,0,153.364,9,4.57,190.906,Optimal,190.906,190.906,0,153.364,3.20859,0.17696,131.552,1.02454
sfsarp-100-50-1,100,50,53,637.945,497.737,0,293.109,16,30.24,344.836,Optimal,344.836,344.836,0,293.109,7.34644,0.223468,301.204,1.01921
sfsarp-100-50-2,100,50,58,765.081,568.093,0,369.284,16,39.05,395.797,Optimal,395.797,395.797,0,369.284,9.55122,0.254155,391.6,0.849227
sfsarp-100-50-3,100,50,54,686.287,524.489,0,321.284,16,37.99,365.003,Optimal,365.003,365.003,0,321.284,9.83873,0.288369,403.388,1.13064
sfsarp-100-50-4,100,50,53,681.077,521.606,0,290.229,15,44.69,390.848,Optimal,390.848,390.884,0.00906152,290.229,7.3669,0.22804,302.043,1.04417
sfsarp-100-50-5,100,50,53,729.817,548.578,0,289.662,16,35.07,440.155,Optimal,440.155,440.155,0,289.662,6.35507,0.19489,260.558,0.904611
sfsarp-80-40-1,80,40,42,666.166,484.414,0,328.127,12,15.37,338.039,Optimal,338.039,338.042,0.000952543,328.127,7.1358,0.229708,292.568,0.664947
sfsarp-80-40-2,80,40,43,522.05,404.661,0,227.058,13,23.4,294.992,Optimal,294.992,294.992,-1.92695e-14,227.058,5.88263,0.228105,241.188,1.09496
sfsarp-80-40-3,80,40,42,505.021,395.237,0,225.312,13,15.44,279.709,Optimal,279.709,279.709,0,225.312,4.68715,0.183595,192.173,0.887739
sfsarp-80-40-4,80,40,43,571.218,431.87,0,259.59,12,60.07,311.627,Optimal,311.627,311.627,0,259.59,5.54815,0.201648,227.474,0.781715
sfsarp-80-40-5,80,40,41,520.339,403.714,0,235.904,13,18.54,284.435,Optimal,284.435,284.435,0,235.904,4.65963,0.179161,191.045,0.79768
