Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sfsarp-10-10-1,10,10,10,51.4385,42.9359,0,23.3294,2,0.01,28.1092,Optimal,28.1092,28.1092,0,23.3294,0.495463,0.170635,20.314,1.22748
sfsarp-10-10-2,10,10,10,49.3105,41.7583,0,27.2127,2,0.01,22.0979,Optimal,22.0979,22.0979,0,27.2127,0.406146,0.130613,16.652,0.666311
sfsarp-10-10-3,10,10,10,52.5437,43.5475,0,27.9372,2,0,24.6065,Optimal,24.6065,24.6065,-1.44381e-14,27.9372,0.298683,0.0948814,12.246,0.460959
sfsarp-10-10-4,10,10,10,46.2339,40.0557,0,20.1061,2,0,26.1278,Optimal,26.1278,26.1278,0,20.1061,0.30739,0.112484,12.603,1.32075
sfsarp-10-10-5,10,10,10,87.0508,62.6436,0,58.5152,3,0.01,28.5356,Optimal,28.5356,28.5355,-3.73504e-14,58.5152,0.543073,0.113869,22.266,0.239316
sfsarp-10-15-1,10,15,11,51.9391,43.2129,0,28.2205,2,0.01,23.7186,Optimal,23.7186,23.7186,0,28.2205,0.303439,0.0934718,12.441,0.457687
sfsarp-10-15-2,10,15,11,69.8137,53.1047,0,32.5289,3,0.01,37.2848,Optimal,37.2848,37.2848,-1.90572e-14,32.5289,1.12473,0.323687,46.114,1.26173
sfsarp-10-15-3,10,15,10,53.1576,43.8872,0,22.2856,4,0.02,30.872,Optimal,30.872,30.872,-2.30158e-14,22.2856,0.670976,0.23557,27.51,1.92643
sfsarp-10-15-4,10,15,10,63.576,49.6528,0,31.0675,3,0.02,32.5086,Optimal,32.5086,32.5086,0,31.0675,1.18339,0.357095,48.519,1.45391
sfsarp-10-15-5,10,15,10,45.79,39.81,0,22.0266,2,0.01,23.7634,Optimal,23.7634,23.7634,0,22.0266,0.369195,0.130247,15.137,1.10349
sfsarp-10-20-1,10,20,10,75.4272,56.2112,0,32.1499,3,0.02,43.2774,Optimal,43.2774,43.2774,0,32.1499,0.473756,0.140525,19.424,0.543719
sfsarp-10-20-2,10,20,10,71.3186,53.9374,0,43.7092,4,0.01,27.6093,Optimal,27.6094,27.6093,-1.28678e-14,43.7092,1.79854,0.451414,73.74,1.21177
sfsarp-10-20-3,10,20,10,101.608,70.6994,0,53.0003,2,0.01,48.6075,Optimal,48.6075,48.6075,-1.4618e-14,53.0003,0.327049,0.0730531,13.409,0.165438
sfsarp-10-20-4,10,20,10,84.3233,61.1343,0,40.9216,3,0.02,43.4017,Optimal,43.4017,43.4017,0,40.9216,1.18632,0.309225,48.639,0.887681
sfsarp-10-20-5,10,20,10,115.223,78.2343,0,68.6936,3,0.02,46.5297,Optimal,46.5297,46.5297,0,68.6936,1.08476,0.204326,44.475,0.386177
sfsarp-10-30-1,10,30,10,43.7661,38.69,0,16.7615,2,0.01,27.0046,Optimal,27.0046,27.0046,0,16.7615,0.316976,0.124042,12.996,5.72175
sfsarp-10-30-2,10,30,10,54.6212,44.6972,0,28.3342,3,0.01,26.2871,Optimal,26.2871,26.2871,0,28.3342,0.673366,0.212485,27.608,1.00651
sfsarp-10-30-3,10,30,10,60.897,48.1702,0,26.9063,2,0.01,33.9907,Optimal,33.9907,33.9907,0,26.9063,0.482659,0.156033,19.789,0.813514
sfsarp-10-30-4,10,30,10,87.4566,62.8682,0,41.8453,3,0.01,45.6113,Optimal,45.6113,45.6113,-1.55782e-14,41.8453,1.07205,0.275917,43.954,0.77382
sfsarp-10-30-5,10,30,10,51.353,42.8886,0,24.0134,2,0.01,27.3397,Optimal,27.3397,27.3397,-1.29947e-14,24.0134,0.257683,0.0876499,10.565,0.585762
sfsarp-15-10-1,15,10,10,72.0675,61.5869,0,35.7498,3,0.02,36.3177,Optimal,36.3177,36.3177,0,35.7498,0.667171,0.151784,27.354,1.03351
sfsarp-15-10-2,15,10,10,107.378,81.1276,0,68.7889,3,0.02,38.5891,Optimal,38.5891,38.5891,-1.8413e-14,68.7889,1.47715,0.237076,60.563,0.61616
