
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-10-A-1.txt ,1.81228,6.21186,2.14372,3.00005,10.2356,15.5301,38.9336,4.65479,15.955,5.50609,7.70556,26.2899,39.8887
sarp-15-10-A-2.txt ,2.07419,4.81915,1.63294,1.34123,9.71466,7.7175,27.2997,7.59787,17.6528,5.98155,4.91298,35.5853,28.2696
sarp-15-10-A-3.txt ,1.98254,4.32293,1.92992,1.86842,21.6022,19.3996,51.1056,3.87929,8.45882,3.77634,3.65601,42.2697,37.9598
sarp-15-10-A-4.txt ,2.3244,4.63581,1.27849,3.73538,19.7731,7.96894,39.7161,5.85253,11.6724,3.21907,9.40519,49.7861,20.0647
sarp-15-10-B-1.txt ,1.7761,5.85903,2.16641,2.11802,18.7318,8.10799,38.7593,4.58239,15.1164,5.58939,5.46454,48.3284,20.9188
sarp-15-10-B-2.txt ,2.70172,4.14192,1.22612,2.10031,21.9621,8.19671,40.3289,6.69921,10.2703,3.0403,5.20795,54.4575,20.3247
sarp-15-10-B-4.txt ,2.4954,5.57439,1.75479,2.72735,8.31486,9.66528,30.5321,8.17304,18.2575,5.74737,8.93273,27.2332,31.6562
sarp-15-10-C-1.txt ,5.72995,5.98032,3.16297,2.55968,14.6557,4.97037,37.059,15.4617,16.1373,8.53498,6.90704,39.5469,13.4121
sarp-15-10-C-2.txt ,6.30781,5.34768,1.87764,4.0405,16.8769,1.38044,35.831,17.6044,14.9247,5.24027,11.2766,47.1014,3.85264
sarp-15-10-C-3.txt ,4.72014,5.95495,4.43775,2.05757,8.15175,7.09091,32.4131,14.5625,18.3721,13.6912,6.34796,25.1496,21.8767
sarp-15-10-C-4.txt ,5.07398,5.72569,3.18213,2.25754,14.7258,2.09472,33.0599,15.3479,17.3192,9.62536,6.82864,44.5428,6.33616

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-10-A-1.txt ,2.69876,4.82519,1.25724,2.52126,16.2177,8.33753,35.8577,7.5263,13.4565,3.50619,7.03131,45.228,23.2517
sarp-15-10-A-2.txt ,1.77387,4.73648,1.93327,1.89143,13.174,3.41793,26.927,6.58771,17.5901,7.17968,7.02428,48.9249,12.6933
sarp-15-10-A-3.txt ,1.98254,4.32293,1.92992,1.86842,52.7469,10.8422,73.6929,2.69027,5.86614,2.61887,2.53542,71.5766,14.7127
sarp-15-10-A-4.txt ,2.04473,4.80933,1.55816,2.55095,24.7195,5.04255,40.7252,5.02079,11.8092,3.82603,6.2638,60.6983,12.3819
sarp-15-10-B-1.txt ,1.89839,4.5261,2.04413,2.84172,18.8371,4.83071,34.9781,5.42736,12.9398,5.84402,8.12428,53.8539,13.8107
sarp-15-10-B-2.txt ,1.59655,4.67249,2.33129,1.6233,13.8181,5.31533,29.357,5.43837,15.9161,7.94117,5.52952,47.069,18.1058
sarp-15-10-B-3.txt ,1.92121,5.26018,1.95985,3.06142,14.7232,9.59949,36.5253,5.25993,14.4015,5.36572,8.38163,40.3095,26.2817
sarp-15-10-B-4.txt ,1.20118,5.13238,3.04901,1.57767,13.1414,16.6889,40.7905,2.94475,12.5823,7.47479,3.86773,32.2168,40.9137
sarp-15-10-C-1.txt ,5.63126,5.61515,3.26166,3.73582,14.0799,7.14057,39.4644,14.2692,14.2284,8.26482,9.46632,35.6775,18.0937
sarp-15-10-C-2.txt ,2.3601,5.74655,5.82535,1.83154,12.1528,8.14686,36.0632,6.54435,15.9347,16.1532,5.07871,33.6986,22.5905
sarp-15-10-C-3.txt ,4.90312,6.4958,4.25478,2.04969,6.28135,9.46927,33.454,14.6563,19.4171,12.7183,6.12688,18.7761,28.3053
sarp-15-10-C-4.txt ,3.08867,4.76908,5.16744,1.67258,14.8007,9.84914,39.3476,7.8497,12.1204,13.1328,4.25077,37.6152,25.0311
