
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-9-5-1.txt ,6.24836,50.1865,6.43153,54.0867,116.953,5.34261,42.9116,5.49923,46.2465
sfsarp-9-5-2.txt ,6.6994,49.8325,25.1538,26.9389,108.625,6.16748,45.8759,23.1566,24.8
sfsarp-9-5-3.txt ,23.9126,9.28603,9.71784,46.2482,89.1647,26.8185,10.4145,10.8987,51.8683
sfsarp-9-5-4.txt ,11.3815,7.03154,2.33403,11.3505,32.0976,35.459,21.9068,7.27167,35.3625
sfsarp-9-5-5.txt ,11.4627,38.1085,23.1498,20.0217,92.7426,12.3597,41.0906,24.9613,21.5884
sfsarp-9-6-1.txt ,6.69061,56.1971,25.1626,24.746,112.796,5.93158,49.8217,22.308,21.9387
sfsarp-9-6-2.txt ,7.37737,9.9597,6.33816,9.51677,33.192,22.2264,30.0063,19.0954,28.6719
sfsarp-9-6-3.txt ,5.82022,49.3327,23.1604,49.2516,127.565,4.56255,38.6727,18.1558,38.609
sfsarp-9-6-4.txt ,7.35765,59.2594,19.9752,20.0865,106.679,6.89702,55.5494,18.7246,18.829
sfsarp-9-6-5.txt ,5.81544,26.9174,20.7217,14.5722,68.0267,8.54875,39.5689,30.4611,21.4213

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-9-5-1.txt ,4.83261,54.9886,7.84727,48.0718,115.74,4.1754,47.5103,6.78007,41.5342
sfsarp-9-5-2.txt ,26.3136,47.6173,5.53959,26.692,106.162,24.7862,44.8532,5.21803,25.1426
sfsarp-9-5-3.txt ,23.1067,8.85882,10.5237,45.8512,88.3405,26.1564,10.028,11.9127,51.9028
sfsarp-9-5-4.txt ,7.95218,11.2775,5.76335,7.06905,32.0621,24.8025,35.1739,17.9756,22.048
sfsarp-9-5-5.txt ,4.95976,32.6679,29.6527,22.4934,89.7738,5.52474,36.3892,33.0305,25.0556
sfsarp-9-6-1.txt ,25.2363,52.7246,6.61691,27.613,112.191,22.4941,46.9955,5.8979,24.6126
sfsarp-9-6-2.txt ,5.86545,10.1472,7.85007,8.7465,32.6093,17.9871,31.1176,24.0731,26.8221
sfsarp-9-6-3.txt ,5.82022,49.3327,23.1604,49.2516,127.565,4.56255,38.6727,18.1558,38.609
sfsarp-9-6-4.txt ,5.48629,59.9894,21.8466,19.044,106.366,5.15792,56.3989,20.539,17.9042
sfsarp-9-6-5.txt ,3.86796,32.1131,22.6692,7.09171,65.7419,5.88355,48.8472,34.4821,10.7872

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-9-5-1.txt ,8.82935,53.0626,3.85053,49.9424,115.685,7.63225,45.8682,3.32847,43.1711
sfsarp-9-5-2.txt ,6.72167,62.6532,25.1315,49.1554,143.662,4.67881,43.6116,17.4935,34.2161
sfsarp-9-5-3.txt ,27.022,8.79823,6.6085,44.9687,87.3974,30.9185,10.0669,7.56144,51.4531
sfsarp-9-5-4.txt ,12.3323,6.62273,1.38322,10.2145,30.5528,40.3639,21.6764,4.52733,33.4324
sfsarp-9-5-5.txt ,10.1496,36.6726,24.4629,23.2779,94.563,10.7332,38.7811,25.8694,24.6163
sfsarp-9-6-1.txt ,6.72167,64.9962,25.1315,49.1554,146.005,4.60373,44.5165,17.2128,33.667
sfsarp-9-6-2.txt ,9.4641,8.7068,4.25143,8.76919,31.1915,30.3419,27.914,13.6301,28.114
sfsarp-9-6-3.txt ,4.77955,48.8712,24.2011,48.0705,125.922,3.79563,38.8106,19.219,38.1748
sfsarp-9-6-4.txt ,9.8235,57.844,17.5093,18.8398,104.017,9.44416,55.6103,16.8332,18.1123
sfsarp-9-6-5.txt ,6.58885,27.6108,19.9483,9.99447,64.1424,10.2722,43.046,31.1,15.5817

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-9-5-1.txt ,8.70058,54.3691,3.97931,47.4675,114.516,7.59766,47.4771,3.47488,41.4503
sfsarp-9-5-2.txt ,6.72167,62.6532,25.1315,49.1554,143.662,4.67881,43.6116,17.4935,34.2161
sfsarp-9-5-3.txt ,25.5163,8.64769,8.11413,44.3498,86.628,29.4551,9.98256,9.36664,51.1957
sfsarp-9-5-4.txt ,9.86958,8.43148,3.84595,7.51573,29.6627,33.2726,28.4245,12.9656,25.3373
sfsarp-9-5-5.txt ,9.67124,38.1144,24.9412,20.5375,93.2644,10.3697,40.867,26.7425,22.0208
sfsarp-9-6-1.txt ,6.72167,64.9962,25.1315,49.1554,146.005,4.60373,44.5165,17.2128,33.667
sfsarp-9-6-2.txt ,7.95218,8.64802,5.76335,7.44293,29.8065,26.6794,29.0139,19.3359,24.9708
sfsarp-9-6-3.txt ,4.77955,47.2701,24.2011,49.544,125.795,3.79948,37.5772,19.2385,39.3848
sfsarp-9-6-4.txt ,7.95214,58.7984,19.3807,17.2067,103.338,7.69528,56.8991,18.7547,16.6509
sfsarp-9-6-5.txt ,6.58885,27.6108,19.9483,9.99447,64.1424,10.2722,43.046,31.1,15.5817
