
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-10-7-1.txt ,23.1484,26.7919,19.2363,26.8384,96.0149,24.1092,27.9039,20.0347,27.9523
sfsarp-10-7-2.txt ,4.25678,63.4839,29.4379,12.4535,109.632,3.88278,57.9063,26.8516,11.3594
sfsarp-10-7-3.txt ,4.19675,54.7251,6.12841,18.7731,83.8234,5.00666,65.2862,7.3111,22.3961
sfsarp-10-7-4.txt ,8.40345,17.3695,8.25937,14.0584,48.0908,17.4741,36.1183,17.1745,29.2331
sfsarp-10-7-5.txt ,0.390772,37.4498,12.7063,19.0707,69.6176,0.561312,53.7937,18.2516,27.3935

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-10-7-1.txt ,23.1484,26.7919,19.2363,26.8384,96.0149,24.1092,27.9039,20.0347,27.9523
sfsarp-10-7-2.txt ,4.25678,63.4839,29.4379,12.4535,109.632,3.88278,57.9063,26.8516,11.3594
sfsarp-10-7-3.txt ,1.9514,57.8712,8.37376,15.5245,83.7208,2.33085,69.124,10.002,18.5432
sfsarp-10-7-4.txt ,6.92639,18.1721,9.73643,12.5172,47.3521,14.6274,38.3765,20.5618,26.4343
sfsarp-10-7-5.txt ,0.0111325,39.365,13.0859,16.2444,68.7065,0.016203,57.2945,19.0461,23.6432

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-10-7-1.txt ,23.4522,26.3855,18.9325,27.134,95.9042,24.4538,27.5124,19.741,28.2928
sfsarp-10-7-2.txt ,17.8716,42.8443,15.8231,27.7194,104.258,17.1416,41.0944,15.1768,26.5872
sfsarp-10-7-3.txt ,7.78819,32.8814,2.53697,30.899,74.1055,10.5096,44.3711,3.42345,41.6959
sfsarp-10-7-4.txt ,11.5838,24.5145,5.07899,15.0678,56.2451,20.5953,43.5851,9.0301,26.7895
sfsarp-10-7-5.txt ,8.76742,38.1657,4.32964,11.6109,62.8737,13.9445,60.7022,6.88626,18.4671

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sfsarp-10-7-1.txt ,22.6426,25.8572,19.7421,27.6587,95.9006,23.6105,26.9625,20.586,28.841
sfsarp-10-7-2.txt ,6.37816,53.9071,27.3166,15.2275,102.829,6.20267,52.4239,26.5649,14.8085
sfsarp-10-7-3.txt ,3.99307,35.9632,6.33209,27.1694,73.4578,5.43587,48.9577,8.62005,36.9864
sfsarp-10-7-4.txt ,4.80766,29.6364,11.8552,8.83212,55.1314,8.72037,53.756,21.5035,16.0201
sfsarp-10-7-5.txt ,5.02225,41.1896,8.07481,7.48563,61.7723,8.13027,66.6797,13.0719,12.1181
