
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sfsarp-10-7-1.txt ,1.39793,1.46911,1.30251,0.686085,8.05269,11.0917,24,5.8247,6.12128,5.42713,2.85869,33.5529,46.2153
sfsarp-10-7-2.txt ,0.688529,2.84868,1.79996,0.483702,0.217364,7.75766,13.7959,4.99082,20.6487,13.0471,3.50613,1.57557,56.2317
sfsarp-10-7-3.txt ,0.581372,2.15264,1.33713,0.811788,7.61562,8.52993,21.0285,2.76469,10.2368,6.35865,3.86042,36.2157,40.5637
sfsarp-10-7-4.txt ,1.06594,1.1513,1.00714,0.462369,5.36066,7.71912,16.7665,6.35755,6.86665,6.00683,2.75769,31.9724,46.0389
sfsarp-10-7-5.txt ,0.550068,1.99228,1.43604,0.557296,3.70121,15.7631,24,2.29195,8.30118,5.9835,2.32207,15.4217,65.6796

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sfsarp-10-7-1.txt ,1.23126,1.47042,1.46918,0.682921,15.0201,4.12609,24,5.13026,6.12675,6.12157,2.84551,62.5839,17.1921
sfsarp-10-7-2.txt ,0.485449,2.87896,2.00304,0.450918,2.99068,15.191,24,2.0227,11.9957,8.346,1.87882,12.4612,63.2957
sfsarp-10-7-3.txt ,0.166667,2.20048,1.75183,0.760364,1.38366,10.3094,16.5724,1.00569,13.278,10.5708,4.58815,8.34918,62.2081
sfsarp-10-7-4.txt ,0.847598,1.16447,1.22548,0.436025,9.7867,5.94676,19.407,4.36748,6.00024,6.31462,2.24674,50.4286,30.6423
sfsarp-10-7-5.txt ,0.550068,1.99228,1.43604,0.557296,10.3545,9.10977,24,2.29195,8.30118,5.9835,2.32207,43.1439,37.9574
