
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-14-5.tsp ,10,4,3,87.633,45.4704,82.9104,4,1.33,50.193,Optimal,50.193,50.193,0
grubhub-14-6.tsp ,10,4,3,100.994,35.9918,92.4968,4,1.76,44.4888,Optimal,44.4888,44.4888,0
grubhub-14-7.tsp ,10,4,1,82.4118,12.8494,59.4136,5,2.56,35.8476,Optimal,35.8476,35.8476,0
grubhub-14-8.tsp ,10,4,2,95.1912,22.7938,82.7908,4,1.28,35.1942,Optimal,35.1942,35.1942,0
grubhub-14-9.tsp ,10,4,3,96.297,35.7096,89.1572,3,0.52,42.8494,Optimal,42.8494,42.8494,0

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-14-5.tsp ,8,6,4,69.3882,62.2208,86.986,4,1.19,44.623,Optimal,44.623,44.623,0
grubhub-14-6.tsp ,8,6,5,82.3728,62.089,100.85,3,1.05,43.6114,Optimal,43.6114,43.6114,0
grubhub-14-7.tsp ,8,6,3,65.1132,34.0828,64.3632,4,1.47,34.8328,Optimal,34.8328,34.8328,0
grubhub-14-8.tsp ,8,6,2,82.8972,22.7938,68.6872,3,0.84,37.0038,Optimal,37.0038,37.0038,0
grubhub-14-9.tsp ,8,6,3,75.51,41.4034,73.2228,3,0.65,43.6906,Optimal,43.6906,43.6906,0
