Instance,LB,UB,Time,bcCountNodeProc,bcCountCutR1C,bcCountCutInMaster,bcCountCut3rowPackR1C
sarp-20-10-A-7.txt,81.897,81.897,2231,1,0,0,0
sarp-20-10-A-8.txt,108.302,108.302,1132,1,0,0,0
sarp-20-10-B-7.txt,32.238,32.238,1115,1,0,0,0
sarp-20-10-B-8.txt,31.321,31.321,1745,1,0,0,0
sarp-20-10-C-7.txt,-70.623,-70.623,2581,3,77,77,77
sarp-20-10-C-8.txt,14.269,14.269,1303,1,0,0,0
sarp-30-15-A-7.txt,93.446,93.446,1123777,1,0,0,0
sarp-30-15-A-8.txt,93.685,93.685,1331270,1,0,0,0
sarp-30-15-B-7.txt,64.551,64.551,312549,1,0,0,0
sarp-30-15-B-8.txt,68.261,68.261,2485515,1,0,0,0
sarp-30-15-C-7.txt,-71.635,-71.635,765338,3,90,90,90
sarp-30-15-C-8.txt,-43.425,-43.425,596294,1,69,69,69
sarp-40-20-A-7.txt,-1000000000000.0,145.9,1253684,1,0,0,0
sarp-40-20-A-8.txt,-1000000000000.0,105.0,1268605,1,0,0,0
sarp-40-20-B-7.txt,-1000000000000.0,94.5,1545252,1,0,0,0
sarp-40-20-B-8.txt,-1000000000000.0,82.6,1252725,1,0,0,0
sarp-40-20-C-7.txt,-1000000000000.0,-106.1,1503517,1,0,0,0
sarp-40-20-C-8.txt,-1000000000000.0,-149.1,1254030,1,0,0,0
