,,,,,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-5-A-1.txt ,3.64983,0,0,3.3619,24.9874,0,31.9991,11.406,0,0,10.5062,78.0877,0
,,,,,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-5-A-1.txt ,3.65,0.00,0.00,2.69,33.66,0.00,40.00,9.12,0.00,0.00,6.73,84.15,0.00
sarp-15-5-A-2.txt ,3.81,1.13,0.00,3.26,29.75,0.00,37.94,10.03,2.97,0.00,8.59,78.41,0.00
sarp-15-5-A-3.txt ,3.42,0.00,0.00,2.82,38.36,0.00,44.60,7.66,0.00,0.00,6.32,86.02,0.00
sarp-15-5-A-4.txt ,3.88,2.47,0.00,4.64,23.66,4.74,39.39,9.85,6.27,0.00,11.78,60.06,12.04
sarp-15-5-B-2.txt ,4.73,2.77,0.00,4.35,30.29,0.00,42.14,11.22,6.57,0.00,10.33,71.88,0.00
sarp-15-5-B-3.txt ,4.21,1.91,0.00,3.12,28.68,5.48,43.40,9.69,4.40,0.00,7.20,66.08,12.63
sarp-15-5-B-4.txt ,4.44,1.51,0.00,3.59,29.15,5.93,44.62,9.95,3.39,0.00,8.04,65.33,13.29
sarp-15-5-C-1.txt ,7.58,2.39,0.00,4.72,18.26,0.00,32.96,23.01,7.26,0.00,14.33,55.40,0.00
sarp-15-5-C-2.txt ,7.07,2.44,0.00,3.79,21.11,4.80,39.21,18.02,6.22,0.00,9.67,53.84,12.25
sarp-15-5-C-3.txt ,7.57,2.60,0.00,3.05,35.61,4.99,53.82,14.07,4.83,0.00,5.67,66.16,9.27
sarp-15-5-C-4.txt ,7.64,2.67,0.00,3.83,21.15,0.00,35.29,21.64,7.57,0.00,10.84,59.95,0.00
,,,,,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-5-A-1.txt ,3.65,1.06,0.00,3.80,14.77,4.64,27.92,13.07,3.79,0.00,13.60,52.91,16.63
sarp-15-5-A-2.txt ,3.81,1.41,0.00,2.60,34.65,0.00,42.46,8.96,3.33,0.00,6.11,81.59,0.00
sarp-15-5-A-3.txt ,3.42,1.45,0.00,3.65,21.99,0.35,30.85,11.07,4.71,0.00,11.83,71.26,1.13
sarp-15-5-A-4.txt ,3.88,2.47,0.00,4.08,14.82,6.06,31.31,12.40,7.89,0.00,13.04,47.32,19.35
sarp-15-5-B-2.txt ,4.73,2.61,0.00,3.35,32.68,1.16,44.54,10.61,5.86,0.00,7.53,73.38,2.62
sarp-15-5-B-3.txt ,4.21,1.91,0.00,2.72,22.64,4.79,36.25,11.60,5.27,0.00,7.49,62.43,13.21
sarp-15-5-B-4.txt ,4.44,1.76,0.00,3.13,22.89,1.39,33.60,13.21,5.22,0.00,9.31,68.12,4.14
sarp-15-5-C-1.txt ,7.58,2.32,0.00,4.76,13.19,2.61,30.46,24.90,7.63,0.00,15.62,43.28,8.58
sarp-15-5-C-2.txt ,7.07,2.44,0.00,3.13,16.36,6.14,35.13,20.12,6.94,0.00,8.90,46.57,17.47
sarp-15-5-C-3.txt ,7.57,2.56,0.00,2.46,27.40,8.26,48.25,15.69,5.30,0.00,5.10,56.79,17.11
sarp-15-5-C-4.txt ,7.64,2.47,0.00,3.63,11.52,2.99,28.25,27.03,8.73,0.00,12.86,40.78,10.59
