Set5_J10_M2_id1	678	678	0	83978	33.966	1
Set5_J10_M2_id2	499	499	0	68984	29.3879	1
Set5_J10_M2_id3	549	549	0	63458	25.3247	1
Set5_J10_M2_id4	493	493	0	2942	1.68071	1
Set5_J10_M2_id5	637	637	0	1419	0.91209	1
Set5_J10_M3_id1	286	286	0	159978	63.9039	1
Set5_J10_M3_id2	329	329	0	3983	3.55563	1
Set5_J10_M3_id3	236	236	0	1610	1.30041	1
Set5_J10_M3_id4	230	230	0	76246	40.3494	1
Set5_J10_M3_id5	358	358	0	121193	53.1574	1
Set5_J20_M2_id1	973	973	0	127302	96.3512	1
Set5_J20_M2_id2	1112	1103	0	4536424	3595.11	11
Set5_J20_M2_id3	804	799.5	0	2413597	3595.56	11
Set5_J20_M2_id4	1228	1215.68	0	4704472	3594.72	11
Set5_J20_M2_id5	888	876.5	0	2255217	3595.25	11
Set5_J20_M3_id1	691	680.726	0	3197127	3594.33	11
Set5_J20_M3_id2	433	426	0	1551918	3595.92	11
Set5_J20_M3_id3	660	660	0	849496	916.129	1
Set5_J20_M3_id4	504	504	0	2210025	3106.73	1
Set5_J20_M3_id5	694	657.191	0	3250038	3595.38	11
Set5_J30_M3_id1	720	712.064	0	867365	3596.57	11
Set5_J30_M3_id2	640	633.386	0	1017358	3596.3	11
Set5_J30_M3_id3	876	868.705	0	1752210	3596.15	11
Set5_J30_M3_id4	949	934.372	0	1269302	3060.5	111
Set5_J30_M3_id5	953	949.038	0	1112304	3594.72	11
Set5_J30_M4_id1	769	747.667	0	1745723	3595.92	11
Set5_J30_M4_id2	519	467.427	0	955411	3595.31	11
Set5_J30_M4_id3	524	497.667	0	973973	3181.72	111
Set5_J30_M4_id4	511	469.864	0	964952	3596.35	11
Set5_J30_M4_id5	896	829.214	0	910380	1798.67	111
Set5_J40_M3_id1	1074	1062.22	0	557201	3595.31	11
Set5_J40_M3_id2	919	699.954	0	276753	3595.6	11
Set5_J40_M3_id3	1092	893.224	0	292376	3596.17	11
Set5_J40_M3_id4	957	450.094	0	331180	3595.51	11
Set5_J40_M3_id5	1134	1065.67	0	432988	3594.92	11
Set5_J40_M4_id1	827	672.9	0	275235	3595.95	11
Set5_J40_M4_id2	1069	893	0	581500	3595.6	11
Set5_J40_M4_id3	1024	720.07	0	326724	3595.53	11
Set5_J40_M4_id4	1207	1093.22	0	797268	3595.67	11
Set5_J40_M4_id5	786	653.858	0	206729	3596.07	11
Set5_J50_M4_id1	885	432.355	0	105726	3596.38	11
Set5_J50_M4_id2	1356	870.69	0	665979	3596.29	11
Set5_J50_M4_id3	1057	912.638	0	223590	3596.37	11
Set5_J50_M4_id4	1353	681.145	0	593600	3596.37	11
Set5_J50_M4_id5	811	517.619	0	158839	3596.71	11
Set5_J50_M5_id1	848	428.09	0	242508	3595.38	11
Set5_J50_M5_id2	891	534.983	0	210307	3596.61	11
Set5_J50_M5_id3	797	412.012	0	207080	3595.81	11
Set5_J50_M5_id4	756	401.241	0	137443	3596.1	11
Set5_J50_M5_id5	825	429.802	0	263310	3595.64	11
