4	5	5	6
0	  17.4833	   0.5636	3	823	823
1	  13.6552	  11.0860	3	83	83
2	  21.6352	   0.2021	3	347	347
3	  16.2053	   8.0513	3	712	712
4	  14.4620	  17.8519	3	662	662
5	   4.7638	  16.3251	-3	823	823
6	   7.4936	   9.2218	-3	83	83
7	  15.0240	   6.7351	-3	347	347
8	  16.0205	  16.6880	-3	712	712
9	  18.6266	   6.1520	-3	662	662
10	  19.0383	  23.2164	1	0	1440
11	  19.4325	  14.3308	1	0	1440
12	  20.5546	   5.4901	1	0	1440
13	   6.7156	   1.5005	1	0	1440
14	  11.0632	  20.3708	1	0	1440
15	   4.9515	  24.7096	1	0	1440
16	  17.2730	   0.6919	-1	0	1440
17	   4.4807	  11.1099	-1	0	1440
18	  18.5439	   9.0623	-1	0	1440
19	  20.9281	  23.6989	-1	0	1440
20	  12.5865	  20.7260	-1	0	1440
21	  22.3211	  24.3840	-1	0	1440
22	  10.2087	  11.6605	0	0	1440
23	   9.6627	  12.1228	0	0	1440
24	  22.0199	  24.9533	0	0	1440
25	   6.1657	  13.2589	0	0	1440
