
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sarp-15-10-A-1,25.3962,87.1446,17.0256,84.3458,213.912,11.8722,40.7385,7.95916,39.4301
 sarp-15-10-A-2,13.5137,82.0114,17.2813,91.5713,204.378,6.61214,40.1274,8.45556,44.8049
 sarp-15-10-B-1,32.5215,70.7158,26.7532,82.9172,212.908,15.2749,33.2143,12.5656,38.9452
 sarp-15-10-B-2,22.4453,84.3347,29.4655,106.063,242.309,9.26309,34.8047,12.1603,43.7719
 sarp-15-10-C-1,86.6015,113.55,109.362,96.6726,406.185,21.3207,27.9551,26.9241,23.8001
 sarp-15-10-C-2,90.4898,94.9146,102.994,100.981,389.379,23.2395,24.3759,26.4507,25.9339
 sarp-15-15-A-1,18.2251,45.5213,9.59837,86.4473,159.792,11.4055,28.4879,6.00679,54.0998
 sarp-15-15-A-2,11.4885,95.2176,18.5518,113.637,238.894,4.80903,39.8576,7.76568,47.5677
 sarp-15-15-B-1,13.4689,88.654,28.6714,65.4284,196.223,6.86411,45.1803,14.6117,33.3439
 sarp-15-15-B-2,18.0012,102.63,27.8323,94.8979,243.361,7.39692,42.1718,11.4366,38.9947
 sarp-15-15-C-1,64.8353,141.736,135.861,97.8033,440.235,14.7274,32.1956,30.8609,22.2161
 sarp-15-15-C-2,20.9006,209.94,186.176,85.0024,502.019,4.1633,41.8192,37.0854,16.9321
 sarp-15-20-A-1,10.9025,85.8489,20.5805,97.474,214.806,5.0755,39.9658,9.58098,45.3777
 sarp-15-20-A-2,7.25374,83.4924,23.3698,105.036,219.152,3.30992,38.098,10.6638,47.9283
 sarp-15-20-B-1,16.0071,105.352,38.2941,76.7841,236.437,6.77013,44.5581,16.1963,32.4755
 sarp-15-20-B-2,6.35091,157.323,43.1255,89.6137,296.413,2.14259,53.0755,14.5491,30.2327
 sarp-15-20-C-1,42.4276,179.764,184.548,105.049,511.789,8.29006,35.1247,36.0594,20.5258
 sarp-15-20-C-2,0,277.015,179.716,88.9834,545.714,0,50.7619,32.9322,16.3059
 sarp-15-30-A-1,8.27054,69.0853,19.3094,155.506,252.171,3.27973,27.3962,7.65726,61.6668
 sarp-15-30-B-1,3.27515,110.221,41.4431,68.8343,223.773,1.4636,49.2556,18.5201,30.7607
 sarp-15-30-B-2,9.25842,113.778,29.3345,79.6577,232.029,3.99021,49.0362,12.6426,34.331
 sarp-15-30-C-1,11.4994,210.161,183.491,59.9649,465.116,2.47237,45.1846,39.4506,12.8925
 sarp-15-30-C-2,34.4794,151.827,177.388,124.869,488.563,7.0573,31.0762,36.3081,25.5584
 sarp-20-10-A-1,20.0609,78.2849,15.3882,127.499,241.233,8.31598,32.452,6.37896,52.8531
 sarp-20-10-A-2,33.2497,81.645,13.1738,98.9094,226.978,14.6489,35.9705,5.80398,43.5767
 sarp-20-10-B-1,33.1269,61.6662,28.098,122.351,245.242,13.5078,25.145,11.4573,49.8899
 sarp-20-10-B-2,40.1165,101.498,30.9131,125.717,298.245,13.4509,34.0319,10.365,42.1522
 sarp-20-10-C-1,160.972,117.527,126.32,70.6468,475.466,33.8557,24.7183,26.5676,14.8584
 sarp-20-10-C-2,127.837,123.642,87.4451,125.104,464.028,27.5494,26.6454,18.8448,26.9604
