10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-5.tsp ,119.8,0,0,134.84,254.64,47.0468,0,0,52.9532
grubhub-12-6.tsp ,123.36,0,0,143.38,266.74,46.2473,0,0,53.7527
grubhub-12-7.tsp ,124.4,16.36,14.84,113.5,269.1,46.2282,6.07952,5.51468,42.1776
grubhub-12-8.tsp ,101.62,13.08,8.72,124.56,247.98,40.9791,5.27462,3.51641,50.2299
grubhub-12-9.tsp ,106.64,25.42,21.04,172.54,325.64,32.7478,7.80617,6.46112,52.9849
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-5.tsp ,108.26,12.78,6.98,144.16,272.18,39.7751,4.69542,2.56448,52.9649
grubhub-12-6.tsp ,98.16,10.14,10.88,123.72,242.9,40.4117,4.17456,4.47921,50.9345
grubhub-12-7.tsp ,96.62,20.66,13.06,95.08,225.42,42.8622,9.16511,5.79363,42.179
grubhub-12-8.tsp ,75.34,38.72,18.84,113.48,246.38,30.5788,15.7156,7.64672,46.0589
grubhub-12-9.tsp ,91.76,34.9,21.04,141.98,289.68,31.6763,12.0478,7.26319,49.0127
30
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-5.tsp ,83.04,35,15.54,127.62,261.2,31.7917,13.3997,5.94946,48.8591
grubhub-12-6.tsp ,78.2,34.86,24,104.46,241.52,32.3783,14.4336,9.93707,43.2511
grubhub-12-7.tsp ,77.52,36.5,23.72,81.98,219.72,35.2813,16.6121,10.7956,37.3111
grubhub-12-8.tsp ,46.6,47.5,31.86,117.14,243.1,19.1691,19.5393,13.1057,48.1859
grubhub-12-9.tsp ,69.96,55.08,27.8,126.14,278.98,25.0771,19.7434,9.96487,45.2147
40
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-5.tsp ,30.52,79.08,46.6,90.8,247,12.3563,32.0162,18.8664,36.7611
grubhub-12-6.tsp ,46.24,44.82,33.98,85.72,210.76,21.9396,21.2659,16.1226,40.6719
grubhub-12-7.tsp ,33.28,66.74,53.88,60.06,213.96,15.5543,31.1927,25.1823,28.0707
grubhub-12-8.tsp ,34.38,82.86,22.34,73,212.58,16.1727,38.9783,10.509,34.34
grubhub-12-9.tsp ,34,74.28,46.94,109.62,264.84,12.8379,28.0471,17.7239,41.391
10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-5.tsp ,119.8,0,0,134.84,254.64,47.0468,0,0,52.9532
grubhub-12-6.tsp ,94.08,41.06,29.28,112.96,277.38,33.9174,14.8028,10.5559,40.7239
grubhub-12-7.tsp ,124.4,16.36,14.84,113.5,269.1,46.2282,6.07952,5.51468,42.1776
grubhub-12-8.tsp ,78.4,30.46,31.94,103.04,243.84,32.1522,12.4918,13.0988,42.2572
grubhub-12-9.tsp ,106.64,25.42,21.04,172.54,325.64,32.7478,7.80617,6.46112,52.9849
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-5.tsp ,108.26,12.78,6.98,144.16,272.18,39.7751,4.69542,2.56448,52.9649
grubhub-12-6.tsp ,68.88,51.2,40.16,93.3,253.54,27.1673,20.1941,15.8397,36.7989
grubhub-12-7.tsp ,96.62,20.66,13.06,95.08,225.42,42.8622,9.16511,5.79363,42.179
grubhub-12-8.tsp ,75.34,38.72,18.84,113.48,246.38,30.5788,15.7156,7.64672,46.0589
grubhub-12-9.tsp ,91.76,34.9,21.04,141.98,289.68,31.6763,12.0478,7.26319,49.0127
30
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-5.tsp ,83.04,35,15.54,127.62,261.2,31.7917,13.3997,5.94946,48.8591
grubhub-12-6.tsp ,68.88,45.02,33.32,93.3,240.52,28.638,18.7178,13.8533,38.791
grubhub-12-7.tsp ,77.52,36.5,23.72,81.98,219.72,35.2813,16.6121,10.7956,37.3111
grubhub-12-8.tsp ,46.6,47.5,31.86,117.14,243.1,19.1691,19.5393,13.1057,48.1859
grubhub-12-9.tsp ,69.96,55.08,27.8,126.14,278.98,25.0771,19.7434,9.96487,45.2147
40
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-5.tsp ,30.52,79.08,46.6,90.8,247,12.3563,32.0162,18.8664,36.7611
grubhub-12-6.tsp ,13.5,82.9,66.72,66.76,229.88,5.87263,36.0623,29.0238,29.0412
grubhub-12-7.tsp ,33.28,66.74,53.88,60.06,213.96,15.5543,31.1927,25.1823,28.0707
grubhub-12-8.tsp ,24.46,91.58,32.26,59.46,207.76,11.7732,44.0797,15.5275,28.6196
grubhub-12-9.tsp ,34,74.28,46.94,109.62,264.84,12.8379,28.0471,17.7239,41.391
10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-5.tsp ,119.8,0,0,134.84,254.64,47.0468,0,0,52.9532
grubhub-12-6.tsp ,123.36,0,0,143.38,266.74,46.2473,0,0,53.7527
grubhub-12-7.tsp ,124.4,16.36,14.84,113.5,269.1,46.2282,6.07952,5.51468,42.1776
grubhub-12-8.tsp ,101.62,13.08,8.72,124.56,247.98,40.9791,5.27462,3.51641,50.2299
grubhub-12-9.tsp ,106.64,25.42,21.04,172.54,325.64,32.7478,7.80617,6.46112,52.9849
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-5.tsp ,108.26,12.78,6.98,144.16,272.18,39.7751,4.69542,2.56448,52.9649
grubhub-12-6.tsp ,98.16,10.14,10.88,123.72,242.9,40.4117,4.17456,4.47921,50.9345
grubhub-12-7.tsp ,96.62,20.66,13.06,95.08,225.42,42.8622,9.16511,5.79363,42.179
grubhub-12-8.tsp ,85.46,41.98,8.72,109.3,245.46,34.8163,17.1026,3.55251,44.5286
grubhub-12-9.tsp ,91.76,48.04,21.04,141.98,302.82,30.3018,15.8642,6.94802,46.8859
30
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-5.tsp ,83.04,35,15.54,127.62,261.2,31.7917,13.3997,5.94946,48.8591
grubhub-12-6.tsp ,78.2,34.86,24,104.46,241.52,32.3783,14.4336,9.93707,43.2511
grubhub-12-7.tsp ,77.52,36.5,23.72,81.98,219.72,35.2813,16.6121,10.7956,37.3111
grubhub-12-8.tsp ,59.62,51.62,18.84,107.18,237.26,25.1286,21.7567,7.94066,45.1741
grubhub-12-9.tsp ,69.96,68.22,27.8,126.14,292.12,23.9491,23.3534,9.51664,43.1809
40
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-12-5.tsp ,44.92,75.7,32.2,90.84,243.66,18.4355,31.0679,13.2151,37.2815
grubhub-12-6.tsp ,31.82,67.34,48.4,74.2,221.76,14.3488,30.3662,21.8254,33.4596
