
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,5.23447,0.269106,0,3.95171,18.5495,0.19561,28.2004,18.5617,0.954262,0,14.0129,65.7775,0.693642
grubhub-11-1.tsp ,4.16959,0.417398,0,3.29024,17.4397,2.48412e-15,25.3169,16.4696,1.64869,0,12.9962,68.8855,9.81211e-15
grubhub-11-2.tsp ,4.52911,0.531545,0,5.37756,13.5036,-1.45717e-15,23.9418,18.9172,2.22015,0,22.461,56.4017,-6.08629e-15
grubhub-11-3.tsp ,4.14244,0.454959,0.267154,2.63854,14.4528,-5.30131e-15,21.9559,18.8671,2.07216,1.21678,12.0175,65.8265,-2.41453e-14
grubhub-11-4.tsp ,2.34098,1.00569,1.78667,2.44829,13.105,9.4369e-16,20.6867,11.3164,4.86154,8.6368,11.8351,63.3502,4.56183e-15
grubhub-11-5.tsp ,4.81398,0.397886,0,3.63122,20.0675,3.08943,32,15.0437,1.24339,0,11.3476,62.7109,9.65447
grubhub-11-6.tsp ,3.60585,0.497398,0.465203,2.96732,19.7042,4.45146,31.6915,11.378,1.5695,1.46791,9.36314,62.1752,14.0463
grubhub-11-7.tsp ,2.81724,0.947154,0.865528,3.1961,20.2541,2.77024,30.8504,9.13193,3.07016,2.80557,10.36,65.6527,8.97961
grubhub-11-8.tsp ,4.07447,0.296423,0,2.80585,14.0548,1.75976,22.9913,17.7218,1.28928,0,12.204,61.1309,7.65401
grubhub-11-9.tsp ,4.31545,0.433496,0,2.95366,22.0572,3.26128e-15,29.7598,14.5009,1.45665,0,9.92498,74.1175,1.09587e-14

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,4.13041,0.697236,0.514472,3.60927,13.5762,2.2235,24.7511,16.6878,2.81699,2.07858,14.5823,54.8509,8.98344
grubhub-11-1.tsp ,3.87073,0.71626,0,3.12537,10.4736,3.85803e-15,18.1859,21.2842,3.93854,0,17.1856,57.5916,2.12143e-14
grubhub-11-2.tsp ,3.99561,1.08455,0,5.23951,13.6221,-1.56819e-15,23.9418,16.6889,4.52996,0,21.8844,56.8968,-6.55001e-15
grubhub-11-3.tsp ,3.11789,1.05577,0.814797,2.36098,21.6825,4.55065,33.5826,9.28423,3.14381,2.42625,7.03035,64.5647,13.5506
