Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-50-25-A-11,50,25,25,224.212,196.428,0,150.236,8,0.64,73.976,Optimal,73.976,73.976,-3.84202e-14,150.236,10.6593,0.211202,266.2,0.815064
sarp-50-25-A-12,50,25,25,237.293,203.667,0,143.474,8,0.64,93.819,Optimal,93.819,93.819,0,143.474,9.99106,0.176912,238.8,0.76563
sarp-50-25-B-11,50,25,25,277.36,225.84,0,160.034,8,0.74,117.326,Optimal,117.326,117.326,0,160.034,9.92033,0.121916,235.9,0.678068
sarp-50-25-B-12,50,25,25,264.691,218.829,0,156.17,8,0.8,108.521,Optimal,108.521,108.521,0,156.17,10.0154,0.126654,239.8,0.706333
sarp-50-25-C-11,50,25,25,852.821,544.299,0,443.67,9,0.88,409.151,Optimal,409.151,409.151,0,443.67,11.2545,0.02786,290.6,0.302299
sarp-50-25-C-12,50,25,25,874.966,556.554,0,450.11,10,0.86,424.856,Optimal,424.856,424.856,0,450.11,11.1496,0.0257558,286.3,0.292591
sarp-50-25-A-7,50,25,25,289.308,232.452,0,210.542,12,0.93,78.766,Optimal,78.766,78.766,-5.41256e-14,210.542,12.3154,0.13501,334.1,0.729954
sarp-50-25-A-8,50,25,25,294.458,235.302,0,247.94,12,0.88,46.518,Optimal,46.518,46.518,-3.05492e-14,247.94,14.1764,0.147324,410.4,0.76141
sarp-50-25-B-7,50,25,25,377.682,281.358,0,277.15,12,0.89,100.532,Optimal,100.532,100.532,0,277.15,13.7545,0.0973883,393.1,0.652448
sarp-50-25-B-8,50,25,25,374.592,279.648,0,278.346,12,0.86,96.246,Optimal,96.246,96.246,0,278.346,13.8911,0.0939271,398.7,0.658899
sarp-50-25-C-7,50,25,25,1479.06,890.859,0,777.63,16,1.08,701.431,Optimal,701.431,701.431,0,777.63,14.2106,0.0167035,411.8,0.243597
sarp-50-25-C-8,50,25,25,1543.75,926.655,0,834.992,16,1.1,708.753,Optimal,708.753,708.753,0,834.992,15.7203,0.0185639,473.7,0.260963
sarp-50-25-A-10,50,25,25,294.458,235.302,0,247.94,12,0.9,46.518,Optimal,46.518,46.518,-3.05492e-14,247.94,14.1764,0.147324,410.4,0.76141
sarp-50-25-A-9,50,25,25,289.308,232.452,0,210.542,12,1.24,78.766,Optimal,78.766,78.766,-5.41256e-14,210.542,12.3154,0.13501,334.1,0.729954
sarp-50-25-B-10,50,25,25,374.592,279.648,0,278.346,12,1.06,96.246,Optimal,96.246,96.246,0,278.346,13.8911,0.0939271,398.7,0.658899
sarp-50-25-B-9,50,25,25,377.682,281.358,0,277.15,12,0.95,100.532,Optimal,100.532,100.532,0,277.15,13.7545,0.0973883,393.1,0.652448
sarp-50-25-C-10,50,25,25,1543.75,926.655,0,834.992,16,1.12,708.753,Optimal,708.753,708.753,0,834.992,15.7203,0.0185639,473.7,0.260963
sarp-50-25-C-9,50,25,25,1479.06,890.859,0,777.63,16,1.14,701.431,Optimal,701.431,701.431,0,777.63,14.2106,0.0167035,411.8,0.243597
sarp-60-30-A-3,60,30,30,343.853,277.107,0,215.372,18,1.93,128.481,Optimal,128.481,128.481,0,215.372,12.8805,0.100825,323.1,0.69009
sarp-60-30-A-4,60,30,30,349.106,280.014,0,229.218,18,1.65,119.888,Optimal,119.888,119.888,0,229.218,13.4902,0.103793,348.1,0.698575
sarp-60-30-B-3,60,30,30,427.901,323.619,0,266.984,18,2.38,160.917,Optimal,160.917,160.917,0,266.984,13.6268,0.0690751,353.7,0.609407
sarp-60-30-B-4,60,30,30,426.665,322.935,0,288.052,18,1.89,138.613,Optimal,138.613,138.613,-2.05044e-14,288.052,14.7732,0.0764724,400.7,0.639891
sarp-60-30-C-3,60,30,30,1912.65,1145.27,0,1009.79,18,1.81,902.854,Optimal,902.854,902.854,0,1009.79,17.8537,0.0138292,527,0.240069
sarp-60-30-C-4,60,30,30,1886.38,1130.74,0,999.35,18,2.37,887.031,Optimal,887.031,887.031,-1.28166e-14,999.35,17.922,0.0141971,529.8,0.243867
