Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-16-8-A-1,16,8,8,93.555,74.925,0,82.478,3,0.02,11.077,Optimal,11.077,11.077,0,82.478,4.7187,0.316519,138.8,0.774122
sarp-16-8-A-2,16,8,8,91.907,74.013,0,72.818,3,0.03,19.089,Optimal,19.089,19.089,-7.44453e-14,72.818,4.24553,0.299478,119.4,0.754264
sarp-16-8-B-1,16,8,8,107.048,82.392,0,79.166,3,0.02,27.882,Optimal,27.882,27.882,0,79.166,4.22358,0.249652,118.5,0.688553
sarp-16-8-B-2,16,8,8,108.284,83.076,0,96.002,3,0.02,12.282,Optimal,12.282,12.282,0,96.002,5.08699,0.294489,153.9,0.737422
sarp-16-8-C-1,16,8,8,254.338,163.902,0,142.646,4,0.03,111.692,Optimal,111.692,111.692,0,142.646,4.10163,0.0931241,113.5,0.366011
sarp-16-8-C-2,16,8,8,247.849,160.311,0,167.9,3,0.02,79.949,Optimal,79.949,79.949,0,167.9,5.59431,0.117351,174.7,0.47863
sarp-20-10-A-1,20,10,10,115.682,92.958,0,104.282,3,0.05,11.4,Optimal,11.4,11.4,-1.55821e-13,104.282,5.99106,0.296205,177.3,0.782091
sarp-20-10-A-2,20,10,10,108.575,89.025,0,100.648,3,0.04,7.927,Optimal,7.927,7.927,-1.34454e-13,100.648,5.96667,0.319212,176.3,0.805759
sarp-20-10-B-1,20,10,10,135.767,104.073,0,99.774,3,0.04,35.993,Optimal,35.993,35.993,0,99.774,5.27642,0.23285,148,0.682342
sarp-20-10-B-2,20,10,10,133.707,102.933,0,101.614,3,0.03,32.093,Optimal,32.093,32.093,-2.21401e-14,101.614,5.42276,0.21732,154,0.697148
sarp-20-10-C-1,20,10,10,300.464,195.216,0,170.982,4,0.05,129.482,Optimal,129.482,129.482,0,170.982,5.15203,0.0687638,142.9,0.38445
sarp-20-10-C-2,20,10,10,296.241,192.879,0,161.138,5,0.04,135.103,Optimal,135.103,135.103,-2.10371e-14,161.138,4.73008,0.0697761,125.6,0.35855
sarp-30-15-A-1,30,15,15,148.185,125.415,0,106.904,5,0.13,41.281,Optimal,41.281,41.281,-3.44247e-14,106.904,6.96098,0.259266,182.9,0.787005
sarp-30-15-A-2,30,15,15,151.893,127.467,0,105.938,5,0.12,45.955,Optimal,45.955,45.955,-1.54617e-14,105.938,6.82195,0.224966,177.2,0.769431
sarp-30-15-B-1,30,15,15,188.561,147.759,0,121.256,5,0.13,67.305,Optimal,67.305,67.305,-2.11141e-14,121.256,6.76585,0.154661,174.9,0.663505
sarp-30-15-B-2,30,15,15,184.029,145.251,0,133.722,5,0.13,50.307,Optimal,50.307,50.307,-5.64965e-14,133.722,7.53415,0.168301,206.4,0.71001
sarp-30-15-C-1,30,15,15,520.427,331.413,0,291.226,6,0.16,229.201,Optimal,229.201,229.201,0,291.226,7.91951,0.0486253,222.2,0.350971
sarp-30-15-C-2,30,15,15,493.338,316.422,0,285.43,5,0.13,207.908,Optimal,207.908,207.908,-2.73407e-14,285.43,8.25366,0.0559616,235.9,0.380177
sarp-40-20-A-1,40,20,20,194.799,165.681,0,126.684,6,0.28,68.115,Optimal,68.115,68.115,0,126.684,8.5065,0.202497,212.1,0.770153
sarp-40-20-A-2,40,20,20,188.619,162.261,0,132.48,6,0.34,56.139,Optimal,56.139,56.139,0,132.48,8.96016,0.217282,230.7,0.801042
sarp-40-20-B-1,40,20,20,233.63,187.17,0,156.354,6,0.34,77.276,Optimal,77.276,77.276,-1.83897e-14,156.354,9.16016,0.147325,238.9,0.702854
sarp-40-20-B-2,40,20,20,215.605,177.195,0,144.578,6,0.33,71.027,Optimal,71.027,71.027,0,144.578,8.9626,0.162471,230.8,0.73433
sarp-40-20-C-1,40,20,20,612.567,396.873,0,317.584,6,0.31,294.983,Optimal,294.983,294.983,0,317.584,8.73577,0.0364641,221.5,0.320829
sarp-40-20-C-2,40,20,20,650.368,417.792,0,348.312,8,0.45,302.056,Optimal,302.056,302.056,-1.88188e-14,348.312,9.46992,0.035396,251.6,0.332277
sarp-20-10-A-11,20,10,10,115.682,92.958,0,104.282,3,0.06,11.4,Optimal,11.4,11.4,-1.55821e-13,104.282,5.99106,0.296205,177.3,0.782091
sarp-20-10-A-12,20,10,10,108.575,89.025,0,100.648,3,0.03,7.927,Optimal,7.927,7.927,-1.34454e-13,100.648,5.96667,0.319212,176.3,0.805759
sarp-20-10-B-11,20,10,10,135.767,104.073,0,99.774,3,0.04,35.993,Optimal,35.993,35.993,0,99.774,5.27642,0.23285,148,0.682342
sarp-20-10-B-12,20,10,10,133.707,102.933,0,101.614,3,0.03,32.093,Optimal,32.093,32.093,-2.21401e-14,101.614,5.42276,0.21732,154,0.697148
sarp-20-10-C-11,20,10,10,300.464,195.216,0,170.982,4,0.05,129.482,Optimal,129.482,129.482,0,170.982,5.15203,0.0687638,142.9,0.38445
sarp-20-10-C-12,20,10,10,296.241,192.879,0,161.138,5,0.04,135.103,Optimal,135.103,135.103,-2.10371e-14,161.138,4.73008,0.0697761,125.6,0.35855
sarp-30-15-A-11,30,15,15,148.185,125.415,0,106.904,5,0.13,41.281,Optimal,41.281,41.281,-3.44247e-14,106.904,6.96098,0.259266,182.9,0.787005
sarp-30-15-A-12,30,15,15,151.893,127.467,0,105.938,5,0.11,45.955,Optimal,45.955,45.955,-1.54617e-14,105.938,6.82195,0.224966,177.2,0.769431
sarp-30-15-B-11,30,15,15,188.561,147.759,0,121.256,5,0.17,67.305,Optimal,67.305,67.305,-2.11141e-14,121.256,6.76585,0.154661,174.9,0.663505
sarp-30-15-B-12,30,15,15,184.029,145.251,0,133.722,5,0.13,50.307,Optimal,50.307,50.307,-5.64965e-14,133.722,7.53415,0.168301,206.4,0.71001
sarp-30-15-C-11,30,15,15,520.427,331.413,0,291.226,6,0.18,229.201,Optimal,229.201,229.201,0,291.226,7.91951,0.0486253,222.2,0.350971
sarp-30-15-C-12,30,15,15,493.338,316.422,0,285.43,5,0.13,207.908,Optimal,207.908,207.908,-2.73407e-14,285.43,8.25366,0.0559616,235.9,0.380177
sarp-40-20-A-11,40,20,20,194.799,165.681,0,126.684,6,0.46,68.115,Optimal,68.115,68.115,0,126.684,8.5065,0.202497,212.1,0.770153
sarp-40-20-A-12,40,20,20,188.619,162.261,0,132.48,6,0.35,56.139,Optimal,56.139,56.139,0,132.48,8.96016,0.217282,230.7,0.801042
sarp-40-20-B-11,40,20,20,233.63,187.17,0,156.354,6,0.39,77.276,Optimal,77.276,77.276,-1.83897e-14,156.354,9.16016,0.147325,238.9,0.702854
sarp-40-20-B-12,40,20,20,215.605,177.195,0,144.578,6,0.38,71.027,Optimal,71.027,71.027,0,144.578,8.9626,0.162471,230.8,0.73433
sarp-40-20-C-11,40,20,20,612.567,396.873,0,317.584,6,0.32,294.983,Optimal,294.983,294.983,0,317.584,8.73577,0.0364641,221.5,0.320829
sarp-40-20-C-12,40,20,20,650.368,417.792,0,348.312,8,0.46,302.056,Optimal,302.056,302.056,-1.88188e-14,348.312,9.46992,0.035396,251.6,0.332277
sarp-16-8-A-11,16,8,8,93.555,74.925,0,82.478,3,0.02,11.077,Optimal,11.077,11.077,0,82.478,4.7187,0.316519,138.8,0.774122
sarp-16-8-A-12,16,8,8,91.907,74.013,0,72.818,3,0.02,19.089,Optimal,19.089,19.089,-7.44453e-14,72.818,4.24553,0.299478,119.4,0.754264
sarp-16-8-B-11,16,8,8,107.048,82.392,0,79.166,3,0.02,27.882,Optimal,27.882,27.882,0,79.166,4.22358,0.249652,118.5,0.688553
sarp-16-8-B-12,16,8,8,108.284,83.076,0,96.002,3,0.03,12.282,Optimal,12.282,12.282,0,96.002,5.08699,0.294489,153.9,0.737422
sarp-16-8-C-11,16,8,8,254.338,163.902,0,142.646,4,0.03,111.692,Optimal,111.692,111.692,0,142.646,4.10163,0.0931241,113.5,0.366011
sarp-16-8-C-12,16,8,8,247.849,160.311,0,167.9,3,0.02,79.949,Optimal,79.949,79.949,0,167.9,5.59431,0.117351,174.7,0.47863
sarp-20-10-A-7,20,10,10,142.153,107.607,0,146.786,6,0.07,-4.633,Optimal,-4.633,-4.633,7.66828e-14,146.786,7.61789,0.265982,244,0.764651
sarp-20-10-A-8,20,10,10,162.65,118.95,0,160.402,6,0.06,2.248,Optimal,2.248,2.248,-3.95097e-13,160.402,7.85447,0.231451,253.7,0.72756
sarp-20-10-B-7,20,10,10,197.876,138.444,0,144.486,6,0.06,53.39,Optimal,53.39,53.39,0,144.486,6.17642,0.145917,184.9,0.588666
sarp-20-10-B-8,20,10,10,204.88,142.32,0,155.066,6,0.05,49.814,Optimal,49.814,49.814,0,155.066,6.57154,0.135874,201.1,0.596559
sarp-20-10-C-7,20,10,10,606.271,364.449,0,345.552,7,0.09,260.719,Optimal,260.719,260.719,-2.18026e-14,345.552,7.16667,0.0556337,225.5,0.300186
sarp-20-10-C-8,20,10,10,669.925,399.675,0,388.838,8,0.08,281.087,Optimal,281.087,281.087,-2.02227e-14,388.838,7.95447,0.0480713,257.8,0.30498
