Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-50-25-A-5,50,25,24,232.452,146.685,187.312,25,19.58,191.825,Optimal,191.825,191.825,0,40.627,7.26341,0.287322,297.8,0.56104
sarp-50-25-A-6,50,25,23,235.302,163.201,203.964,25,30.71,194.539,Optimal,194.539,194.539,0,40.763,7.30244,0.279595,299.4,0.523427
sarp-50-25-B-5,50,25,25,281.358,208.023,229.402,25,1023.67,259.979,Optimal,259.979,260.005,0.00988015,21.379,6.70244,0.225135,274.8,0.388081
sarp-50-25-A-3,50,25,24,232.452,146.685,184.828,25,3264.16,194.309,Optimal,194.309,194.326,0.00861097,38.143,7.22195,0.287178,296.1,0.563571
sarp-50-25-B-6,50,25,24,279.648,216.903,232.392,25,7194.47,264.159,Feasible,264.159,267.954,1.41624,15.489,7.39512,0.249083,303.2,0.426082
sarp-50-25-A-4,50,25,23,235.302,163.201,205.528,25,7189.05,192.975,Feasible,192.975,208.479,7.43687,42.327,6.69268,0.255438,274.4,0.476886
sarp-50-25-C-5,50,25,24,852.384,497.277,403.466,25,7192.74,946.195,Feasible,946.195,1083.85,12.7005,-93.811,10.2561,0.162107,420.5,0.20136
sarp-50-25-B-3,50,25,25,281.358,208.023,209.162,25,7181.58,280.219,Feasible,280.219,291.894,3.99958,1.139,5.12195,0.17848,210,0.316217
sarp-50-25-C-6,50,25,25,977.727,562.931,427.294,25,7190.33,1113.36,Feasible,1113.36,1231.45,9.589,-135.637,9.67561,0.138103,396.7,0.168093
sarp-50-25-B-4,50,25,25,279.648,219.892,228.988,25,7197.67,270.552,Feasible,270.552,296.781,8.83797,9.096,6.47073,0.218049,265.3,0.37674
sarp-50-25-C-3,50,25,15,852.384,294.831,642.022,25,7199.18,505.193,Feasible,505.193,1134.88,55.485,347.191,25.3439,0.340569,1039.1,0.398596
sarp-50-25-C-4,50,25,5,977.727,126.082,646.3,25,7194.26,457.509,Feasible,457.509,1284.27,64.3758,520.218,30.4122,0.388209,1246.9,0.439653
sarp-50-25-A-10,50,25,20,235.302,146.764,275.586,12,717.8,106.48,Optimal,106.48,106.48,0,128.822,10.6707,0.362759,437.5,0.601209
sarp-50-25-A-9,50,25,20,232.452,129.417,237.36,12,641.35,124.509,Optimal,124.509,124.509,0,107.943,10.0244,0.367643,411,0.642589
sarp-50-25-A-11,50,25,22,196.428,114.23,205.114,8,7177.72,105.544,Feasible,105.544,139.477,24.3287,90.884,7.5561,0.310328,309.8,0.61189
sarp-50-25-B-10,50,25,20,279.648,191.252,304.336,12,7177.49,166.564,Feasible,166.564,191.271,12.9173,113.084,11.0488,0.336469,453,0.521889
sarp-50-25-A-7,50,25,20,232.452,127.176,277.84,12,7174.42,81.788,Feasible,81.788,154.696,47.1298,150.664,11.7366,0.399027,481.2,0.661352
sarp-50-25-A-12,50,25,21,203.667,103.522,172.822,8,7184.66,134.367,Feasible,134.367,158.661,15.3121,69.3,5.83171,0.256005,239.1,0.532754
sarp-50-25-B-9,50,25,18,281.358,161.453,275.126,12,7191.87,167.685,Feasible,167.685,177.076,5.3032,113.673,9.75122,0.314267,399.8,0.495108
sarp-50-25-A-8,50,25,19,235.302,142.862,317.124,12,7190.87,61.04,Feasible,61.04,159.132,61.6419,174.262,11.3122,0.359674,463.8,0.566993
sarp-50-25-B-11,50,25,22,225.84,121.368,172.316,8,7195.09,174.892,Feasible,174.892,197.158,11.2934,50.948,5.68049,0.237993,232.9,0.478627
sarp-50-25-C-10,50,25,23,926.655,526.243,459.908,16,7196.13,992.99,Feasible,992.99,1153.45,13.9115,-66.335,11.7463,0.16957,481.6,0.205698
sarp-50-25-B-7,50,25,19,281.358,163.778,401.948,12,7193.63,43.188,Feasible,43.188,239.768,81.9876,238.17,13.5951,0.358526,557.4,0.514586
sarp-50-25-B-12,50,25,22,218.829,120.123,181.562,8,7166.51,157.39,Feasible,157.39,191.55,17.8337,61.439,6.88049,0.285989,282.1,0.570591
sarp-50-25-C-9,50,25,25,890.859,655.642,532.496,16,7174.45,1014.01,Feasible,1014,1217.08,16.6853,-123.146,12.4317,0.17285,509.7,0.209211
sarp-50-25-C-11,50,25,21,544.299,293.675,331.752,9,7182.83,506.222,Feasible,506.222,681.906,25.7637,38.077,10.8341,0.236646,444.2,0.319132
sarp-50-25-C-7,50,25,17,890.859,450.458,659.226,16,7193.84,682.091,Feasible,682.091,1293.52,47.2688,208.768,19.2268,0.248704,788.3,0.290693
sarp-50-25-C-12,50,25,22,556.554,313.513,289.892,10,7177.19,580.175,Feasible,580.175,712.544,18.5769,-23.621,7.67805,0.173501,314.8,0.238052
sarp-50-25-C-8,50,25,21,926.655,502.42,729.79,16,7189.2,699.285,Feasible,699.285,1230.04,43.1493,227.37,20.3024,0.243879,832.4,0.28429
