Instance Name,n_x,m_x,served_x,prof Customer_x,prof Parcel_x,costs_x,K_x,Sol Time_x,Sol Val_x,sol Stat_x,LB_x,UB_x,GAP_x,vrps_x,e(h)_x,et(%)_x,e(km)_x,ed(%)_x,n_y,m_y,served_y,prof Customer_y,prof Parcel_y,costs_y,K_y,Sol Time_y,Sol Val_y,sol Stat_y,LB_y,UB_y,GAP_y,vrps_y,e(h)_y,et(%)_y,e(km)_y,ed(%)_y
sarp-16-8-A-11,,,,,,,,,,,,,,,,,,,16,8,2,74.925,12.12,69.138,3,0.1,17.907,Optimal,17.907,17.907,0.0,57.018,3.16341,0.413321,129.7,0.679769
sarp-16-8-A-11,,,,,,,,,,,,,,,,,,,16,8,2,74.925,12.12,69.138,3,0.1,17.907,Optimal,17.907,17.907,0.0,57.018,3.16341,0.413321,129.7,0.679769
sarp-16-8-A-11,,,,,,,,,,,,,,,,,,,16,8,2,74.925,12.12,69.138,3,0.1,17.907,Optimal,17.907,17.907,0.0,57.018,3.16341,0.413321,129.7,0.679769
sarp-16-8-A-11,,,,,,,,,,,,,,,,,,,16,8,2,74.925,12.12,69.138,3,0.1,17.907,Optimal,17.907,17.907,0.0,57.018,3.16341,0.413321,129.7,0.679769
sarp-16-8-A-11,,,,,,,,,,,,,,,,,,,16,8,2,74.925,12.12,69.138,3,0.1,17.907,Optimal,17.907,17.907,0.0,57.018,3.16341,0.413321,129.7,0.679769
sarp-16-8-A-11,,,,,,,,,,,,,,,,,,,16,8,2,74.925,12.12,69.138,3,0.1,17.907,Optimal,17.907,17.907,0.0,57.018,3.16341,0.413321,129.7,0.679769
sarp-16-8-A-11,,,,,,,,,,,,,,,,,,,16,8,2,74.925,12.12,69.138,3,0.1,17.907,Optimal,17.907,17.907,0.0,57.018,3.16341,0.413321,129.7,0.679769
sarp-16-8-A-11,,,,,,,,,,,,,,,,,,,16,8,2,74.925,12.12,69.138,3,0.1,17.907,Optimal,17.907,17.907,0.0,57.018,3.16341,0.413321,129.7,0.679769
sarp-16-8-A-11,,,,,,,,,,,,,,,,,,,16,8,2,74.925,12.12,69.138,3,0.1,17.907,Optimal,17.907,17.907,0.0,57.018,3.16341,0.413321,129.7,0.679769
sarp-16-8-A-11,,,,,,,,,,,,,,,,,,,16,8,2,74.925,12.12,69.138,3,0.1,17.907,Optimal,17.907,17.907,0.0,57.018,3.16341,0.413321,129.7,0.679769
