cabid lati longi timestamp sequence
2.0 37.7255 -122.4341 825.0 12.0
2.0 37.6507 -122.4068 862.0 13.0
2.0 37.7947 -122.4006 878.0 14.0
2.0 37.6019 -122.3795 937.0 15.0
2.0 37.6004 -122.3840 954.0 16.0
2.0 37.6039 -122.3825 970.0 17.0
3.0 37.7296 -122.4032 552.0 1.0
3.0 37.8021 -122.4019 566.0 2.0
3.0 37.7917 -122.4027 587.0 3.0
3.0 37.6179 -122.3871 614.0 4.0
3.0 37.6119 -122.3955 721.0 5.0
3.0 37.4257 -122.0977 743.0 6.0
3.0 37.7894 -122.4023 815.0 7.0
3.0 37.7906 -122.4324 829.0 8.0
3.0 37.7902 -122.4207 837.0 9.0
3.0 37.7886 -122.3928 846.0 10.0
3.0 37.7766 -122.3956 972.0 11.0
3.0 37.7766 -122.3958 974.0 12.0
3.0 37.7717 -122.4019 977.0 13.0
3.0 37.7874 -122.4111 985.0 14.0
3.0 37.7995 -122.4093 991.0 15.0
3.0 37.7948 -122.4002 996.0 16.0
3.0 37.7848 -122.3899 1001.0 17.0
3.0 37.7821 -122.3925 1007.0 18.0
3.0 37.7797 -122.3949 1013.0 19.0
4.0 37.7936 -122.4017 756.0 1.0
4.0 37.7904 -122.4225 762.0 2.0
4.0 37.8027 -122.4295 783.0 3.0
4.0 37.6179 -122.3857 810.0 4.0
4.0 37.7460 -122.3873 847.0 5.0
4.0 37.7815 -122.4654 866.0 6.0
4.0 37.7860 -122.4572 870.0 7.0
4.0 37.8025 -122.4306 887.0 8.0
4.0 37.7860 -122.4197 922.0 9.0
4.0 37.7637 -122.3977 932.0 10.0
1.0 37.6247 -122.4011 613.0 1.0
1.0 37.8067 -122.4106 633.0 2.0
1.0 37.8060 -122.4179 639.0 3.0
1.0 37.7965 -122.4022 646.0 4.0
1.0 37.7929 -122.3961 659.0 5.0
1.0 37.7989 -122.4083 668.0 6.0
1.0 37.7945 -122.3998 683.0 7.0
1.0 37.8012 -122.4018 688.0 8.0
1.0 37.7947 -122.3977 709.0 9.0
1.0 37.7953 -122.2695 726.0 10.0
1.0 37.7949 -122.3976 759.0 11.0
1.0 37.7892 -122.4106 766.0 12.0
1.0 37.7885 -122.4056 769.0 13.0
1.0 37.7914 -122.3943 775.0 14.0
1.0 37.7909 -122.4041 789.0 15.0
1.0 37.7897 -122.4137 792.0 16.0
1.0 37.7885 -122.4047 795.0 17.0
1.0 37.7725 -122.4041 805.0 18.0
2.0 37.7575 -122.4090 577.0 1.0
2.0 37.6820 -122.3888 619.0 2.0
2.0 37.7833 -122.4404 712.0 3.0
2.0 37.7239 -122.4359 740.0 4.0
2.0 37.7577 -122.4191 755.0 5.0
2.0 37.7927 -122.4334 768.0 6.0
2.0 37.7859 -122.4333 772.0 7.0
2.0 37.7408 -122.4310 790.0 8.0
2.0 37.7422 -122.4252 803.0 9.0
2.0 37.7226 -122.4442 809.0 10.0
2.0 37.7209 -122.4355 821.0 11.0
2.0 37.7613 -122.4277 833.0 12.0
2.0 37.7926 -122.4031 994.0 13.0
2.0 37.7858 -122.4249 1002.0 14.0
2.0 37.7854 -122.4164 1006.0 15.0
2.0 37.7671 -122.4002 1015.0 16.0
3.0 37.6132 -122.3842 616.0 1.0
lati longi low_tw
37.7528 -122.4214 793.0
37.7927 -122.3928 711.0
37.7995 -122.399 781.0
37.7023 -122.3992 778.0
37.7751 -122.4111 568.0
37.7785 -122.3992 831.0
37.7943 -122.4181 490.0
37.7584 -122.3954 749.0
37.7852 -122.4152 925.0
37.7547 -122.4059 860.0
37.774 -122.4742 884.0
37.7869 -122.4561 734.0
37.7093 -122.4195 831.0
37.7949 -122.3912 526.0
37.7869 -122.4363 759.0
37.6902 -122.454 862.0
37.7915 -122.4256 547.0
37.7714 -122.3998 554.0
37.7781 -122.4135 846.0
37.7702 -122.4191 635.0
37.6812 -122.4136 878.0
37.7714 -122.4239 885.0
37.7885 -122.4222 739.0
37.7722 -122.3909 626.0
37.7969 -122.4034 859.0
37.7949 -122.4107 727.0
37.7023 -122.45 738.0
37.7076 -122.4903 902.0
37.7791 -122.4268 870.0
37.7569 -122.4042 915.0
37.7518 -122.4199 817.0
37.7579 -122.4078 893.0
37.7661 -122.4215 632.0
37.7769 -122.4622 573.0
37.7525 -122.3924 534.0
37.6785 -122.4796 539.0
37.7821 -122.4014 813.0
37.6702 -122.4594 706.0
37.7876 -122.3944 650.0
37.7434 -122.4179 605.0
37.7594 -122.4249 776.0
37.7897 -122.4021 590.0
37.661 -122.4352 696.0
37.6833 -122.4469 577.0
37.6989 -122.4885 541.0
37.7585 -122.4005 525.0
37.7723 -122.3906 828.0
37.716 -122.4423 603.0
37.669 -122.4266 610.0
37.707 -122.4294 675.0
37.7672 -122.4132 535.0
37.767 -122.3969 498.0
37.7615 -122.429 560.0
37.7573 -122.4014 761.0
37.7598 -122.411 739.0
37.7941 -122.4252 649.0
37.7676 -122.4161 940.0
37.7806 -122.4221 678.0
37.7635 -122.4121 794.0
37.7234 -122.4687 500.0
37.7731 -122.406 877.0
37.6742 -122.4385 608.0
37.7834 -122.4299 830.0
37.6797 -122.4343 501.0
37.681 -122.416 719.0
37.7168 -122.4766 553.0
37.7574 -122.4084 895.0
37.7796 -122.3907 955.0
37.7741 -122.3932 684.0
37.7595 -122.3929 674.0
37.7811 -122.4261 850.0
37.699 -122.3952 708.0
37.7975 -122.418 701.0
37.6708 -122.4532 538.0
37.788 -122.423 852.0
37.7637 -122.4196 823.0
37.757 -122.4002 958.0
37.7497 -122.423 712.0
37.7779 -122.393 649.0
37.7623 -122.3917 768.0
37.777 -122.4111 793.0
37.7742 -122.4265 711.0
37.7762 -122.4138 781.0
37.7574 -122.4044 778.0
37.7579 -122.4271 568.0
37.7745 -122.4529 831.0
37.783 -122.4157 490.0
37.7788 -122.4198 749.0
37.7618 -122.4195 925.0
37.7981 -122.3914 860.0
37.7777 -122.417 884.0
37.7809 -122.4014 734.0
37.6821 -122.4424 831.0
37.7542 -122.4054 526.0
37.7944 -122.4961 759.0
37.7965 -122.4544 862.0
37.6888 -122.497 547.0
37.7594 -122.3997 554.0
37.7928 -122.39 846.0
37.799 -122.4155 635.0
37.7541 -122.3913 878.0
37.677 -122.4361 885.0
37.7919 -122.4254 739.0
37.7749 -122.4177 626.0
37.7045 -122.4395 859.0
37.6931 -122.3938 727.0
37.7695 -122.4073 738.0
37.7779 -122.3977 902.0
37.7806 -122.3945 870.0
37.7763 -122.3946 915.0
37.7703 -122.3993 817.0
