cabid lati longi timestamp sequence
1.0 37.7895 -122.4001 546.0 1.0
1.0 37.7928 -122.3945 548.0 2.0
1.0 37.7942 -122.4064 566.0 3.0
1.0 37.7919 -122.4107 571.0 4.0
1.0 37.7922 -122.4074 572.0 5.0
1.0 37.8000 -122.4106 577.0 6.0
1.0 37.8000 -122.4107 579.0 7.0
1.0 37.8051 -122.4035 583.0 8.0
1.0 37.7983 -122.4010 585.0 9.0
1.0 37.7860 -122.4533 598.0 10.0
1.0 37.7921 -122.4307 610.0 11.0
1.0 37.7868 -122.4064 618.0 12.0
1.0 37.7931 -122.3946 639.0 13.0
1.0 37.7889 -122.4118 646.0 14.0
1.0 37.7916 -122.4074 655.0 15.0
1.0 37.6165 -122.3861 684.0 16.0
1.0 37.6152 -122.3902 691.0 17.0
1.0 37.6571 -122.4097 705.0 18.0
1.0 37.6147 -122.3960 721.0 19.0
1.0 37.8349 -122.2936 746.0 20.0
1.0 37.7909 -122.4021 783.0 21.0
1.0 37.7860 -122.4098 790.0 22.0
1.0 37.7877 -122.4101 793.0 23.0
1.0 37.7967 -122.4220 802.0 24.0
1.0 37.7929 -122.3976 824.0 25.0
1.0 37.7830 -122.4031 829.0 26.0
1.0 37.7858 -122.3970 840.0 27.0
1.0 37.7948 -122.4005 847.0 28.0
1.0 37.7943 -122.4001 848.0 29.0
1.0 37.7897 -122.4023 850.0 30.0
1.0 37.7894 -122.4025 851.0 31.0
1.0 37.7854 -122.4787 867.0 32.0
1.0 37.7734 -122.4652 874.0 33.0
1.0 37.7695 -122.4245 888.0 34.0
1.0 37.7806 -122.4187 896.0 35.0
1.0 37.7989 -122.4374 904.0 36.0
1.0 37.7989 -122.4359 906.0 37.0
1.0 37.8060 -122.4098 916.0 38.0
1.0 37.8061 -122.4098 917.0 39.0
2.0 37.7951 -122.4293 666.0 1.0
2.0 37.7940 -122.3931 678.0 2.0
2.0 37.7936 -122.3926 680.0 3.0
2.0 37.7871 -122.3876 685.0 4.0
2.0 37.7932 -122.3993 691.0 5.0
2.0 37.7888 -122.4100 696.0 6.0
2.0 37.7855 -122.4396 720.0 7.0
2.0 37.7876 -122.4133 726.0 8.0
2.0 37.7833 -122.4337 737.0 9.0
2.0 37.7637 -122.4194 746.0 10.0
2.0 37.7635 -122.4195 747.0 11.0
2.0 37.7751 -122.4109 755.0 12.0
2.0 37.7843 -122.4076 759.0 13.0
2.0 37.7923 -122.3994 763.0 14.0
2.0 37.7829 -122.4097 768.0 15.0
2.0 37.7793 -122.4272 773.0 16.0
2.0 37.7370 -122.4316 791.0 17.0
2.0 37.7544 -122.4388 802.0 18.0
2.0 37.7608 -122.4350 805.0 19.0
2.0 37.7597 -122.4457 810.0 20.0
2.0 37.7619 -122.4185 821.0 21.0
2.0 37.7859 -122.4190 832.0 22.0
2.0 37.7829 -122.4207 835.0 23.0
2.0 37.8084 -122.4104 847.0 24.0
2.0 37.7831 -122.4473 960.0 25.0
2.0 37.7814 -122.4398 965.0 26.0
2.0 37.7855 -122.4110 981.0 27.0
2.0 37.7785 -122.4088 985.0 28.0
2.0 37.7961 -122.3963 1004.0 29.0
2.0 37.7803 -122.3902 1014.0 30.0
2.0 37.7800 -122.3898 1015.0 31.0
lati longi low_tw
37.741 -122.4739 740.0
37.7403 -122.4789 855.0
37.7244 -122.4762 906.0
37.67 -122.4766 632.0
37.7077 -122.4867 781.0
37.7447 -122.478 775.0
37.7456 -122.4787 758.0
37.7138 -122.4862 796.0
37.728 -122.4559 567.0
37.7225 -122.4542 581.0
37.725 -122.4491 564.0
37.7126 -122.4881 665.0
37.662 -122.4706 631.0
37.7079 -122.4901 825.0
37.6616 -122.47 636.0
37.7249 -122.4709 594.0
37.7253 -122.4773 496.0
37.6614 -122.4682 685.0
37.7274 -122.472 879.0
37.7213 -122.4713 557.0
37.662 -122.4765 782.0
37.6686 -122.4729 882.0
37.7375 -122.4791 879.0
37.7402 -122.475 597.0
37.7145 -122.4836 512.0
37.7147 -122.4836 678.0
37.7079 -122.4856 756.0
37.7221 -122.4787 638.0
37.7094 -122.4903 805.0
37.7229 -122.4552 848.0
37.7286 -122.4555 675.0
37.7372 -122.4767 677.0
37.7293 -122.4508 636.0
37.7432 -122.48 889.0
37.7458 -122.4805 560.0
37.7124 -122.4867 502.0
37.7291 -122.4514 870.0
37.6696 -122.4774 811.0
37.6635 -122.475 614.0
37.7381 -122.4734 800.0
37.7197 -122.4766 883.0
37.7296 -122.4545 853.0
37.6681 -122.4722 679.0
37.7379 -122.4824 811.0
37.7068 -122.481 626.0
37.7276 -122.4544 550.0
37.7126 -122.4904 743.0
37.7265 -122.4489 778.0
37.7429 -122.4797 516.0
37.7247 -122.4528 683.0
37.7251 -122.4541 740.0
37.7202 -122.4496 855.0
37.6624 -122.4696 906.0
37.7459 -122.4825 632.0
37.7213 -122.4777 781.0
37.7285 -122.4552 775.0
37.7262 -122.4523 758.0
37.721 -122.4707 796.0
37.7114 -122.4819 567.0
37.711 -122.4896 581.0
37.7109 -122.4836 564.0
37.7247 -122.4714 665.0
37.7426 -122.4732 631.0
37.7269 -122.4745 825.0
37.7432 -122.48 636.0
37.6708 -122.4683 594.0
37.6685 -122.4695 496.0
37.7371 -122.4739 685.0
37.67 -122.4684 879.0
37.665 -122.4743 557.0
37.7362 -122.4814 782.0
37.7407 -122.4794 882.0
37.721 -122.4477 879.0
37.7213 -122.4545 597.0
37.7251 -122.4771 512.0
37.7222 -122.4737 678.0
37.727 -122.4727 756.0
37.6646 -122.4697 638.0
37.7238 -122.4722 805.0
37.7134 -122.4818 848.0
37.707 -122.4887 675.0
37.7253 -122.457 677.0
37.715 -122.4896 636.0
37.728 -122.4486 889.0
37.7283 -122.448 560.0
37.7263 -122.4705 502.0
37.7059 -122.4903 870.0
37.7389 -122.4797 811.0
37.7441 -122.4812 614.0
37.7264 -122.4563 800.0
37.6674 -122.468 883.0
37.7122 -122.4861 853.0
37.7455 -122.4813 679.0
37.7276 -122.4521 811.0
37.7214 -122.4783 626.0
37.7149 -122.4826 550.0
37.7264 -122.4776 743.0
37.712 -122.4886 778.0
37.73 -122.4528 516.0
37.7096 -122.4851 683.0
