10
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,5.23447,0,0,3.79463,6.9211e-310,6.9211e-310,9.02911,57.9733,0,0,42.0267,7.66533e-309,7.66533e-309
grubhub-11-1.tsp ,3.74488,0.53935,0.424715,3.26098,18.2565,0,26.2264,14.279,2.05651,1.61942,12.4339,69.6111,0
grubhub-11-2.tsp ,3.99561,0.779837,0.533496,5.29951,10.3694,1.0265,22.0044,18.1582,3.54401,2.4245,24.0839,47.1244,4.665
grubhub-11-3.tsp ,4.14244,0.454959,0.267154,2.63854,13.3915,1.4988e-15,20.8946,19.8254,2.1774,1.27858,12.6278,64.0908,7.17314e-15
grubhub-11-4.tsp ,3.55854,0.660813,0.569106,3.00732,23.8982,4.55065,36.2446,9.81811,1.8232,1.57018,8.29728,65.9359,12.5554
20
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,4.13041,0.42813,0.514472,3.4522,12.6079,1.9387,23.0718,17.9024,1.85564,2.22987,14.9628,54.6463,8.4029
grubhub-11-1.tsp ,3.21154,0.949431,0.659187,3.11512,11.7441,3.66374e-15,19.6794,16.3193,4.82448,3.34962,15.8293,59.6773,1.86171e-14
grubhub-11-2.tsp ,3.14813,1.88699,0.84748,5.02732,6.3039,5.25935,22.4732,14.0084,8.39664,3.77107,22.3703,28.0508,23.4028
grubhub-11-3.tsp ,3.11789,1.05577,0.814797,2.36098,8.52894,4.2748,20.1532,15.4709,5.23874,4.04302,11.7152,42.3206,21.2115
grubhub-11-4.tsp ,2.90033,1.16602,0.89626,2.80244,18.8791,10.968,37.6122,7.71113,3.1001,2.3829,7.45088,50.1941,29.1609
30
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,3.20049,1.28309,0.997236,3.10098,10.3457,4.23163,23.1591,13.8196,5.54032,4.30602,13.3899,44.6722,18.272
grubhub-11-1.tsp ,2.28602,1.64439,1.01415,2.34537,7.77772,5.01772,20.0854,11.3815,8.18701,5.04918,11.677,38.7233,24.982
grubhub-11-2.tsp ,2.74683,1.27577,0.951382,3.58732,4.23244,1.67927,14.473,18.979,8.81484,6.57349,24.7863,29.2437,11.6028
grubhub-11-3.tsp ,2.77854,1.05577,0.814797,1.94927,1.57821,3.93902,12.1156,22.9335,8.71415,6.72518,16.0889,13.0263,32.512
grubhub-11-4.tsp ,2.1787,2.37024,1.09805,2.27317,10.3421,11.7864,30.0487,7.25056,7.88801,3.65423,7.56496,34.4178,39.2244
40
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,2.18081,1.51024,1.49024,2.75854,3.9326,7.07724,18.9497,11.5084,7.96976,7.86422,14.5572,20.7529,37.3475
grubhub-11-1.tsp ,1.66325,1.64439,1.01415,1.65122,5.47512,5.16244,16.6106,10.0132,9.89966,6.10543,9.94078,32.9617,31.0792
grubhub-11-2.tsp ,2.21285,1.17089,0.951382,3.31512,3.43333,5.8552,16.9388,13.0638,6.91251,5.61659,19.5712,20.2691,34.5669
grubhub-11-3.tsp ,1.89545,1.8561,1.24634,1.58195,1.03154,3.90488,11.5163,16.4589,16.1172,10.8224,13.7367,8.95729,33.9075
grubhub-11-4.tsp ,1.78667,2.37024,1.09805,1.92683,28.0511,5.36902,40.602,4.40045,5.83776,2.70442,4.74566,69.0882,13.2236
10
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,5.23447,0,0,3.79463,5.09675,7.07724,21.2031,24.6873,0,0,17.8966,24.0378,33.3783
grubhub-11-1.tsp ,3.30016,0.533008,0.869431,3.22927,17.5325,0,25.4644,12.9599,2.09315,3.4143,12.6815,68.8511,0
grubhub-11-2.tsp ,3.99561,0.779837,0.533496,5.29951,16.1472,1.23789,27.9935,14.2734,2.78578,1.90579,18.9312,57.6818,4.42205
grubhub-11-3.tsp ,4.14244,0.454959,0.267154,2.63854,13.3915,1.4988e-15,20.8946,19.8254,2.1774,1.27858,12.6278,64.0908,7.17314e-15
grubhub-11-4.tsp ,2.34098,1.00569,1.78667,2.44829,23.8982,4.55065,36.0305,6.49721,2.79122,4.95876,6.79506,66.3277,12.63
20
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,4.13041,0.42813,0.514472,3.4522,20.9456,4.4964e-15,29.4708,14.0152,1.45273,1.7457,11.7139,71.0724,1.52571e-14
grubhub-11-1.tsp ,2.85659,1.11236,1.01415,2.9239,18.7975,2.2235,28.928,9.87482,3.84527,3.50576,10.1075,64.9803,7.68632
grubhub-11-2.tsp ,2.54683,2.00943,1.44878,4.89366,13.268,0.856016,25.0227,10.1781,8.03044,5.78987,19.5569,53.0238,3.42096
grubhub-11-3.tsp ,3.11789,1.05577,0.814797,2.36098,9.72106,3.38024,20.4507,15.2458,5.16252,3.98419,11.5447,47.534,16.5287
grubhub-11-4.tsp ,1.68276,1.51089,2.11382,2.24341,25.2965,4.55065,37.398,4.4996,4.04004,5.65222,5.99875,67.6412,12.1681
30
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,3.20049,1.28309,0.997236,3.10098,14.9176,4.23163,27.7311,11.5412,4.6269,3.5961,11.1823,53.794,15.2595
grubhub-11-1.tsp ,2.28602,1.64439,1.01415,2.34537,7.77772,5.01772,20.0854,11.3815,8.18701,5.04918,11.677,38.7233,24.982
grubhub-11-2.tsp ,2.74683,1.27577,0.951382,3.58732,5.26415,2.50341,16.3289,16.8219,7.81299,5.82638,21.9692,32.2383,15.3312
grubhub-11-3.tsp ,2.77854,1.05577,0.814797,1.94927,5.18081,3.93902,15.7182,17.6772,6.71687,5.18378,12.4013,32.9606,25.0603
grubhub-11-4.tsp ,1.16293,1.51089,2.11382,1.89902,18.0041,5.36902,30.0598,3.86871,5.02629,7.03204,6.31748,59.8944,17.8611
40
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,2.18081,1.51024,1.49024,2.75854,7.78187,6.0587,21.7804,10.0127,6.93396,6.84213,12.6652,35.7288,27.8172
grubhub-11-1.tsp ,1.66325,1.64439,1.01415,1.65122,4.85333,5.16244,15.9888,10.4026,10.2847,6.34286,10.3274,30.3546,32.2879
grubhub-11-2.tsp ,2.21285,1.17089,0.951382,3.31512,3.40829,2.50341,13.562,16.3166,8.63367,7.01508,24.4443,25.1313,18.4591
grubhub-11-3.tsp ,1.89545,1.8561,1.24634,1.58195,9.39049,5.3639,21.3342,8.88454,8.70009,5.84198,7.41509,44.0161,25.1422
grubhub-11-4.tsp ,0.485203,2.49561,2.39951,1.18976,20.5739,6.42886,33.5728,1.44523,7.43342,7.14718,3.5438,61.2814,19.149
10
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,5.23447,0,0,3.79463,10.1133,2.24764,21.39,24.4716,0,0,17.7402,47.2803,10.5079
