
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-5.tsp ,60.76,66.46,36.14,113.78,277.14,21.9239,23.9807,13.0403,41.0551
grubhub-14-6.tsp ,87.1,56.92,33.24,144.16,321.42,27.0985,17.7089,10.3416,44.851
grubhub-14-7.tsp ,77.66,13.48,10.08,115.68,216.9,35.8045,6.21485,4.6473,53.3333
grubhub-14-8.tsp ,92.14,39.7,18.02,140.28,290.14,31.7571,13.683,6.21079,48.3491
grubhub-14-9.tsp ,86.56,78.76,25.54,115.06,305.92,28.295,25.7453,8.34859,37.6111

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-14-5.tsp ,28.7,92.7,47.56,96.4,265.36,10.8155,34.9337,17.9228,36.328
grubhub-14-6.tsp ,43.14,87.6,55.9,131.64,318.28,13.5541,27.5229,17.5632,41.3598
grubhub-14-7.tsp ,49.76,57.38,19,82.54,208.68,23.8451,27.4966,9.10485,39.5534
grubhub-14-8.tsp ,78.54,33.58,21.42,115.74,249.28,31.5067,13.4708,8.59275,46.4297
grubhub-14-9.tsp ,59.46,71.82,27.54,87.36,246.18,24.1531,29.1738,11.1869,35.4862
