cabid lati longi timestamp sequence
2.0 37.7709 -122.4402 666.0 10.0
2.0 37.7637 -122.4571 674.0 11.0
2.0 37.7230 -122.4413 693.0 12.0
2.0 37.7456 -122.4226 705.0 13.0
2.0 37.7863 -122.4384 724.0 14.0
2.0 37.7881 -122.4254 726.0 15.0
2.0 37.7854 -122.4197 729.0 16.0
2.0 37.7877 -122.4061 748.0 17.0
2.0 37.8001 -122.4561 764.0 18.0
2.0 37.7478 -122.4207 814.0 19.0
2.0 37.7880 -122.4126 843.0 20.0
2.0 37.7874 -122.4083 850.0 21.0
2.0 37.7639 -122.4574 866.0 22.0
2.0 37.7686 -122.4534 870.0 23.0
2.0 37.7767 -122.3945 883.0 24.0
2.0 37.7786 -122.4166 936.0 25.0
2.0 37.7911 -122.4210 944.0 26.0
2.0 37.7853 -122.4012 966.0 27.0
2.0 37.7877 -122.4083 970.0 28.0
3.0 37.7835 -122.4167 873.0 1.0
3.0 37.7802 -122.3944 906.0 2.0
3.0 37.7871 -122.4149 912.0 3.0
3.0 37.7878 -122.4008 920.0 4.0
3.0 37.7983 -122.4335 932.0 5.0
3.0 37.7956 -122.4237 936.0 6.0
3.0 37.7855 -122.4300 945.0 7.0
3.0 37.7857 -122.4284 946.0 8.0
3.0 37.7868 -122.4116 954.0 9.0
3.0 37.7883 -122.4018 967.0 10.0
3.0 37.7777 -122.3935 975.0 11.0
3.0 37.7884 -122.4017 982.0 12.0
3.0 37.7925 -122.3923 986.0 13.0
3.0 37.7877 -122.4018 998.0 14.0
3.0 37.7931 -122.3926 1003.0 15.0
3.0 37.7950 -122.3971 1009.0 16.0
1.0 37.7039 -122.3938 553.0 1.0
1.0 37.7488 -122.4097 579.0 2.0
1.0 37.7868 -122.4043 592.0 3.0
1.0 37.7812 -122.4794 650.0 4.0
2.0 37.6144 -122.3962 547.0 1.0
2.0 37.7761 -122.4050 563.0 2.0
2.0 37.6160 -122.3886 605.0 3.0
2.0 37.7902 -122.4044 625.0 4.0
2.0 37.7902 -122.4044 626.0 5.0
2.0 37.7867 -122.4021 643.0 6.0
2.0 37.7834 -122.4025 650.0 7.0
2.0 37.7866 -122.4031 665.0 8.0
2.0 37.6158 -122.3901 684.0 9.0
2.0 37.6163 -122.3864 690.0 10.0
2.0 37.7747 -122.4245 708.0 11.0
2.0 37.7540 -122.4102 715.0 12.0
2.0 37.7964 -122.4052 730.0 13.0
2.0 37.7890 -122.3964 767.0 14.0
2.0 37.7633 -122.2162 801.0 15.0
2.0 37.7853 -122.3996 843.0 16.0
2.0 37.7778 -122.3914 849.0 17.0
3.0 37.7839 -122.4078 545.0 1.0
3.0 37.7934 -122.3925 551.0 2.0
3.0 37.7872 -122.4078 585.0 3.0
3.0 37.7944 -122.4032 591.0 4.0
3.0 37.7952 -122.3993 593.0 5.0
3.0 37.7844 -122.4392 604.0 6.0
3.0 37.7881 -122.4075 650.0 7.0
3.0 37.7934 -122.4418 662.0 8.0
3.0 37.7871 -122.4094 710.0 9.0
3.0 37.7814 -122.4180 714.0 10.0
3.0 37.7879 -122.4202 718.0 11.0
3.0 37.7585 -122.4191 728.0 12.0
3.0 37.7598 -122.4215 738.0 13.0
3.0 37.7742 -122.4048 749.0 14.0
lati longi low_tw
37.7197 -122.4375 590.0
37.715 -122.4353 957.0
37.7265 -122.4898 797.0
37.797 -122.4292 914.0
37.7178 -122.4411 807.0
37.7191 -122.4366 502.0
37.718 -122.4438 675.0
37.7193 -122.4361 808.0
37.714 -122.4396 830.0
37.7174 -122.4663 733.0
37.7241 -122.4899 806.0
37.7955 -122.4323 721.0
37.7224 -122.463 489.0
37.8024 -122.4357 534.0
37.7154 -122.4618 607.0
37.7258 -122.4887 851.0
37.7183 -122.4378 799.0
37.7285 -122.4832 939.0
37.717 -122.4692 742.0
37.8034 -122.4345 780.0
37.7125 -122.4404 541.0
37.7221 -122.4627 794.0
37.7243 -122.4644 753.0
37.7277 -122.4937 518.0
37.7319 -122.4893 692.0
37.7168 -122.4427 498.0
37.799 -122.4359 647.0
37.7225 -122.4695 890.0
37.7158 -122.4639 652.0
37.795 -122.4276 795.0
37.7311 -122.4937 946.0
37.7256 -122.4874 643.0
37.7202 -122.4621 916.0
37.7134 -122.4419 810.0
37.7107 -122.4374 687.0
37.7939 -122.4288 834.0
37.7951 -122.4319 618.0
37.7214 -122.463 748.0
37.7277 -122.4868 913.0
37.7114 -122.4437 835.0
37.7197 -122.4414 620.0
37.7178 -122.444 785.0
37.7966 -122.4352 917.0
37.8022 -122.4333 710.0
37.7273 -122.4931 671.0
37.7197 -122.4361 642.0
37.7984 -122.4304 938.0
37.7193 -122.4606 917.0
37.7118 -122.4387 487.0
37.8006 -122.4282 506.0
37.7161 -122.4416 538.0
37.7105 -122.4411 903.0
37.8011 -122.4293 898.0
37.717 -122.4651 504.0
37.7971 -122.4292 811.0
37.7137 -122.4427 807.0
37.8034 -122.4345 532.0
37.7238 -122.4683 686.0
37.7301 -122.4951 511.0
37.7968 -122.4327 630.0
37.7321 -122.4837 590.0
37.732 -122.4835 957.0
37.7948 -122.4333 797.0
37.7284 -122.4896 914.0
37.7275 -122.4928 807.0
37.7276 -122.4925 502.0
37.7298 -122.4889 675.0
37.7286 -122.4833 808.0
37.7282 -122.4867 830.0
37.7167 -122.4373 733.0
37.7943 -122.4278 806.0
37.725 -122.4943 721.0
37.7152 -122.4373 489.0
37.7304 -122.4908 534.0
37.7138 -122.4361 607.0
37.7246 -122.4634 851.0
37.7294 -122.4835 799.0
37.8005 -122.4358 939.0
37.7128 -122.4376 742.0
37.7215 -122.4931 780.0
37.7273 -122.4927 541.0
37.7197 -122.4388 794.0
37.7184 -122.4438 753.0
37.725 -122.4673 518.0
37.7997 -122.4292 692.0
37.7281 -122.4883 498.0
37.727 -122.4941 647.0
37.7176 -122.4389 890.0
37.7114 -122.4396 652.0
37.7311 -122.4947 795.0
37.7228 -122.4642 946.0
37.8014 -122.4362 643.0
37.7143 -122.4388 916.0
37.7292 -122.486 810.0
37.733 -122.4917 687.0
37.7229 -122.4911 834.0
37.7283 -122.4957 618.0
37.7187 -122.4362 748.0
37.7162 -122.4651 913.0
37.7237 -122.483 835.0
37.7288 -122.4831 620.0
37.7243 -122.4876 785.0
37.7273 -122.4874 917.0
37.7298 -122.4906 710.0
37.7225 -122.463 671.0
37.7233 -122.487 642.0
37.7292 -122.4873 938.0
37.717 -122.4367 917.0
37.7322 -122.4903 487.0
37.7295 -122.4884 506.0
