cabid lati longi timestamp sequence
2.0 37.7932 -122.4208 687.0 12.0
2.0 37.7932 -122.4139 690.0 13.0
2.0 37.7679 -122.4290 713.0 14.0
2.0 37.7668 -122.3999 725.0 15.0
2.0 37.7626 -122.3961 732.0 16.0
2.0 37.7514 -122.3943 739.0 17.0
2.0 37.6152 -122.3902 785.0 18.0
2.0 37.7851 -122.4005 800.0 19.0
2.0 37.6161 -122.3883 821.0 20.0
2.0 37.6583 -122.4848 842.0 21.0
2.0 37.6153 -122.3902 857.0 22.0
2.0 37.5313 -122.2650 878.0 23.0
2.0 37.7560 -122.4052 920.0 24.0
2.0 37.7523 -122.4183 926.0 25.0
2.0 37.7523 -122.4187 931.0 26.0
2.0 37.7483 -122.4203 933.0 27.0
2.0 37.7554 -122.4210 942.0 28.0
2.0 37.7656 -122.4221 945.0 29.0
2.0 37.7774 -122.4132 960.0 30.0
2.0 37.7862 -122.4111 964.0 31.0
2.0 37.7856 -122.4098 972.0 32.0
2.0 37.6155 -122.3844 994.0 33.0
3.0 37.7880 -122.4109 940.0 1.0
3.0 37.7903 -122.3936 956.0 2.0
3.0 37.8012 -122.4229 966.0 3.0
3.0 37.7971 -122.4280 970.0 4.0
3.0 37.7982 -122.4073 978.0 5.0
3.0 37.7966 -122.4006 982.0 6.0
3.0 37.7868 -122.4109 990.0 7.0
3.0 37.7867 -122.4047 993.0 8.0
3.0 37.7959 -122.3943 1001.0 9.0
3.0 37.7959 -122.3943 1002.0 10.0
3.0 37.8057 -122.4223 1010.0 11.0
3.0 37.8005 -122.4104 1014.0 12.0
3.0 37.7979 -122.4220 1017.0 13.0
1.0 37.7831 -122.4677 542.0 1.0
1.0 37.7810 -122.4650 543.0 2.0
1.0 37.7811 -122.4601 544.0 3.0
1.0 37.7954 -122.4081 559.0 4.0
1.0 37.7767 -122.3954 601.0 5.0
1.0 37.7786 -122.3932 602.0 6.0
1.0 37.7786 -122.3932 603.0 7.0
1.0 37.7855 -122.4078 610.0 8.0
1.0 37.7839 -122.4176 618.0 9.0
1.0 37.7840 -122.4191 619.0 10.0
1.0 37.7733 -122.4185 624.0 11.0
1.0 37.7724 -122.4190 625.0 12.0
1.0 37.7724 -122.4190 626.0 13.0
1.0 37.7928 -122.3933 636.0 14.0
1.0 37.7833 -122.3935 640.0 15.0
1.0 37.7870 -122.3886 641.0 16.0
1.0 37.7948 -122.3934 645.0 17.0
1.0 37.7846 -122.4089 655.0 18.0
1.0 37.7846 -122.4091 660.0 19.0
1.0 37.7848 -122.4094 661.0 20.0
1.0 37.7855 -122.4214 667.0 21.0
1.0 37.8067 -122.4106 695.0 22.0
1.0 37.8038 -122.4098 696.0 23.0
1.0 37.7999 -122.4090 697.0 24.0
1.0 37.8084 -122.4101 718.0 25.0
1.0 37.8080 -122.4125 719.0 26.0
1.0 37.7889 -122.4084 730.0 27.0
1.0 37.7767 -122.3955 744.0 28.0
1.0 37.7764 -122.3986 745.0 29.0
1.0 37.7877 -122.4117 751.0 30.0
1.0 37.7945 -122.4069 767.0 31.0
1.0 37.7933 -122.4067 768.0 32.0
1.0 37.7540 -122.4498 789.0 33.0
1.0 37.7299 -122.4449 800.0 34.0
1.0 37.7304 -122.4443 801.0 35.0
lati longi low_tw
37.6754 -122.4853 771.0
37.7819 -122.4161 830.0
37.7742 -122.4213 840.0
37.7822 -122.4815 784.0
37.7774 -122.4179 523.0
37.7509 -122.3981 503.0
37.7027 -122.4066 814.0
37.7846 -122.4278 565.0
37.7712 -122.4099 726.0
37.7635 -122.4135 530.0
37.7639 -122.3916 834.0
37.7763 -122.4002 598.0
37.7965 -122.407 794.0
37.7517 -122.4338 514.0
37.8 -122.42 524.0
37.7615 -122.3953 777.0
37.7609 -122.4072 489.0
37.7578 -122.4292 796.0
37.7752 -122.3902 717.0
37.7614 -122.3953 830.0
37.6749 -122.4224 526.0
37.7043 -122.4373 610.0
37.6689 -122.3942 758.0
37.7812 -122.3986 828.0
37.757 -122.4689 745.0
37.6579 -122.4469 555.0
37.7994 -122.4032 498.0
37.7932 -122.4107 497.0
37.6754 -122.4346 876.0
37.7728 -122.3904 827.0
37.7009 -122.4041 650.0
37.7569 -122.4266 911.0
37.7719 -122.3975 956.0
37.7959 -122.4127 527.0
37.7738 -122.4248 626.0
37.7775 -122.4118 748.0
37.7166 -122.4147 660.0
37.7522 -122.4792 837.0
37.7607 -122.4134 683.0
37.7981 -122.4174 708.0
37.7667 -122.4225 795.0
37.7856 -122.4068 920.0
37.7984 -122.3927 726.0
37.7754 -122.4914 850.0
37.787 -122.4057 757.0
37.7257 -122.4635 894.0
37.7628 -122.412 606.0
37.7726 -122.4094 715.0
37.7842 -122.4033 552.0
37.7459 -122.4929 932.0
37.7947 -122.4218 846.0
37.7695 -122.4094 512.0
37.7654 -122.4622 514.0
37.729 -122.4765 486.0
37.7223 -122.4529 501.0
37.7546 -122.4086 543.0
37.7598 -122.4149 896.0
37.7165 -122.4281 789.0
37.7596 -122.4341 758.0
37.6839 -122.4642 664.0
37.75 -122.4149 795.0
37.7933 -122.4123 803.0
37.7636 -122.4087 543.0
37.771 -122.4009 724.0
37.7862 -122.4158 915.0
37.7565 -122.4066 522.0
37.7974 -122.4035 505.0
37.7817 -122.4198 541.0
37.778 -122.4105 856.0
37.771 -122.3995 525.0
37.7911 -122.4266 771.0
37.6676 -122.4816 830.0
37.7724 -122.3973 840.0
37.6744 -122.4005 784.0
37.6671 -122.3942 523.0
37.6716 -122.4538 503.0
37.7605 -122.395 814.0
37.7777 -122.4158 565.0
37.7889 -122.4088 726.0
37.7678 -122.4222 530.0
37.7775 -122.4272 834.0
37.7389 -122.4363 598.0
37.7798 -122.4059 794.0
37.7408 -122.4089 514.0
37.7796 -122.426 524.0
37.7795 -122.3991 777.0
37.7511 -122.4241 489.0
37.702 -122.4746 796.0
37.765 -122.4131 717.0
37.7526 -122.3901 830.0
37.77 -122.3974 526.0
37.7575 -122.4276 610.0
37.7973 -122.4244 758.0
37.7971 -122.418 828.0
37.7765 -122.4028 745.0
37.7979 -122.4755 555.0
37.7644 -122.4239 498.0
37.7587 -122.4087 497.0
37.7969 -122.4157 876.0
37.7505 -122.4033 827.0
37.7991 -122.4283 650.0
37.7918 -122.407 911.0
37.7976 -122.407 956.0
37.7912 -122.4275 527.0
37.6512 -122.4049 626.0
37.6847 -122.4131 748.0
37.7319 -122.4648 660.0
37.7747 -122.4108 837.0
37.7923 -122.4197 683.0
37.7852 -122.3999 708.0
