 1A
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-30-1,0.88233,37.1542,7.84181,24.5334,70.4117,1.2531,52.7671,11.1371,34.8427
 sfsarp-10-30-2,2.62879,34.7374,14.4192,8.51403,60.2994,4.35955,57.6083,23.9126,14.1196
 sfsarp-10-30-3,1.73889,60.9335,31.9522,6.81293,101.437,1.71425,60.07,31.4994,6.71638
 sfsarp-10-30-4,1.56303,50.4558,60.6163,5.66545,118.301,1.32124,42.6505,51.2392,4.78903
 sfsarp-10-30-5,0,78.8641,47.8705,5.45284,132.187,0,59.6608,36.2141,4.12508
 sfsarp-15-10-1,25.0896,67.4058,47.91,55.3278,195.733,12.8183,34.4376,24.4772,28.2669
 sfsarp-15-10-2,48.099,0,0,81.0026,129.102,37.2567,0,0,62.7433
 sfsarp-15-10-3,4.03237,38.8755,26.5526,22.0795,91.5399,4.40504,42.4683,29.0066,24.1201
 sfsarp-15-10-4,27.246,20.9887,16.1976,31.3795,95.8118,28.437,21.9062,16.9056,32.7511
 sfsarp-15-10-5,19.7682,47.1959,29.5996,25.3993,121.963,16.2084,38.6969,24.2693,20.8254
 sfsarp-15-15-1,17.8344,0,0,33.9168,51.7512,34.4618,0,0,65.5382
 sfsarp-15-15-2,3.90577,62.8593,89.2779,22.0727,178.116,2.19283,35.2913,50.1235,12.3924
 sfsarp-15-15-3,4.6742,81.1017,30.3398,13.6684,129.784,3.60152,62.4897,23.3771,10.5317
 sfsarp-15-15-4,0.641112,24.4661,15.0514,18.5224,58.681,1.09254,41.6934,25.6495,31.5645
 sfsarp-15-15-5,2.27863,29.9243,47.1325,19.6175,98.9529,2.30274,30.2409,47.6313,19.8251
 sfsarp-15-20-1,35.0046,35.1968,44.6142,39.4585,154.274,22.6899,22.8145,28.9188,25.5769
 sfsarp-15-20-2,6.10105,58.3395,48.6837,15.5218,128.646,4.74251,45.3488,37.8431,12.0655
 sfsarp-15-20-3,14.0801,50.1563,41.0901,9.80473,115.131,12.2296,43.5645,35.6898,8.51613
 sfsarp-15-20-4,3.14066,82.6757,25.4878,32.4595,143.764,2.1846,57.5081,17.729,22.5784
 sfsarp-15-20-5,5.23111,52.4448,17.6341,31.9523,107.262,4.87693,48.894,16.4402,29.7889
 sfsarp-15-30-1,0.218843,91.1727,26.9894,19.3169,137.698,0.15893,66.2122,19.6005,14.0284
 sfsarp-15-30-2,6.05513,95.8949,60.6583,43.1673,205.776,2.94259,46.6017,29.4779,20.9778
 sfsarp-15-30-3,22.2423,39.8736,38.0129,52.0065,152.135,14.6201,26.2093,24.9862,34.1844
 sfsarp-15-30-4,7.98148,35.2981,27.9629,22.4679,93.7104,8.51718,37.6672,29.8397,23.9759
 sfsarp-15-30-5,67.2225,67.7747,46.4376,42.9842,224.419,29.954,30.2001,20.6924,19.1535
 sfsarp-20-10-1,19.778,44.0083,21.865,21.8641,107.515,18.3955,40.9321,20.3366,20.3358
 sfsarp-20-10-2,25.882,60.6292,34.3489,51.1485,172.009,15.0469,35.2478,19.9693,29.736
 sfsarp-20-10-3,20.3685,38.3422,29.7643,45.3352,133.81,15.222,28.6542,22.2437,33.8802
 sfsarp-20-10-4,20.6424,48.829,27.5451,37.1771,134.194,15.3825,36.387,20.5264,27.7041
 sfsarp-20-10-5,20.703,78.3002,30.9313,42.5258,172.46,12.0045,45.4019,17.9353,24.6583
 sfsarp-20-15-1,110.581,0,0,103.832,214.413,51.5737,0,0,48.4263
