 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-10-20-A-1,0.698221,1.80763,0.633554,2.1872,5.3266,13.1082,33.9359,11.8941,41.0618
 sarp-10-20-A-2,0.556943,2.08739,0.764043,2.19149,5.59986,9.94566,37.2756,13.644,39.1347
 sarp-10-20-B-1,0.811573,1.88339,0.830184,2.03285,5.558,14.6019,33.8862,14.9367,36.5752
 sarp-10-20-B-2,1.57581,0,0,2.81195,4.38776,35.9139,0,0,64.0861
 sarp-10-20-C-1,0.855269,4.1012,3.17226,1.75331,9.88204,8.65478,41.5016,32.1012,17.7424
 sarp-10-20-C-2,1.60795,3.6734,3.13318,2.70266,11.1172,14.4636,33.0425,28.1832,24.3107
 sarp-10-30-A-1,0.34964,2.41796,0.795537,2.14981,5.71295,6.12013,42.3242,13.9252,37.6305
 sarp-10-30-A-2,0.640038,1.72099,0.661718,2.31685,5.3396,11.9866,32.2307,12.3927,43.39
 sarp-10-30-B-1,0.413829,2.76343,0.966421,1.94984,6.09352,6.79129,45.3503,15.8598,31.9986
 sarp-10-30-B-2,0.594783,2.13781,0.944759,2.42392,6.10127,9.74851,35.0388,15.4846,39.7281
 sarp-10-30-C-1,1.05854,4.93581,2.82571,1.59977,10.4198,10.1589,47.3694,27.1186,15.3531
 sarp-10-30-C-2,0,4.89279,4.21668,1.27017,10.3796,0,47.1383,40.6246,12.2371
 sarp-20-15-A-1,1.09044,4.07054,1.58989,3.34877,10.0996,10.7968,40.3038,15.7421,33.1574
 sarp-20-15-A-2,0.768305,3.37849,1.70531,3.27351,9.12561,8.41922,37.0221,18.687,35.8717
 sarp-20-15-B-1,1.2062,4.26094,1.93337,4.13417,11.5347,10.4571,36.9403,16.7614,35.8412
 sarp-20-15-B-2,1.38076,4.28161,1.74449,3.64943,11.0563,12.4884,38.7255,15.7783,33.0077
 sarp-20-15-C-1,7.6606,0,0,7.35939,15.02,51.0027,0,0,48.9973
 sarp-20-15-C-2,2.47073,5.99987,6.21861,3.15567,17.8449,13.8456,33.6224,34.8481,17.6839
 sarp-20-20-A-1,1.23845,3.70983,1.37961,3.00038,9.32826,13.2763,39.7697,14.7896,32.1644
 sarp-20-20-A-2,2.45482,0,0,5.10356,7.55838,32.4781,0,0,67.5219
 sarp-20-20-B-1,1.61806,4.56403,1.41168,4.49611,12.0899,13.3836,37.7508,11.6766,37.189
 sarp-20-20-B-2,2.8984,0,0,5.59065,8.48905,34.1428,0,0,65.8572
 sarp-20-20-C-1,1.45743,7.4148,6.19881,2.33964,17.4107,8.37092,42.5876,35.6035,13.4379
 sarp-20-20-C-2,0.35571,8.64155,7.28118,1.82761,18.1061,1.96459,47.7274,40.2141,10.0939
