 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-10-1,0.304233,2.0566,0.904491,0.864891,4.13021,7.36605,49.794,21.8994,20.9406
 sfsarp-10-10-2,0.483155,1.83617,0.692134,1.60982,4.62128,10.455,39.7329,14.9771,34.835
 sfsarp-10-10-3,0.100548,2.77369,1.18068,0.766149,4.82106,2.0856,57.5327,24.49,15.8917
 sfsarp-10-10-4,0.105716,2.55135,0.985058,0.937423,4.57955,2.30844,55.7118,21.5099,20.4698
 sfsarp-10-10-5,0.958557,1.67312,0.943648,2.39577,5.9711,16.0533,28.0203,15.8036,40.1228
 sfsarp-10-15-1,0,3.16249,1.24591,0.936668,5.34506,0,59.1665,23.3095,17.524
 sfsarp-10-15-2,0.249834,2.19581,1.37135,1.13785,4.95484,5.04222,44.3165,27.6769,22.9644
 sfsarp-10-15-3,0.0858586,2.04998,1.12977,0.614373,3.87998,2.21286,52.8348,29.1179,15.8345
 sfsarp-10-15-4,0.0919693,2.62438,1.73194,1.13759,5.58588,1.64646,46.9824,31.0057,20.3654
 sfsarp-10-15-5,0.459065,1.50844,0.627203,0.930627,3.52534,13.0219,42.7886,17.7913,26.3982
 sfsarp-10-20-1,0.520889,2.7608,1.10406,1.14834,5.5341,9.41236,49.8872,19.9502,20.7503
 sfsarp-10-20-2,0.387346,2.89336,1.22521,1.64276,6.14867,6.29967,47.0566,19.9264,26.7173
 sfsarp-10-20-3,0.654535,2.69212,1.43576,0.660179,5.44259,12.0262,49.4639,26.38,12.1299
 sfsarp-10-20-4,0.647768,2.03179,1.25135,0.668229,4.59914,14.0846,44.1777,27.2083,14.5294
 sfsarp-10-20-5,0.243076,2.4563,2.45015,1.07691,6.22643,3.90393,39.4495,39.3508,17.2958
 sfsarp-30-15-1,0.842184,5.26359,2.77815,2.53904,11.423,7.37273,46.079,24.3208,22.2275
 sfsarp-30-15-2,1.693,4.79157,3.04119,3.40501,12.9308,13.0928,37.0556,23.519,26.3326
 sfsarp-30-15-3,0.435987,5.67318,4.09813,1.65221,11.8595,3.67627,47.8366,34.5556,13.9315
 sfsarp-30-15-4,0.779015,7.16899,4.80904,0.945416,13.7025,5.68521,52.319,35.0962,6.8996
 sfsarp-30-15-5,0.387579,6.59495,3.87648,1.66157,12.5206,3.09554,52.6729,30.9609,13.2707
 sfsarp-30-20-1,0.78991,5.23879,3.26282,2.97146,12.263,6.44142,42.7203,26.6071,24.2312
 sfsarp-30-20-2,1.59464,5.03593,2.94929,2.27989,11.8598,13.4458,42.4623,24.8681,19.2237
 sfsarp-30-20-3,1.31192,4.7878,3.36891,2.49038,11.959,10.9701,40.0351,28.1705,20.8243
 sfsarp-30-20-4,1.2166,6.15317,4.45699,2.46438,14.2912,8.51299,43.0558,31.1871,17.2441
 sfsarp-30-20-5,0.219271,6.52457,4.09332,1.55699,12.3942,1.76915,52.6423,33.0262,12.5623
 sfsarp-30-30-1,1.05189,5.97642,3.02085,2.00406,12.0532,8.72703,49.5836,25.0626,16.6268
 sfsarp-30-30-2,0.295211,6.18152,3.44475,1.64071,11.5622,2.55324,53.4632,29.7932,14.1903
 sfsarp-30-30-3,0.712154,6.73633,4.86139,2.71087,15.0207,4.74113,44.8469,32.3645,18.0475
 sfsarp-30-30-4,1.37924,4.5548,3.38212,2.98927,12.3054,11.2084,37.0146,27.4848,24.2923
 sfsarp-30-30-5,1.0271,4.8066,3.07334,2.42178,11.3288,9.06626,42.4281,27.1285,21.3772
 sfsarp-5-15-1,0,1.37821,0.944585,0.670169,2.99296,0,46.0483,31.5602,22.3915
 sfsarp-5-15-2,0.0919693,0.970668,0.391386,0.485252,1.93928,4.74245,50.0531,20.1821,25.0223
 sfsarp-5-15-3,0.669166,1.40004,0.270854,1.02677,3.36683,19.8752,41.5833,8.04479,30.4967
 sfsarp-5-15-4,0,1.60604,0.727101,0.639679,2.97282,0,54.0242,24.4583,21.5176
 sfsarp-5-15-5,0.786748,1.23882,0.210416,1.43685,3.67283,21.4207,33.7294,5.72898,39.1209
 sfsarp-5-20-1,0.58938,1.124,0.429631,0.360041,2.50305,23.5465,44.9052,17.1643,14.3841
 sfsarp-5-20-2,0.0838764,1.18753,0.865462,0.944785,3.08165,2.7218,38.5354,28.0844,30.6584
 sfsarp-5-20-3,0.58938,1.16058,0.351393,0.399572,2.50092,23.5665,46.4059,14.0506,15.977
 sfsarp-5-20-4,0,1.73149,0.893837,0.614765,3.24009,0,53.4395,27.5868,18.9737
 sfsarp-5-20-5,0,1.46498,0.954474,0.614765,3.03421,0,48.2819,31.457,20.2611
 sfsarp-5-30-1,0.127002,0.916171,0.396593,0.628109,2.06787,6.14166,44.3049,19.1788,30.3746
 sfsarp-5-30-2,0.633139,0.547651,0.33208,0.596657,2.10953,30.0133,25.9608,15.7419,28.2839
 sfsarp-5-30-3,0,2.04758,1.07702,0.494,3.6186,0,56.5848,29.7635,13.6517
 sfsarp-5-30-4,0.133244,1.51463,0.834707,1.14286,3.62544,3.67526,41.7777,23.0236,31.5234
 sfsarp-5-30-5,0.087597,0.769724,0.402858,0.362334,1.62251,5.39884,47.4402,24.8293,22.3317
