 1A
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
 sarp-10-20-A-1,11.5437,39.9462,8.89237,62.3417,122.724,9.40626,32.5496,7.24583,50.7983
 sarp-10-20-A-2,9.16801,51.4161,10.8258,62.5178,133.928,6.84549,38.3909,8.08329,46.6803
 sarp-10-20-B-1,16.1912,43.0524,16.9542,49.1802,125.378,12.9139,34.3381,13.5225,39.2255
 sarp-10-20-B-2,30.4417,0,0,81.1231,111.565,27.2861,0,0,72.7139
 sarp-10-20-C-1,28.2327,116.899,102.729,47.9691,295.83,9.54354,39.5157,34.7257,16.2151
 sarp-10-20-C-2,55.6758,102.776,104.544,83.4757,346.471,16.0694,29.6636,30.1739,24.0931
 sarp-10-30-A-1,4.08524,54.7197,8.70036,57.3924,124.898,3.27087,43.8116,6.966,45.9515
 sarp-10-30-A-2,9.15823,36.3938,10.0471,67.6576,123.257,7.4302,29.5268,8.15137,54.8916
 sarp-10-30-B-1,6.71697,65.4672,15.7066,52.6102,140.501,4.78073,46.5956,11.179,37.4447
 sarp-10-30-B-2,10.7194,46.6502,18.2351,65.2139,140.819,7.61222,33.1278,12.9494,46.3106
 sarp-10-30-C-1,36.5669,151.118,88.5208,41.6738,317.88,11.5034,47.5395,27.8472,13.1099
 sarp-10-30-C-2,0,132.271,138.717,38.4104,309.399,0,42.751,44.8345,12.4145
 sarp-20-15-A-1,17.3746,91.7254,24.1856,89.4664,222.752,7.79996,41.1783,10.8576,40.1641
 sarp-20-15-A-2,7.58384,70.1847,25.5009,86.3805,189.65,3.99886,37.0075,13.4463,45.5473
 sarp-20-15-B-1,22.1207,96.1152,38.2682,111.418,267.922,8.2564,35.8744,14.2834,41.5859
 sarp-20-15-B-2,25.8611,103.796,33.9409,91.5434,255.141,10.136,40.6817,13.3028,35.8795
 sarp-20-15-C-1,245.751,0,0,233.402,479.153,51.2887,0,0,48.7113
 sarp-20-15-C-2,80.8001,160.578,207.13,84.9659,533.474,15.146,30.1005,38.8266,15.9269
 sarp-20-20-A-1,20.0265,80.3528,18.9808,71.7654,191.125,10.4782,42.0419,9.93106,37.5488
 sarp-20-20-A-2,32.3143,0,0,140.913,173.227,18.6543,0,0,81.3457
 sarp-20-20-B-1,32.1738,118.792,23.7124,122.841,297.519,10.814,39.9275,7.97004,41.2884
 sarp-20-20-B-2,50.5011,0,0,160.883,211.385,23.8906,0,0,76.1094
 sarp-20-20-C-1,49.5048,194.673,196.068,61.7584,502.005,9.86143,38.7792,39.057,12.3024
 sarp-20-20-C-2,11.1674,224.47,233.612,47.5988,516.848,2.16068,43.4306,45.1993,9.20943
