0	1	1	478	518	515	555	21	1	12	1	1	0	-1	-1
1	1	1	633	673	670	710	25	1	19	2	1	0	-1	-1
2	1	1	448	488	495	535	3	32	26	2	0	1	-1	-1
3	1	1	865	905	865	905	1	1	57	2	1	1	163	167
4	2	1	755	795	0	1440	3	4	3	1	1	0	-1	-1
5	2	1	660	700	0	1440	32	3	26	2	0	1	-1	-1
6	2	1	1050	1090	0	1440	3	3	28	1	1	1	-1	-1
7	2	1	605	645	0	1440	35	0	74	2	1	1	31	34
8	2	1	735	775	0	1440	14	19	86	2	0	0	-1	-1
9	1	1	479	519	490	530	13	15	88	1	0	1	-1	-1
10	1	1	478	518	490	530	16	15	91	1	0	1	-1	-1
11	2	1	730	770	0	1440	15	30	89	1	0	1	-1	-1
12	2	1	730	770	0	1440	15	18	92	1	0	1	-1	-1
13	1	1	755	795	765	805	1	14	95	2	0	0	-1	-1
14	2	1	1085	1125	0	1440	14	1	95	2	0	0	-1	-1
15	1	1	748	788	770	810	2	14	96	2	1	0	-1	-1
16	1	2	390	430	400	440	1	14	97	2	0	0	-1	-1
17	2	2	735	775	0	1440	14	1	97	2	0	0	-1	-1
18	2	1	735	775	0	1440	14	22	98	2	0	0	-1	-1
19	1	1	756	796	770	810	16	14	110	2	0	0	-1	-1
20	2	1	1130	1170	0	1440	14	16	110	2	0	0	-1	-1
21	2	1	730	770	0	1440	14	6	114	2	0	0	-1	-1
22	1	1	742	782	770	810	6	14	118	2	1	0	-1	-1
23	1	1	513	553	575	615	0	32	121	2	0	1	-1	-1
24	2	1	1100	1140	0	1440	14	0	122	2	0	0	-1	-1
