Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sfsarp-10-10-1,10,10,10,51.4377,42.9354,0,23.3293,2,0.01,28.1084,Optimal,28.1084,28.1084,0,23.3293,0.495469,0.170637,20.3142,1.2275
sfsarp-10-10-2,10,10,10,49.3097,41.7578,0,27.2123,2,0.01,22.0975,Optimal,22.0975,22.0975,0,27.2123,0.40613,0.130609,16.6513,0.66631
sfsarp-10-10-3,10,10,10,52.5442,43.5478,0,27.9372,2,0.01,24.607,Optimal,24.607,24.607,-2.88757e-14,27.9372,0.298697,0.0948858,12.2466,0.460979
sfsarp-10-10-4,10,10,10,46.2329,40.0551,0,20.1061,2,0.01,26.1268,Optimal,26.1268,26.1268,-1.3598e-14,20.1061,0.307392,0.112485,12.6031,1.32075
sfsarp-10-10-5,10,10,10,87.0507,62.6436,0,58.5155,3,0,28.5353,Optimal,28.5353,28.5353,0,58.5155,0.543071,0.113868,22.2659,0.239313
sfsarp-10-15-1,10,15,10,51.9382,43.2124,0,28.2197,2,0.01,23.7185,Optimal,23.7185,23.7185,0,28.2197,0.303432,0.0959336,12.4407,0.457707
sfsarp-10-15-2,10,15,10,69.8134,53.1045,0,32.5291,3,0.01,37.2843,Optimal,37.2843,37.2843,0,32.5291,1.12472,0.331634,46.1134,1.26169
sfsarp-10-15-3,10,15,10,53.1591,43.888,0,22.2858,4,0.02,30.8733,Optimal,30.8733,30.8733,0,22.2858,0.670969,0.235567,27.5097,1.92636
sfsarp-10-15-4,10,15,10,63.5757,49.6526,0,31.0684,3,0.01,32.5073,Optimal,32.5073,32.5073,0,31.0684,1.18341,0.357096,48.5198,1.45385
sfsarp-10-15-5,10,15,10,45.7891,39.8095,0,22.0266,2,0.01,23.7625,Optimal,23.7625,23.7625,0,22.0266,0.369194,0.130247,15.1369,1.10349
sfsarp-10-20-1,10,20,10,75.4282,56.2117,0,40.3184,2,0.01,35.1098,Optimal,35.1098,35.1098,0,40.3184,0.236112,0.0620621,9.68057,0.181006
sfsarp-10-20-2,10,20,10,71.3194,53.9379,0,43.7099,4,0.02,27.6095,Optimal,27.6095,27.6095,-1.28677e-14,43.7099,1.79854,0.45141,73.74,1.21174
sfsarp-10-20-3,10,20,10,101.609,70.7003,0,53.0005,2,0.01,48.6087,Optimal,48.6087,48.6087,-2.92352e-14,53.0005,0.327044,0.0730518,13.4088,0.165435
sfsarp-10-20-4,10,20,10,84.3215,61.1333,0,40.9213,3,0.01,43.4002,Optimal,43.4002,43.4002,0,40.9213,1.1863,0.309221,48.6381,0.887676
sfsarp-10-20-5,10,20,10,115.224,78.2344,0,68.6938,3,0.01,46.5298,Optimal,46.5298,46.5298,-1.52707e-14,68.6938,1.08475,0.204325,44.4748,0.386175
sfsarp-10-30-1,10,30,10,43.7666,38.6903,0,16.7616,2,0.01,27.005,Optimal,27.005,27.005,0,16.7616,0.316968,0.124038,12.9957,5.72095
sfsarp-10-30-2,10,30,10,54.6206,44.6968,0,28.3334,3,0.02,26.2872,Optimal,26.2872,26.2872,0,28.3334,0.673352,0.212483,27.6074,1.00655
sfsarp-10-30-3,10,30,10,60.8962,48.1697,0,26.9053,2,0.01,33.9909,Optimal,33.9909,33.9909,0,26.9053,0.482639,0.15603,19.7882,0.813558
sfsarp-10-30-4,10,30,10,87.4554,62.8676,0,41.8452,3,0.02,45.6102,Optimal,45.6102,45.6102,0,41.8452,1.07206,0.275922,43.9546,0.773833
sfsarp-10-30-5,10,30,10,51.3526,42.8883,0,24.0129,2,0.01,27.3397,Optimal,27.3397,27.3397,-1.29947e-14,24.0129,0.257684,0.0876512,10.5651,0.585799
sfsarp-15-10-1,15,10,10,72.0667,61.5864,0,35.75,3,0.02,36.3167,Optimal,36.3167,36.3167,-1.95652e-14,35.75,0.667175,0.151784,27.3542,1.03351
sfsarp-15-10-2,15,10,10,107.38,81.1286,0,68.7896,3,0.02,38.5901,Optimal,38.5901,38.5901,0,68.7896,0.835727,0.135948,34.2648,0.3486
sfsarp-15-10-3,15,10,10,84.4112,68.4179,0,42.3676,3,0.02,42.0436,Optimal,42.0436,42.0436,0,42.3676,1.87002,0.393984,76.6706,1.87672
sfsarp-15-10-4,15,10,10,76.8001,64.2059,0,37.9349,4,0.03,38.8652,Optimal,38.8652,38.8652,0,37.9349,0.803325,0.178066,32.9363,1.05507
sfsarp-15-10-5,15,10,10,105.831,80.2716,0,57.9507,3,0.02,47.8805,Optimal,47.8805,47.8805,0,57.9507,1.7519,0.314374,71.8281,0.961171
sfsarp-15-15-1,15,15,16,107.629,81.2665,0,60.7995,5,0.03,46.8295,Optimal,46.8295,46.8295,-3.03459e-14,60.7995,1.58644,0.273192,65.0442,0.803781
sfsarp-15-15-2,15,15,15,165.895,113.511,0,90.2598,5,0.02,75.6347,Optimal,75.6347,75.6347,-1.87888e-14,90.2598,3.28424,0.450774,134.654,0.928858
sfsarp-15-15-3,15,15,15,90.5907,71.8376,0,48.4481,3,0.02,42.1426,Optimal,42.1426,42.1426,-3.37209e-14,48.4481,1.25422,0.247438,51.423,0.95101
sfsarp-15-15-4,15,15,15,68.9962,59.8872,0,25.3938,3,0.02,43.6025,Optimal,43.6025,43.6025,0,25.3938,0.406723,0.10574,16.6756,4.21757
sfsarp-15-15-5,15,15,15,110.905,83.0794,0,47.3487,3,0.03,63.5562,Optimal,63.5562,63.5562,0,47.3487,0.987541,0.197093,40.4892,0.78343
