Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-10-5-A-1,10,5,4,49.557,31.71,51.612,3,0.85,29.655,Optimal,29.655,29.655,0,19.902,1.51951,0.261801,62.3,0.437807
sarp-10-5-A-2,10,5,3,52.521,19.508,54.464,3,0.24,17.565,Optimal,17.565,17.565,0,34.956,2.53171,0.427982,103.8,0.675342
sarp-10-5-B-1,10,5,5,52.008,40.426,64.906,3,0.67,27.528,Optimal,27.528,27.528,-2.58116E-14,24.48,2.43415,0.358993,99.8,0.568661
sarp-10-5-B-2,10,5,3,59.19,38.183,61.962,2,1.03,35.411,Optimal,35.411,35.4117,0.00187769,23.779,1.10488,0.167447,45.3,0.249312
sarp-10-5-C-1,10,5,5,104.619,77.361,65.458,4,8.69,116.522,Optimal,116.522,116.522,0,-11.903,1.38537,0.152894,56.8,0.211152
sarp-10-5-C-2,10,5,5,108.381,64.828,70.978,4,8.72,102.231,Optimal,102.231,102.237,0.00609237,6.15,1.79268,0.188413,73.5,0.255563
sarp-5-10-A-1,5,10,8,21.558,57.942,61.824,2,7.13,17.676,Optimal,17.676,17.676,0,3.882,1.09756,0.193437,45,0.312935
sarp-5-10-A-2,5,10,7,23.667,43.748,47.15,2,1.53,20.265,Optimal,20.265,20.265,-1.75313E-14,3.402,0.814634,0.169028,33.4,0.288927
sarp-5-10-B-1,5,10,4,23.325,34.034,32.2,1,10.32,25.159,Optimal,25.159,25.159,0,-1.834,0.456098,0.129861,18.7,0.226667
sarp-5-10-B-2,5,10,8,26.118,74.293,60.444,2,48.46,39.967,Optimal,39.967,39.9687,0.00437748,-13.849,0.407317,0.0702763,16.7,0.112231
sarp-5-10-C-1,5,10,10,43.275,137.458,80.5,2,119.82,100.233,Optimal,100.233,100.243,0.00990075,-56.958,1.10732,0.139692,45.4,0.204045
sarp-5-10-C-2,5,10,9,46.98,123.845,80.776,2,195.7,90.049,Optimal,90.049,90.0572,0.00908544,-43.069,0.695122,0.0876204,28.5,0.124129
sarp-5-5-A-1,5,5,3,23.439,27.891,33.304,2,0.07,18.026,Optimal,18.026,18.026,0,5.413,0.892683,0.261865,36.6,0.430082
sarp-5-5-A-2,5,5,3,24.864,32.124,51.566,1,0.02,5.422,Optimal,5.422,5.422,0,19.442,0.760976,0.17146,31.2,0.24509
sarp-5-5-B-1,5,5,5,28.683,53.125,53.636,2,0.18,28.172,Optimal,28.172,28.172,0,0.511,0.814634,0.161483,33.4,0.241155
sarp-5-5-B-2,5,5,3,26.916,25.816,32.522,2,0.18,20.21,Optimal,20.21,20.21,-1.7579E-14,6.706,0.507317,0.144277,20.8,0.232402
sarp-5-5-C-1,5,5,5,54.789,53.374,55.016,3,0.46,53.147,Optimal,53.147,53.147,0,1.642,1.5122,0.242535,62,0.33102
sarp-5-5-C-2,5,5,4,57.525,53.788,59.984,2,0.76,51.329,Optimal,51.329,51.3307,0.00334133,6.196,1.73171,0.268533,71,0.349926
sarp-5-6-A-1,5,6,5,30.279,32.209,50.968,3,4.16,11.52,Optimal,11.52,11.52,0,18.759,1.03171,0.207522,42.3,0.312177
