Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
ghsarp-10-5-0,10,5,3,63.6143,24.8001,53.6792,2,0.54,34.7352,Optimal,34.7352,34.7352,0,28.8792,1.83044,0.288325,75.048,0.43771
ghsarp-10-5-1,10,5,5,68.4229,36.6146,47.691,3,0.16,57.3465,Optimal,57.3465,57.3465,-1.23903e-14,11.0763,1.42015,0.216153,58.226,0.348922
ghsarp-10-5-2,10,5,5,60.8578,32.712,53.0739,2,0.02,40.4959,Optimal,40.4959,40.4959,0,20.3619,2.08639,0.31942,85.542,0.517483
ghsarp-10-5-3,10,5,4,52.2235,29.4839,41.1636,3,0.08,40.5438,Optimal,40.5438,40.5438,0,11.6796,1.46288,0.272713,59.978,0.482666
ghsarp-10-5-4,10,5,5,50.0233,42.1175,45.2778,4,0.21,46.863,Optimal,46.863,46.863,0,3.16026,0.774,0.136874,31.734,0.245338
ghsarp-10-5-5,10,5,4,60.4805,27.2927,47.2972,3,0.04,40.476,Optimal,40.476,40.476,-1.75547e-14,20.0045,1.99244,0.329727,81.69,0.537137
ghsarp-10-5-6,10,5,4,60.5101,21.2802,43.4111,3,1.59,38.3792,Optimal,38.3792,38.3792,0,22.1309,1.42341,0.243822,58.36,0.406158
ghsarp-10-5-7,10,5,5,63.2564,30.046,55.602,2,0.21,37.7004,Optimal,37.7004,37.7004,0,25.556,1.66341,0.245759,68.2,0.389696
ghsarp-10-5-8,10,5,5,63.994,39.6956,40.1966,4,0.2,63.4929,Optimal,63.4929,63.4929,0,0.50104,1.13068,0.188976,46.358,0.324609
ghsarp-10-5-9,10,5,4,58.9221,27.0072,53.1861,3,0.02,32.7432,Optimal,32.7432,32.7432,0,26.1789,2.35644,0.374736,96.614,0.595824
ghsarp-5-10-0,5,10,9,37.8178,63.0276,58.5359,2,10.78,42.3095,Optimal,42.3095,42.311,0.00355068,-4.49166,0.768927,0.120861,31.526,0.190861
ghsarp-5-10-1,5,10,10,34.2131,76.5393,61.0549,1,32.5,49.6976,Optimal,49.6976,49.7025,0.00999618,-15.4844,0.573659,0.088146,23.52,0.143127
ghsarp-5-10-2,5,10,8,33.0161,55.0602,48.4693,2,135.73,39.6071,Optimal,39.6071,39.6102,0.00792273,-6.59096,1.14532,0.209912,46.958,0.348172
ghsarp-5-10-3,5,10,9,25.5959,58.368,43.1011,2,23.06,40.8628,Optimal,40.8628,40.8641,0.00339364,-15.2669,0.498488,0.0992865,20.438,0.185493
ghsarp-5-10-4,5,10,8,23.8163,61.3699,51.9423,1,14.19,33.244,Optimal,33.244,33.244,0,-9.42762,0.173024,0.032978,7.094,0.0561768
ghsarp-5-10-5,5,10,8,28.8095,55.7873,30.7722,2,3.97,53.8247,Optimal,53.8247,53.8247,0,-25.0152,0.552049,0.127264,22.634,0.254263
ghsarp-5-10-6,5,10,9,32.6764,55.3053,45.2741,2,39.55,42.7076,Optimal,42.7076,42.7102,0.00623979,-10.0311,0.658049,0.120989,26.98,0.211894
ghsarp-5-10-7,5,10,9,30.0841,61.0621,56.3546,2,5.95,34.7916,Optimal,34.7916,34.7916,0,-4.70754,1.38332,0.233847,56.716,0.38617
ghsarp-5-10-8,5,10,9,32.624,69.5829,47.5493,1,32.14,54.6576,Optimal,54.6576,54.6599,0.00419968,-22.0336,0.158049,0.0284399,6.48,0.0490233
ghsarp-5-10-9,5,10,5,30.6187,38.2132,34.0363,2,48.94,34.7956,Optimal,34.7956,34.7985,0.00821017,-4.1769,0.736195,0.180073,30.184,0.304005
ghsarp-5-5-0,5,5,3,28.3775,23.4024,27.0314,1,0.05,24.7484,Optimal,24.7484,24.7484,0,3.62908,0.594585,0.180853,24.378,0.304238
ghsarp-5-5-1,5,5,4,26.574,26.8329,27.6331,2,0.08,25.7738,Optimal,25.7738,25.7738,0,0.8002,0.882732,0.258936,36.192,0.462388
ghsarp-5-5-2,5,5,4,31.6014,35.8301,39.3705,2,0.1,28.061,Optimal,28.061,28.061,-1.26607e-14,3.54036,0.993122,0.233866,40.718,0.361591
ghsarp-5-5-3,5,5,4,27.2899,29.1818,39.1304,2,0.04,17.3414,Optimal,17.3414,17.3414,0,9.94854,1.17385,0.289889,48.128,0.460458
ghsarp-5-5-4,5,5,5,34.6133,39.4981,41.7422,3,0.1,32.3691,Optimal,32.3691,32.3691,-2.19513e-14,2.24418,1.07376,0.230033,44.024,0.357779
ghsarp-5-5-5,5,5,4,26.0849,25.309,25.5475,2,0.35,25.8465,Optimal,25.8465,25.8465,-1.37454e-14,0.23844,0.437317,0.133428,17.93,0.246021
ghsarp-5-5-6,5,5,2,34.6988,14.6349,26.1216,1,0.14,23.2121,Optimal,23.2121,23.2121,0,11.4867,0.606439,0.181392,24.864,0.278619
ghsarp-5-5-7,5,5,5,24.2393,30.6851,33.8394,2,0.22,21.085,Optimal,21.085,21.085,0,3.15432,1.20834,0.317574,49.542,0.565109
ghsarp-5-5-8,5,5,5,42.3778,32.4049,43.5841,3,0.16,31.1986,Optimal,31.1986,31.1986,0,11.1792,1.76644,0.346514,72.424,0.514836
ghsarp-5-5-9,5,5,4,31.7473,25.7423,31.8384,2,0.09,25.6512,Optimal,25.6512,25.6512,-1.38501e-14,6.09614,0.984732,0.255548,40.374,0.418427
ghsarp-5-6-0,5,6,4,32.4108,36.7431,34.5736,2,0.02,34.5803,Optimal,34.5803,34.5803,0,-2.16952,0.942976,0.234173,38.662,0.373185
ghsarp-5-6-1,5,6,5,27.6832,26.9817,18.711,2,0.12,35.9539,Optimal,35.9539,35.9539,0,-8.2707,0.556293,0.176594,22.808,0.374996
ghsarp-5-6-2,5,6,6,28.0993,43.1245,48.0185,2,3.27,23.2053,Optimal,23.2053,23.2057,0.00152258,4.89398,0.578439,0.118325,23.716,0.189328
ghsarp-5-6-3,5,6,5,32.2945,31.0022,30.0141,2,0.03,33.2826,Optimal,33.2826,33.2826,-2.13488e-14,-0.9881,0.593707,0.150429,24.342,0.260387
ghsarp-5-6-4,5,6,5,36.6733,31.2877,34.6693,1,0.14,33.2917,Optimal,33.2917,33.2917,0,3.38158,0.366439,0.0836436,15.024,0.135004
ghsarp-5-6-5,5,6,6,34.3625,51.9175,55.0059,2,0.12,31.2741,Feasible,31.2741,31.3762,0.325469,3.08836,1.0639,0.19249,43.62,0.288031
ghsarp-5-6-6,5,6,3,31.59,29.9328,37.7632,1,0.16,23.7596,Optimal,23.7596,23.7596,0,7.83044,0.323756,0.0810573,13.274,0.121675
ghsarp-5-6-7,5,6,5,32.2478,41.5731,45.667,2,0.08,28.1539,Optimal,28.1539,28.1539,0,4.0939,1.04805,0.2195,42.97,0.337205
ghsarp-5-6-8,5,6,6,29.9541,38.0051,38.5471,4,0.16,29.4121,Optimal,29.4121,29.4121,0,0.54202,1.25693,0.281461,51.534,0.477485
ghsarp-5-6-9,5,6,5,30.442,39.5014,31.073,2,0.14,38.8704,Optimal,38.8704,38.8714,0.00267125,-8.42838,0.529902,0.135054,21.726,0.234784
ghsarp-5-7-0,5,7,6,27.2398,37.5137,37.0926,2,0.22,27.6609,Optimal,27.6609,27.6609,0,-0.42114,0.932683,0.218301,38.24,0.382385
ghsarp-5-7-1,5,7,6,27.8132,35.8919,38.0806,2,0.28,25.6244,Optimal,25.6244,25.6244,0,2.18876,0.952293,0.218949,39.044,0.378487
ghsarp-5-7-2,5,7,7,29.4753,49.3356,46.8666,2,0.23,31.9442,Optimal,31.9442,31.9442,0,-2.46892,0.500683,0.0990858,20.528,0.163996
ghsarp-5-7-3,5,7,6,30.0248,43.918,35.3059,2,0.85,38.6368,Optimal,38.6368,38.6368,0,-8.61206,0.794829,0.184978,32.588,0.322634
ghsarp-5-7-4,5,7,6,25.4739,40.4087,38.4459,2,0.12,27.4368,Optimal,27.4368,27.4368,0,-1.96286,0.857171,0.200806,35.144,0.351975
ghsarp-5-7-5,5,7,6,28.9771,30.975,24.633,2,2.71,35.3191,Optimal,35.3191,35.3191,0,-6.34196,0.475756,0.129065,19.506,0.256773
ghsarp-5-7-6,5,7,5,28.2749,30.0012,25.3736,2,0.07,32.9025,Optimal,32.9025,32.9025,-2.15954e-14,-4.6276,0.810195,0.229601,33.218,0.43511
ghsarp-5-7-7,5,7,7,29.6794,58.0539,37.5903,2,0.32,50.143,Optimal,50.143,50.143,0,-20.4636,0.405122,0.08865,16.61,0.157641
ghsarp-5-7-8,5,7,7,26.1807,64.1793,53.8421,3,0.3,36.5179,Optimal,36.5179,36.5179,-1.94574e-14,-10.3372,1.23902,0.234579,50.8,0.377532
ghsarp-5-7-9,5,7,7,29.1971,46.1699,43.1241,1,3.69,32.243,Optimal,32.243,32.243,0,-3.04586,0.170244,0.0351549,6.98,0.0598885
ghsarp-5-8-0,5,8,8,28.3136,47.5404,35.5295,2,0.63,40.3246,Optimal,40.3246,40.3246,0,-12.011,0.230829,0.0505223,9.464,0.096091
ghsarp-5-8-1,5,8,6,31.4498,35.9301,45.5437,1,0.33,21.8362,Optimal,21.8362,21.8362,0,9.61362,0.195268,0.039845,8.006,0.0636599
ghsarp-5-8-2,5,8,7,31.1374,58.361,48.6008,2,0.12,40.8976,Optimal,40.8976,40.8976,0,-9.76014,1.20429,0.23088,49.376,0.374458
ghsarp-5-8-3,5,8,8,30.1867,64.4492,47.829,3,0.49,46.8069,Optimal,46.8069,46.8069,0,-16.6202,1.42249,0.268335,58.322,0.453818
ghsarp-5-8-4,5,8,5,36.1386,38.3859,42.1507,1,0.16,32.3737,Optimal,32.3737,32.3737,0,3.76486,0.562683,0.118341,23.07,0.18221
ghsarp-5-8-5,5,8,5,26.7803,36.8769,26.3249,2,0.81,37.3324,Optimal,37.3324,37.3324,0,-10.552,0.467951,0.133122,19.186,0.253147
ghsarp-5-8-6,5,8,8,30.898,51.9793,46.7921,3,1.24,36.0852,Optimal,36.0852,36.0852,-1.96907e-14,-5.18716,0.945415,0.179171,38.762,0.303997
ghsarp-5-8-7,5,8,7,32.3914,39.1813,28.8889,2,4.83,42.6838,Optimal,42.6838,42.6854,0.00357412,-10.2924,0.505415,0.119637,20.722,0.227195
ghsarp-5-8-8,5,8,7,32.6183,45.8014,47.8713,2,0.84,30.5484,Optimal,30.5484,30.5484,0,2.06986,1.35995,0.259494,55.758,0.419637
ghsarp-5-8-9,5,8,7,27.7334,40.4263,44.1306,1,3.7,24.0292,Optimal,24.0292,24.0292,0,3.70422,0.663463,0.137266,27.202,0.234157
ghsarp-5-9-0,5,9,8,27.9545,56.5393,42.5206,2,10.61,41.9733,Optimal,41.9733,41.976,0.00644124,-14.0187,0.305024,0.0619442,12.506,0.110616
ghsarp-5-9-1,5,9,9,27.6878,52.4617,44.2906,2,8.65,35.8588,Optimal,35.8588,35.8588,-1.9815e-14,-8.17104,0.87039,0.168247,35.686,0.306481
ghsarp-5-9-2,5,9,5,29.9324,26.0189,40.1396,1,4.58,15.8117,Optimal,15.8117,15.8117,-1.12344e-14,14.1207,1.0862,0.247844,44.534,0.399939
ghsarp-5-9-3,5,9,9,30.3371,58.3182,49.8079,2,11.45,38.8474,Optimal,38.8474,38.8509,0.00897097,-8.51028,0.809171,0.145034,33.176,0.249294
ghsarp-5-9-4,5,9,8,28.4276,54.0393,44.2253,2,0.67,38.2417,Optimal,38.2417,38.243,0.0036085,-9.81402,0.77561,0.154049,31.8,0.270422
ghsarp-5-9-5,5,9,8,33.886,56.8929,50.2486,2,9.76,40.5303,Optimal,40.5303,40.5328,0.00614488,-6.64432,0.743854,0.133122,30.498,0.217433
ghsarp-5-9-6,5,9,8,29.7181,53.5779,40.8471,2,8.26,42.4489,Optimal,42.4489,42.4528,0.0092829,-12.7308,0.595463,0.121253,24.414,0.216986
ghsarp-5-9-7,5,9,7,28.3672,44.2012,38.3842,2,108.77,34.1842,Optimal,34.1842,34.1854,0.00360082,-5.81694,0.771707,0.169388,31.64,0.301937
ghsarp-5-9-8,5,9,7,28.2281,41.922,29.7896,2,0.31,40.3605,Optimal,40.3605,40.3605,0,-12.1324,0.472829,0.115488,19.386,0.225781
ghsarp-5-9-9,5,9,9,34.9918,67.6606,47.2944,2,34.26,55.358,Optimal,55.358,55.3611,0.00563752,-20.3662,0.186634,0.0330613,7.652,0.056355
ghsarp-6-5-0,6,5,3,40.5562,26.8601,29.6433,2,0.04,37.773,Optimal,37.773,37.773,0,2.78318,0.451268,0.113518,18.502,0.182307
