,,,,,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-13-0.tsp ,4.44,0.34,0.00,4.46,20.01,0.00,29.25,15.19,1.16,0.00,15.25,68.40,0.00
grubhub-13-1.tsp ,5.09,0.48,0.00,5.07,13.73,2.60,26.97,18.86,1.78,0.00,18.80,50.91,9.64
grubhub-13-2.tsp ,4.96,0.47,0.00,4.23,20.25,0.17,30.08,16.49,1.56,0.00,14.05,67.32,0.58
grubhub-13-3.tsp ,4.93,0.31,0.00,4.05,22.71,0.00,32.00,15.40,0.96,0.00,12.67,70.98,0.00
grubhub-13-4.tsp ,4.90,0.39,0.00,3.43,23.29,0.00,32.00,15.30,1.22,0.00,10.70,72.78,0.00
grubhub-13-5.tsp ,5.05,0.58,0.00,5.78,20.33,0.00,31.75,15.92,1.84,0.00,18.20,64.04,0.00
grubhub-13-6.tsp ,4.90,0.53,0.00,5.94,23.80,0.00,35.18,13.93,1.50,0.00,16.90,67.67,0.00
grubhub-13-7.tsp ,5.20,0.32,0.00,5.38,16.88,0.61,28.39,18.32,1.12,0.00,18.94,59.46,2.16
grubhub-13-8.tsp ,5.04,0.32,0.00,4.03,27.22,0.00,36.61,13.76,0.87,0.00,11.01,74.36,0.00
,,,,,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-13-0.tsp ,4.05,0.73,0.00,4.01,11.53,2.30,22.63,17.92,3.22,0.00,17.72,50.96,10.18
grubhub-13-1.tsp ,4.74,0.82,0.00,4.98,10.97,0.27,21.79,21.77,3.78,0.00,22.86,50.36,1.22
grubhub-13-2.tsp ,4.54,1.05,0.00,3.91,16.10,3.44,29.03,15.63,3.62,0.00,13.46,55.44,11.85
grubhub-13-3.tsp ,4.56,0.60,0.00,3.86,18.15,4.13,31.30,14.56,1.92,0.00,12.33,57.98,13.21
grubhub-13-4.tsp ,4.51,0.78,0.00,3.29,19.75,0.00,28.33,15.92,2.74,0.00,11.63,69.71,0.00
grubhub-13-5.tsp ,4.77,0.87,0.00,5.21,18.52,9.22,38.59,12.36,2.25,0.00,13.51,47.99,23.88
grubhub-13-6.tsp ,4.41,1.02,0.00,5.82,28.65,0.00,39.90,11.04,2.57,0.00,14.59,71.80,0.00
grubhub-13-7.tsp ,4.86,0.65,0.00,4.58,14.16,3.07,27.33,17.80,2.39,0.00,16.76,51.80,11.25
grubhub-13-8.tsp ,4.73,0.62,0.00,3.98,25.32,0.00,34.66,13.65,1.80,0.00,11.49,73.06,0.00
,,,,,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-13-0.tsp ,3.33,1.45,0.00,3.48,12.78,1.30,22.33,14.89,6.49,0.00,15.57,57.22,5.83
grubhub-13-1.tsp ,3.80,1.77,0.00,4.07,6.95,5.51,22.10,17.21,7.99,0.00,18.44,31.43,24.94
grubhub-13-2.tsp ,3.76,2.01,0.00,3.27,12.84,0.00,21.89,17.19,9.20,0.00,14.94,58.66,0.00
grubhub-13-3.tsp ,3.76,1.39,0.00,3.51,12.22,8.74,29.62,12.70,4.71,0.00,11.84,41.25,29.50
grubhub-13-4.tsp ,3.85,1.44,0.00,3.14,9.85,3.25,21.52,17.88,6.68,0.00,14.58,45.77,15.08
grubhub-13-5.tsp ,3.80,1.45,0.00,3.68,14.45,0.99,24.38,15.59,5.95,0.00,15.11,59.28,4.07
grubhub-13-6.tsp ,3.54,1.76,0.00,4.48,22.91,3.87,36.56,9.69,4.81,0.00,12.25,62.68,10.57
grubhub-13-7.tsp ,4.05,1.55,0.00,3.65,7.50,1.71,18.45,21.93,8.38,0.00,19.78,40.64,9.26
grubhub-13-8.tsp ,3.79,1.57,0.00,3.66,14.48,5.15,28.65,13.22,5.47,0.00,12.78,50.55,17.99
,,,,,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-13-0.tsp ,3.02,1.83,0.00,2.87,11.94,0.00,19.66,15.36,9.33,0.00,14.61,60.70,0.00
grubhub-13-1.tsp ,3.31,2.64,0.00,3.08,11.33,2.62,22.97,14.42,11.49,0.00,13.40,49.30,11.39
grubhub-13-2.tsp ,3.30,2.44,0.00,2.91,12.74,4.85,26.24,12.57,9.29,0.00,11.09,48.55,18.49
grubhub-13-3.tsp ,3.32,1.84,0.00,3.21,8.04,1.18,17.59,18.86,10.47,0.00,18.26,45.72,6.69
grubhub-13-4.tsp ,3.43,1.86,0.00,3.05,7.02,8.50,23.85,14.37,7.80,0.00,12.79,29.41,35.63
grubhub-13-5.tsp ,3.23,2.02,0.00,3.12,8.12,2.94,19.43,16.62,10.42,0.00,16.04,41.80,15.13
grubhub-13-6.tsp ,3.03,2.52,0.00,4.19,22.22,3.87,35.83,8.46,7.04,0.00,11.70,62.01,10.79
grubhub-13-7.tsp ,3.66,1.88,0.00,3.71,6.13,0.00,15.38,23.77,12.25,0.00,24.10,39.88,0.00
grubhub-13-8.tsp ,3.40,1.96,0.00,3.06,9.13,4.84,22.38,15.18,8.75,0.00,13.68,40.79,21.61
