,,,,,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sfsarp-9-5-1.txt ,0.82,2.06,0.99,1.32,7.90,10.91,24.00,3.41,8.57,4.13,5.50,32.93,45.47
sfsarp-9-5-2.txt ,0.83,1.88,1.45,0.66,4.88,7.98,17.67,4.70,10.65,8.19,3.72,27.59,45.15
sfsarp-9-5-3.txt ,1.08,1.06,1.24,1.13,11.04,2.81,18.35,5.90,5.77,6.74,6.15,60.15,15.29
sfsarp-9-5-4.txt ,1.11,0.84,0.72,0.28,15.95,5.10,24.00,4.63,3.49,3.01,1.15,66.46,21.26
sfsarp-9-5-5.txt ,0.95,1.60,1.40,0.49,14.29,5.28,24.00,3.94,6.65,5.82,2.03,59.54,22.00
sfsarp-9-6-1.txt ,0.66,2.20,1.61,0.60,7.78,11.14,24.00,2.76,9.18,6.72,2.51,32.42,46.40
sfsarp-9-6-2.txt ,0.68,1.08,1.15,0.23,19.02,1.84,24.00,2.83,4.48,4.81,0.97,79.25,7.66
sfsarp-9-6-3.txt ,0.48,2.20,1.73,1.20,17.89,8.50,32.00,1.49,6.89,5.41,3.75,55.91,26.56
sfsarp-9-6-4.txt ,0.68,2.45,1.49,0.49,0.22,8.21,13.54,5.02,18.06,10.99,3.62,1.66,60.66
sfsarp-9-6-5.txt ,0.64,1.66,1.51,0.36,11.09,4.97,20.23,3.17,8.19,7.44,1.76,54.85,24.58
,,,,,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sfsarp-9-5-1.txt ,0.28,2.17,1.52,1.17,13.92,1.97,21.05,1.35,10.33,7.24,5.57,66.14,9.36
sfsarp-9-5-2.txt ,1.31,1.83,0.97,0.65,5.90,13.34,24.00,5.45,7.62,4.04,2.71,24.59,55.59
sfsarp-9-5-3.txt ,0.73,1.05,1.59,1.12,10.25,2.53,17.27,4.23,6.08,9.21,6.48,59.37,14.64
sfsarp-9-5-4.txt ,0.69,0.94,1.14,0.17,15.42,5.64,24.00,2.89,3.92,4.75,0.72,64.23,23.48
sfsarp-9-5-5.txt ,0.79,1.46,1.56,0.55,1.33,3.62,9.31,8.46,15.71,16.71,5.89,14.33,38.90
sfsarp-9-6-1.txt ,1.12,2.12,1.16,0.67,3.86,15.07,24.00,4.65,8.83,4.84,2.81,16.10,62.78
sfsarp-9-6-2.txt ,0.48,1.08,1.36,0.21,12.88,7.99,24.00,1.98,4.50,5.66,0.89,53.66,33.30
sfsarp-9-6-3.txt ,0.48,2.20,1.73,1.20,10.16,4.24,20.01,2.37,11.01,8.65,6.00,50.76,21.20
sfsarp-9-6-4.txt ,0.47,2.46,1.70,0.46,10.31,8.60,24.00,1.95,10.26,7.08,1.94,42.96,35.81
sfsarp-9-6-5.txt ,0.26,1.78,1.89,0.17,1.12,4.59,9.82,2.66,18.16,19.21,1.76,11.45,46.77
,,,,,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sfsarp-9-5-1.txt ,0.88,2.13,0.93,1.22,9.67,6.20,21.02,4.20,10.12,4.41,5.79,46.00,29.47
sfsarp-9-5-2.txt ,1.16,2.36,1.11,1.20,15.34,2.83,24.00,4.85,9.84,4.64,5.00,63.90,11.78
sfsarp-9-5-3.txt ,1.49,1.05,0.83,1.10,18.48,0.57,23.51,6.35,4.46,3.52,4.67,78.59,2.42
sfsarp-9-5-4.txt ,1.47,0.83,0.37,0.25,16.67,4.42,24.00,6.11,3.45,1.53,1.04,69.46,18.41
sfsarp-9-5-5.txt ,1.08,1.73,1.26,0.57,19.19,0.17,24.00,4.50,7.20,5.26,2.37,79.97,0.70
sfsarp-9-6-1.txt ,1.16,2.59,1.11,1.20,15.21,2.73,24.00,4.85,10.77,4.64,5.00,63.36,11.39
sfsarp-9-6-2.txt ,0.90,1.05,0.94,0.21,18.11,1.62,22.83,3.93,4.58,4.11,0.94,79.33,7.12
sfsarp-9-6-3.txt ,0.62,2.19,1.59,1.17,7.54,13.37,26.48,2.33,8.28,6.00,4.43,28.48,50.49
sfsarp-9-6-4.txt ,1.24,2.41,0.93,0.46,9.24,3.85,18.12,6.84,13.30,5.12,2.54,50.98,21.23
sfsarp-9-6-5.txt ,0.99,1.67,1.15,0.24,14.98,4.96,24.00,4.14,6.97,4.81,1.02,62.40,20.66
,,,,,,,,,,,,,
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sfsarp-9-5-1.txt ,0.55,2.16,1.26,1.16,8.44,4.53,18.10,3.01,11.93,6.98,6.40,46.66,25.01
sfsarp-9-5-2.txt ,1.16,2.36,1.11,1.20,15.34,2.83,24.00,4.85,9.84,4.64,5.00,63.90,11.78
sfsarp-9-5-3.txt ,1.12,1.04,1.20,1.08,15.29,4.26,24.00,4.68,4.35,4.99,4.51,63.72,17.75
sfsarp-9-5-4.txt ,0.91,0.87,0.93,0.18,12.75,0.47,16.11,5.63,5.42,5.76,1.14,79.14,2.92
sfsarp-9-5-5.txt ,0.90,1.76,1.44,0.50,4.28,4.23,13.12,6.88,13.44,10.99,3.82,32.64,32.24
sfsarp-9-6-1.txt ,1.16,2.59,1.11,1.20,14.47,3.47,24.00,4.85,10.77,4.64,5.00,60.29,14.46
sfsarp-9-6-2.txt ,0.69,1.04,1.14,0.18,20.24,0.70,24.00,2.89,4.35,4.75,0.76,84.34,2.91
sfsarp-9-6-3.txt ,0.62,2.15,1.59,1.21,10.87,6.88,23.32,2.64,9.23,6.82,5.18,46.62,29.50
sfsarp-9-6-4.txt ,1.03,2.43,1.14,0.42,7.14,3.42,15.58,6.59,15.62,7.31,2.69,45.82,21.96
sfsarp-9-6-5.txt ,0.99,1.67,1.15,0.24,14.98,4.96,24.00,4.14,6.97,4.81,1.02,62.40,20.66
