Instance,SumCol2,SumCol3,SumCol4,Col5_from_csv2,Col6_from_csv2,Col7_from_csv2,Status
ghsarp,,,,,,,
ghsarp-10-5-0,0.28,52.7157,52.7157,5.0,1.9593,80.332,Optimal
ghsarp-10-5-1,0.27,63.3054,63.3054,5.0,1.3547,55.544,Optimal
ghsarp-10-5-2,0.25,48.7419,48.7419,5.0,1.6654,68.282,Optimal
ghsarp-10-5-3,0.3,45.7271,45.7271,4.0,1.3594,55.736,Optimal
ghsarp-10-5-4,0.4,43.9291,43.9291,5.0,1.4285,58.57,Optimal
ghsarp-10-5-5,0.37,56.4508,56.4508,5.0,1.5248,62.516,Optimal
ghsarp-10-5-6,0.29,47.3014,47.3014,5.0,1.6107,66.038,Optimal
ghsarp-10-5-7,0.32,58.5016,58.5016,5.0,1.5099,61.906,Optimal
ghsarp-10-5-8,0.32,65.3706,65.3706,5.0,1.3338,54.686,Optimal
ghsarp-10-5-9,0.3,45.4974,45.4974,5.0,1.8981,77.82,Optimal
ghsarp-5-10-0,0.15,44.5824,48.8165,7.0,0.9029,37.018,Optimal
ghsarp-5-10-1,0.11,49.8087,59.0687,10.0,1.2865,52.746,Optimal
ghsarp-5-10-2,0.08,31.4347,37.7134,8.0,1.6383,67.172,Optimal
ghsarp-5-10-3,0.06,31.1182,40.055,9.0,1.0322,42.32,Optimal
ghsarp-5-10-4,0.04,23.5972,26.9369,6.0,1.3366,54.8,Optimal
ghsarp-5-10-5,0.18,38.9183,51.1646,10.0,1.1329,46.448,Optimal
ghsarp-5-10-6,0.14,27.8037,36.587,9.0,1.7017,69.77,Optimal
ghsarp-5-10-7,0.15,39.7961,50.4374,10.0,1.4022,57.488,Optimal
ghsarp-5-10-8,0.15,45.0912,54.5684,9.0,1.1231,46.048,Optimal
ghsarp-5-10-9,0.05,37.5327,42.655,8.0,1.1962,49.042,Optimal
ghsarp-5-5-0,0.02,23.3952,23.3952,4.0,1.2423,50.934,Optimal
ghsarp-5-5-1,0.04,30.6884,32.9424,5.0,0.8979,36.812,Optimal
ghsarp-5-5-2,0.02,33.1312,33.4652,5.0,0.943,38.664,Optimal
ghsarp-5-5-3,0.02,20.6094,20.6094,3.0,1.0583,43.392,Optimal
ghsarp-5-5-4,0.03,40.3685,40.3685,5.0,0.9728,39.886,Optimal
ghsarp-5-5-5,0.04,27.8815,27.8815,5.0,1.0275,42.128,Optimal
ghsarp-5-5-6,0.05,33.356,33.356,4.0,1.1799,48.374,Optimal
ghsarp-5-5-7,0.02,14.7811,14.7811,5.0,1.5999,65.598,Optimal
ghsarp-5-5-8,0.04,35.7434,35.7434,5.0,1.3054,53.522,Optimal
ghsarp-5-5-9,0.02,25.0574,26.052,5.0,1.3523,55.446,Optimal
ghsarp-5-6-0,0.06,45.6822,45.6822,5.0,0.8146,33.398,Optimal
ghsarp-5-6-1,0.02,23.8458,25.3991,6.0,1.1744,48.15,Optimal
ghsarp-5-6-2,0.11,21.0448,23.3268,6.0,1.7555,71.974,Optimal
ghsarp-5-6-3,0.09,32.4592,32.4592,5.0,0.8284,33.964,Optimal
ghsarp-5-6-4,0.05,37.8375,38.823,6.0,1.362,55.842,Optimal
ghsarp-5-6-5,0.04,35.7531,41.2046,6.0,1.2203,50.034,Optimal
ghsarp-5-6-6,0.06,37.0254,37.0254,5.0,0.9819,40.258,Optimal
ghsarp-5-6-7,0.04,31.7326,35.215,6.0,1.3412,54.988,Optimal
ghsarp-5-6-8,0.07,38.2344,41.0814,6.0,0.6672,27.356,Optimal
ghsarp-5-6-9,0.05,37.415,37.415,5.0,0.831,34.07,Optimal
ghsarp-5-7-0,0.2,29.2048,32.7374,6.0,1.0844,44.46,Optimal
ghsarp-5-7-1,0.02,27.478,29.9617,6.0,1.2173,49.908,Optimal
ghsarp-5-7-2,0.09,33.794,37.1652,7.0,1.2414,50.898,Optimal
ghsarp-5-7-3,0.04,28.7719,33.8655,7.0,1.4161,58.06,Optimal
ghsarp-5-7-4,0.06,25.4003,28.8067,6.0,1.0556,43.278,Optimal
ghsarp-5-7-5,0.06,36.252,39.4348,7.0,0.9852,40.392,Optimal
ghsarp-5-7-6,0.03,30.6156,31.6393,5.0,0.9634,39.5,Optimal
ghsarp-5-7-7,0.03,32.5772,37.2004,7.0,1.2115,49.672,Optimal
ghsarp-5-7-8,0.07,37.5062,41.2483,6.0,1.0365,42.496,Optimal
ghsarp-5-7-9,0.03,34.0099,37.3085,7.0,1.1088,45.462,Optimal
ghsarp-5-8-0,0.02,25.6736,26.7351,5.0,1.2441,51.008,Optimal
ghsarp-5-8-1,0.08,30.2639,35.7794,7.0,1.1268,46.2,Optimal
ghsarp-5-8-2,0.12,35.1049,41.7704,7.0,1.2889,52.846,Optimal
ghsarp-5-8-3,0.13,37.242,43.0183,8.0,1.5923,65.284,Optimal
ghsarp-5-8-4,0.04,39.524,40.2625,6.0,1.1901,48.792,Optimal
ghsarp-5-8-5,0.03,29.3932,33.6179,7.0,1.2801,52.486,Optimal
ghsarp-5-8-6,0.09,32.4638,39.8838,8.0,1.3983,57.332,Optimal
ghsarp-5-8-7,0.11,36.3858,39.7214,7.0,0.951,38.992,Optimal
ghsarp-5-8-8,0.08,32.3015,37.3501,6.0,1.2083,49.542,Optimal
ghsarp-5-8-9,0.12,30.0832,39.3729,8.0,0.9846,40.37,Optimal
ghsarp-5-9-0,0.15,35.6403,41.942,7.0,1.0762,44.124,Optimal
ghsarp-5-9-1,0.1,32.4721,37.151,8.0,1.0995,45.078,Optimal
ghsarp-5-9-2,0.13,31.0133,36.0892,9.0,1.4831,60.806,Optimal
ghsarp-5-9-3,0.1,28.4605,34.5041,9.0,1.8372,75.326,Optimal
ghsarp-5-9-4,0.13,28.7661,35.3087,8.0,1.5838,64.938,Optimal
ghsarp-5-9-5,0.05,35.4679,35.7253,6.0,0.7994,32.774,Optimal
ghsarp-5-9-6,0.2,34.925,42.0322,8.0,1.2278,50.338,Optimal
ghsarp-5-9-7,0.12,34.355,41.0396,8.0,1.1113,45.564,Optimal
ghsarp-5-9-8,0.04,33.0314,39.3506,8.0,1.0265,42.086,Optimal
ghsarp-5-9-9,0.04,46.6668,54.2748,8.0,1.2768,52.348,Optimal
ghsarp-6-5-0,0.0,35.9934,39.0196,5.0,1.2984,53.234,Optimal
ghsarp-6-5-1,0.06,36.0994,36.0994,5.0,1.0095,41.39,Optimal
ghsarp-6-5-2,0.06,28.5797,30.6188,5.0,1.4632,59.99,Optimal
ghsarp-6-5-3,0.08,30.9894,30.9894,4.0,1.1359,46.57,Optimal
ghsarp-6-5-4,0.1,40.3669,40.3669,5.0,1.3192,54.088,Optimal
ghsarp-6-5-5,0.08,40.5522,40.5522,5.0,1.3278,54.442,Optimal
ghsarp-6-5-6,0.05,38.3706,38.3706,5.0,1.1947,48.984,Optimal
ghsarp-6-5-7,0.02,34.3337,34.3337,5.0,1.5017,61.57,Optimal
ghsarp-6-5-8,0.05,36.0062,36.0062,5.0,1.1472,47.034,Optimal
ghsarp-6-5-9,0.09,40.8351,40.8351,5.0,1.1096,45.494,Optimal
ghsarp-6-6-0,0.03,32.0478,32.7376,5.0,1.1504,47.166,Optimal
ghsarp-6-6-1,0.12,29.9944,29.9944,6.0,1.3755,56.396,Optimal
ghsarp-6-6-2,0.07,35.6396,35.6396,5.0,1.1706,47.994,Optimal
ghsarp-6-6-3,0.09,36.7876,36.7876,6.0,1.3663,56.02,Optimal
ghsarp-6-6-4,0.02,18.9603,22.3667,6.0,1.7961,73.64,Optimal
ghsarp-6-6-5,0.14,45.0702,45.0702,6.0,0.7682,31.498,Optimal
ghsarp-6-6-6,0.11,35.7288,35.7288,5.0,1.0108,41.444,Optimal
ghsarp-6-6-7,0.11,53.2385,53.2385,6.0,0.8689,35.626,Optimal
ghsarp-6-6-8,0.12,34.7989,38.541,5.0,1.1494,47.126,Optimal
ghsarp-6-6-9,0.09,39.5006,39.5006,6.0,1.2649,51.86,Optimal
ghsarp-6-7-0,0.31,34.2904,38.0806,7.0,1.3092,53.676,Optimal
ghsarp-6-7-1,0.2,34.9183,39.1943,7.0,1.3448,55.138,Optimal
ghsarp-6-7-2,0.13,32.7175,35.2282,7.0,1.9638,80.514,Optimal
ghsarp-6-7-3,0.03,34.0919,36.015,7.0,1.8703,76.684,Optimal
ghsarp-6-7-4,0.11,51.3114,52.9187,6.0,0.9378,38.448,Optimal
ghsarp-6-7-5,0.12,42.9036,46.2018,7.0,0.9747,39.964,Optimal
ghsarp-6-7-6,0.16,32.9615,34.9295,7.0,1.7132,70.24,Optimal
ghsarp-6-7-7,0.25,44.7029,44.7029,6.0,0.872,35.75,Optimal
ghsarp-6-7-8,0.11,40.6494,42.6904,7.0,1.3229,54.238,Optimal
ghsarp-6-7-9,0.14,38.5786,41.3257,7.0,0.9297,38.116,Optimal
ghsarp-6-8-0,0.17,35.981,43.6356,8.0,1.3941,57.158,Optimal
ghsarp-6-8-1,0.2,37.1088,42.6391,8.0,1.0986,45.042,Optimal
ghsarp-6-8-2,0.16,34.0317,40.3681,8.0,1.1299,46.324,Optimal
ghsarp-6-8-3,0.03,36.6795,37.1156,7.0,1.5448,63.338,Optimal
ghsarp-6-8-4,0.2,40.4949,43.5621,8.0,1.1939,48.948,Optimal
ghsarp-6-8-5,0.05,42.3068,45.8589,7.0,1.4078,57.718,Optimal
ghsarp-6-8-6,0.24,46.7863,49.0897,7.0,0.8758,35.906,Optimal
ghsarp-6-8-7,0.14,39.4159,40.5076,8.0,1.2904,52.906,Optimal
ghsarp-6-8-8,0.23,41.1098,43.6427,8.0,1.3274,54.422,Optimal
ghsarp-6-8-9,0.15,52.308,56.7242,8.0,1.4475,59.346,Optimal
ghsarp-6-9-0,0.5,40.8258,45.2483,8.0,1.6075,65.908,Optimal
ghsarp-6-9-1,0.24,54.4081,56.2438,8.0,1.1195,45.898,Optimal
ghsarp-6-9-2,0.25,41.2128,45.3285,8.0,1.4016,57.464,Optimal
ghsarp-6-9-3,0.07,40.9567,45.9583,8.0,0.9448,38.736,Optimal
ghsarp-6-9-4,0.22,34.1961,36.8527,7.0,1.426,58.464,Optimal
ghsarp-6-9-5,0.23,45.2316,49.6918,9.0,1.4179,58.134,Optimal
ghsarp-6-9-6,0.21,42.2927,45.0901,8.0,1.3503,55.362,Optimal
ghsarp-6-9-7,0.22,39.7424,46.4944,9.0,1.7014,69.758,Optimal
ghsarp-6-9-8,0.29,48.2528,53.0727,8.0,1.2598,51.65,Optimal
ghsarp-6-9-9,0.35,41.2041,43.3166,7.0,1.1919,48.866,Optimal
ghsarp-7-5-0,0.12,33.1716,33.4149,5.0,1.184,48.542,Optimal
ghsarp-7-5-1,0.19,29.0279,29.0279,5.0,1.5411,63.186,Optimal
ghsarp-7-5-2,0.27,34.7521,34.7521,5.0,1.5676,64.272,Optimal
ghsarp-7-5-3,0.13,38.6172,38.6172,5.0,1.3778,56.49,Optimal
ghsarp-7-5-4,0.11,25.9075,25.9075,5.0,1.3726,56.276,Optimal
ghsarp-7-5-5,0.03,33.6337,33.6337,4.0,1.0315,42.29,Optimal
ghsarp-7-5-6,0.1,34.5176,34.5176,4.0,0.9749,39.97,Optimal
ghsarp-7-5-7,0.1,45.8356,45.8356,5.0,1.4982,61.424,Optimal
ghsarp-7-5-8,0.09,33.1493,33.4992,5.0,1.7373,71.23,Optimal
ghsarp-7-5-9,0.12,41.0721,41.0721,5.0,1.1256,46.15,Optimal
ghsarp-7-6-0,0.17,36.5556,38.8251,6.0,1.0566,43.322,Optimal
ghsarp-7-6-1,0.17,37.2265,38.3104,6.0,1.4104,57.828,Optimal
ghsarp-7-6-2,0.13,43.5561,43.5561,6.0,1.2515,51.31,Optimal
ghsarp-7-6-3,0.16,39.1377,39.1377,6.0,1.9932,81.722,Optimal
ghsarp-7-6-4,0.26,51.0536,53.0675,6.0,0.8296,34.014,Optimal
ghsarp-7-6-5,0.13,41.9648,41.9648,6.0,1.1293,46.302,Optimal
ghsarp-7-6-6,0.46,38.2898,38.5549,6.0,1.6973,69.588,Optimal
ghsarp-7-6-7,0.17,40.5714,40.5714,6.0,1.4657,60.092,Optimal
