
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-10-A-1.txt ,2.01675,4.39382,1.53739,2.70933,12.8667,4.32696,27.8509,7.24125,15.7762,5.52008,9.72798,46.1983,15.5361
sarp-15-10-A-2.txt ,2.02495,5.90857,1.52919,2.15859,22.6304,5.98838,40.2401,5.03217,14.6833,3.80017,5.36428,56.2385,14.8816
sarp-15-10-A-3.txt ,2.16712,5.19179,1.38703,2.86395,17.0796,0.828911,29.5184,7.34159,17.5883,4.69886,9.70227,57.8608,2.80812
sarp-15-10-A-4.txt ,1.74611,5.68904,1.80803,2.38534,12.4016,16.77,40.8001,4.27967,13.9437,4.43144,5.84641,30.396,41.1028
sarp-15-10-B-1.txt ,2.61101,6.10063,1.64607,2.55248,24.0549,11.2597,48.2248,5.41425,12.6504,3.41332,5.29288,49.8808,23.3483
sarp-15-10-B-2.txt ,2.70449,5.27233,1.5526,2.73673,8.12854,14.665,35.0597,7.71394,15.0381,4.42844,7.80592,23.1848,41.8287
sarp-15-10-B-3.txt ,2.61736,4.90308,1.63972,2.39146,16.7786,10.8495,39.1797,6.6804,12.5143,4.18513,6.10383,42.8246,27.6917
sarp-15-10-B-4.txt ,3.2882,5.07656,0.968882,3.24002,6.51292,10.7587,29.8453,11.0175,17.0096,3.24634,10.856,21.8222,36.0483
sarp-15-10-C-1.txt ,7.32726,6.14611,1.52249,2.26664,21.8031,1.29063e-14,39.0656,18.7563,15.7328,3.89728,5.80215,55.8115,3.30376e-14
sarp-15-10-C-2.txt ,5.63884,6.07474,3.2109,2.59627,16.3571,2.13635,36.0142,15.6573,16.8676,8.91566,7.20902,45.4185,5.93195
sarp-15-10-C-3.txt ,6.89587,5.92395,1.95388,2.8802,17.1854,0.394657,35.2339,19.5717,16.8132,5.54545,8.17451,48.7751,1.1201
sarp-15-10-C-4.txt ,5.82144,5.64592,3.02831,2.11447,17.1643,8.38769,42.1621,13.8073,13.391,7.18255,5.01509,40.7102,19.8939
