
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-5-A-1.txt ,3.29384,0.46799,0.355993,3.17213,20.4656,4.24443,32,10.2932,1.46247,1.11248,9.91291,63.9551,13.2638
sarp-15-5-A-2.txt ,3.10721,1.24141,0.699498,2.37328,44.8196,11.759,64,4.85501,1.93971,1.09297,3.70825,70.0306,18.3734
sarp-15-5-A-3.txt ,2.27531,1.89064,1.14048,3.14968,16.6118,14.932,40,5.68827,4.72659,2.85121,7.87421,41.5296,37.3301
sarp-15-5-A-4.txt ,2.60261,2.9072,1.27822,2.93018,14.1708,8.11101,32,8.13315,9.085,3.99445,9.15681,44.2837,25.3469
sarp-15-5-B-1.txt ,3.17496,2.10915,0.956854,2.86244,16.5628,6.3338,32,9.92174,6.59109,2.99017,8.94512,51.7588,19.7931
sarp-15-5-B-2.txt ,3.54644,2.96601,1.18081,3.28889,24.275,20.7428,56,6.33292,5.29644,2.10858,5.87303,43.3483,37.0408
sarp-15-5-B-3.txt ,2.65088,2.42155,1.55426,2.45673,33.3405,5.57605,48,5.52266,5.04489,3.23804,5.11819,69.4594,11.6168
sarp-15-5-B-4.txt ,3.06443,2.53835,1.37569,2.87257,19.8451,10.3038,40,7.66107,6.34588,3.43923,7.18142,49.6128,25.7596
sarp-15-5-C-1.txt ,5.03235,2.16277,2.55227,4.35497,20.4157,5.48196,40,12.5809,5.40692,6.38067,10.8874,51.0392,13.7049
sarp-15-5-C-2.txt ,5.0897,2.34472,1.97715,2.96797,21.996,5.6245,40,12.7243,5.8618,4.94286,7.41993,54.9899,14.0613
sarp-15-5-C-3.txt ,5.73065,2.71015,1.8415,2.54354,24.0735,19.1007,56,10.2333,4.83955,3.28839,4.54203,42.9883,34.1084
sarp-15-5-C-4.txt ,4.63139,3.69082,3.00382,2.56059,21.4391,12.6743,48,9.64874,7.68922,6.25796,5.33456,44.6647,26.4048
