 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 ghsarp-10-5-0,2.02737,1.37693,0.141813,2.21563,5.76174,35.1868,23.8978,2.46129,38.4542
 ghsarp-10-5-1,2.37503,1.36318,0,1.47713,5.21533,45.5393,26.1379,0,28.3228
 ghsarp-10-5-2,2.0513,0,0,1.77043,3.82174,53.6746,0,0,46.3254
 ghsarp-10-5-3,1.22753,1.09241,0.454254,1.50071,4.27491,28.7148,25.5541,10.626,35.1051
 ghsarp-10-5-4,1.4156,1.3656,0.172015,1.82092,4.77413,29.6514,28.6042,3.60305,38.1414
 ghsarp-10-5-5,1.84865,2.05698,0.186439,1.80685,5.89892,31.3388,34.8704,3.16056,30.6302
 ghsarp-10-5-6,2.03637,1.1388,0,1.41296,4.58812,44.3834,24.8206,0,30.796
 ghsarp-10-5-7,2.15392,1.99122,0,1.41105,5.55619,38.7662,35.8378,0,25.3961
 ghsarp-10-5-8,1.69527,1.44744,0.490225,1.52717,5.16011,32.8533,28.0506,9.50029,29.5957
 ghsarp-10-5-9,1.96839,0,0,1.96231,3.9307,50.0773,0,0,49.9227
 ghsarp-5-10-0,1.34179,0.96067,0,0.641112,2.94357,45.5837,32.6362,0,21.7801
 ghsarp-5-10-1,1.1876,0.786955,0,0.810567,2.78512,42.6408,28.2557,0,29.1035
 ghsarp-5-10-2,0.874972,1.24773,0.261424,0.881468,3.26559,26.7937,38.2083,8.00541,26.9926
 ghsarp-5-10-3,0.70377,1.50978,0.115041,0.701779,3.03037,23.2239,49.8217,3.79626,23.1582
 ghsarp-5-10-4,0.742625,1.32139,0,0.831107,2.89512,25.6509,45.6419,0,28.7071
 ghsarp-5-10-5,0.808341,0.988328,0.147989,0.940635,2.88529,28.0159,34.254,5.12909,32.601
 ghsarp-5-10-6,1.12179,0,0,0.938013,2.05981,54.4611,0,0,45.5389
 ghsarp-5-10-7,0.635495,1.1135,0.375408,0.797218,2.92162,21.7514,38.1125,12.8493,27.2868
 ghsarp-5-10-8,1.11955,1.18696,0,0.607454,2.91396,38.4202,40.7335,0,20.8463
 ghsarp-5-10-9,0.819643,1.06072,0.214102,0.729092,2.82356,29.0287,37.5669,7.5827,25.8217
 ghsarp-5-5-0,0.93787,0.756004,0,0.866749,2.56062,36.6266,29.5242,0,33.8492
