
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-5-A-1.txt ,3.64983,0,0,3.3619,24.9874,0,31.9991,11.406,0,0,10.5062,78.0877,0

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-5-A-1.txt ,3.64983,0,0,2.68996,33.6593,0,39.9991,9.12478,0,0,6.72504,84.1502,0
sarp-15-5-A-2.txt ,3.8067,1.12583,0,3.25732,29.7514,-2.20102e-14,37.9413,10.0332,2.96731,0,8.58518,78.4144,-5.80112e-14
sarp-15-5-A-3.txt ,3.41579,0,0,3.36007,31.2304,0,38.0062,8.98746,0,0,8.84084,82.1717,0
sarp-15-5-A-3.txt ,3.41579,0,0,2.82006,38.3595,0,44.5953,7.65952,0,0,6.32366,86.0168,0
sarp-15-5-A-4.txt ,3.88083,0,0,3.96664,23.8355,0,31.683,12.2489,0,0,12.5198,75.2313,0
sarp-15-5-A-4.txt ,3.88083,2.46919,0,4.63902,23.6577,4.74433,39.3911,9.85207,6.26839,0,11.7768,60.0585,12.0442
sarp-15-5-B-2.txt ,4.72724,2.76939,0,4.35226,30.2935,-5.48173e-15,42.1424,11.2173,6.5715,0,10.3275,71.8837,-1.30076e-14
sarp-15-5-B-3.txt ,4.20514,0,0,2.71915,38.7778,0,45.7021,9.20119,0,0,5.94974,84.8491,0
sarp-15-5-B-3.txt ,4.20514,1.90991,0,3.12498,28.6785,5.47994,43.3985,9.6896,4.40087,0,7.20067,66.0818,12.627
sarp-15-5-B-4.txt ,4.44012,0,0,3.17389,25.108,0,32.722,13.5692,0,0,9.69955,76.7313,0
sarp-15-5-B-4.txt ,4.44012,1.51283,0,3.58701,29.1502,5.92925,44.6194,9.95109,3.39052,0,8.03913,65.3308,13.2885
sarp-15-5-C-1.txt ,7.58461,0,0,4.73225,18.2929,0,30.6098,24.7784,0,0,15.4599,59.7617,0
sarp-15-5-C-1.txt ,7.58461,2.392,0,4.7233,18.258,-1.88738e-14,32.9579,23.013,7.25775,0,14.3313,55.3979,-5.72664e-14
sarp-15-5-C-2.txt ,7.06685,0,0,3.03116,15.0252,0,25.1232,28.1288,0,0,12.0652,59.806,0
sarp-15-5-C-2.txt ,7.06685,2.43779,0,3.79189,21.1106,4.80136,39.2085,18.0238,6.21751,0,9.67108,53.8419,12.2457
sarp-15-5-C-3.txt ,7.57214,0,0,2.954,33.0351,0,43.5613,17.3827,0,0,6.78125,75.836,0
sarp-15-5-C-3.txt ,7.57214,2.60096,0,3.05279,35.6099,4.98769,53.8235,14.0685,4.83239,0,5.67185,66.1605,9.26675
sarp-15-5-C-4.txt ,7.63522,0,0,3.77566,21.5064,0,32.9173,23.1952,0,0,11.4701,65.3347,0
sarp-15-5-C-4.txt ,7.63522,2.67104,0,3.82654,21.1546,4.71845e-15,35.2874,21.6372,7.56939,0,10.8439,59.9495,1.33715e-14

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-5-A-1.txt ,3.64983,1.05678,0,3.79629,14.7699,4.64219,27.915,13.0748,3.78569,0,13.5995,52.9103,16.6298
sarp-15-5-A-2.txt ,3.8067,1.41349,0,2.59576,34.6487,7.29972e-15,42.4646,8.96441,3.32862,0,6.11277,81.5942,1.71901e-14
sarp-15-5-A-3.txt ,3.41579,1.45162,0,3.65075,21.9855,0.347891,30.8515,11.0717,4.70519,0,11.8333,71.2622,1.12763
sarp-15-5-A-4.txt ,3.88083,2.46919,0,4.08415,14.817,6.05808,31.3092,12.3952,7.88645,0,13.0446,47.3246,19.3492
sarp-15-5-B-2.txt ,4.72724,2.6103,0,3.3523,32.6828,1.16482,44.5374,10.6141,5.86091,0,7.52692,73.3827,2.61536
sarp-15-5-B-3.txt ,4.20514,1.90991,0,2.71603,22.635,4.78765,36.2537,11.5992,5.26819,0,7.49174,62.4349,13.206
sarp-15-5-B-4.txt ,4.44012,1.75523,0,3.12789,22.8904,1.39104,33.6047,13.2128,5.22316,0,9.3079,68.1167,4.13941
sarp-15-5-C-1.txt ,7.58461,2.3232,0,4.75843,13.1851,2.6128,30.4641,24.8969,7.62601,0,15.6198,43.2807,8.57663
sarp-15-5-C-2.txt ,7.06685,2.43779,0,3.12715,16.3598,6.13703,35.1286,20.1171,6.93961,0,8.902,46.5712,17.4702
sarp-15-5-C-3.txt ,7.57214,2.55962,0,2.46007,27.4038,8.25688,48.2525,15.6927,5.30463,0,5.09832,56.7925,17.1118
sarp-15-5-C-4.txt ,7.63522,2.46685,0,3.63335,11.5184,2.99177,28.2456,27.0315,8.73357,0,12.8634,40.7795,10.592
