
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,5.66813,0.547642,0.435935,5.70488,21.664,-2.38698e-15,34.0206,16.6609,1.60974,1.28139,16.7689,63.6791,-7.01628e-15

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,3.99805,2.41268,1.08049,4.33415,17.7854,0.693333,30.3041,13.1931,7.96156,3.56548,14.3022,58.6898,2.28792

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,2.96228,3.30715,1.78959,3.12439,15.559,5.44472,32.1872,9.20329,10.2748,5.55996,9.70695,48.3392,16.9158

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,2.2226,3.31496,1.69691,2.61805,13.6353,0.00902439,23.4968,9.45916,14.1081,7.22187,11.1421,58.0303,0.0384068

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,5.66813,0.547642,0.435935,5.70488,20.2022,2.95862,35.5174,15.9587,1.5419,1.22738,16.0622,56.8797,8.33005

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,3.99805,2.41268,1.08049,4.33415,13.502,4.78894,30.1163,13.2754,8.01123,3.58772,14.3914,44.8328,15.9015

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,2.96228,3.30715,1.78959,3.12439,13.1428,9.35772,33.684,8.79432,9.81818,5.31289,9.2756,39.0181,27.7809

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,2.29041,2.53073,1.62911,2.44683,14.3863,2.82114,26.1045,8.774,9.69463,6.24072,9.37322,55.1103,10.8071

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,5.66813,0.547642,0.435935,5.70488,21.664,-2.38698e-15,34.0206,16.6609,1.60974,1.28139,16.7689,63.6791,-7.01628e-15

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,3.80683,3.0278,1.27171,3.68049,19.2133,1.40545,32.4056,11.7474,9.34346,3.92434,11.3576,59.2901,4.33705

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,3.48016,3.67252,1.27171,2.60146,15.8911,4.82805,31.745,10.9629,11.5688,4.00601,8.19489,50.0585,15.2089

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,3.1213,2.23642,0.798211,3.46976,21.6998,0.458537,31.7841,9.82033,7.0363,2.51136,10.9167,68.2727,1.44266

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,5.66813,0.547642,0.435935,5.70488,20.2022,2.95862,35.5174,15.9587,1.5419,1.22738,16.0622,56.8797,8.33005

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,3.80683,3.0278,1.27171,3.68049,14.7685,4.16561,30.7209,12.3917,9.85585,4.13955,11.9804,48.073,13.5595

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-15-0.tsp ,3.48016,3.67252,1.27171,2.60146,13.358,3.92081,28.3046,12.2954,12.975,4.49293,9.19095,47.1936,13.8522
