 1A
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
 sfsarp-10-30-2,10,30,3,49.9594,18.0132,26.5008,3,0.03,41.4718,Optimal,13.1712,13.1712,-1.59547e-11
 sfsarp-10-30-3,10,30,5,67.1018,21.4759,39.2339,2,0.05,49.3438,Optimal,15.0094,15.0094,-6.86189e-11
 sfsarp-10-30-4,10,30,5,96.4447,40.0994,62.6187,2,0.06,73.9254,Optimal,22.8753,22.8753,-8.69724e-13
 sfsarp-10-30-5,10,30,4,81.7066,20.0977,54.4639,2,0.06,47.3404,Optimal,16.2474,16.2474,-9.72395e-11
 sfsarp-15-10-1,15,10,6,123.79,35.8066,74.7053,4,0.03,84.8908,Optimal,18.1803,18.1803,-5.47164e-13
 sfsarp-15-10-2,15,10,7,98.142,27.0558,61.2476,3,0.02,63.9502,Optimal,19.7229,19.7229,0
 sfsarp-15-10-5,15,10,6,99.4489,27.3116,48.5167,3,0.04,78.2438,Optimal,19.5078,19.5078,0
 sfsarp-15-15-2,15,15,5,144.579,20.7255,76.9051,4,0.05,88.3996,Optimal,15.5769,15.5769,0
 sfsarp-15-15-3,15,15,5,84.6644,30.0805,45.1725,3,0.07,69.5725,Optimal,21.0489,21.0489,-1.66252e-11
 sfsarp-15-15-5,15,15,6,99.4935,31.7343,44.4705,3,0.06,86.7574,Optimal,23.3912,23.3912,0
 sfsarp-15-20-1,15,20,5,130.607,36.9801,69.9869,4,0.05,97.6005,Optimal,27.9513,27.9513,0
 sfsarp-15-20-2,15,20,7,105.028,27.1723,57.652,3,0.06,74.5486,Optimal,18.7167,18.7167,-1.28125e-11
 sfsarp-15-20-3,15,20,6,105.425,22.1655,51.2192,3,0.15,76.3715,Optimal,19.3363,19.3363,-4.86158e-11
 sfsarp-15-20-5,15,20,5,72.1512,24.6727,33.4575,4,0.05,63.3665,Optimal,13.6623,13.6623,-2.63549e-11
 sfsarp-15-30-1,15,30,6,76.6245,38.2905,47.0599,2,0.14,67.855,Optimal,23.4082,23.4082,0
 sfsarp-15-30-2,15,30,7,117.315,29.4516,74.9928,4,0.07,71.7736,Optimal,16.4815,16.4815,-1.6986e-11
 sfsarp-15-30-3,15,30,4,110.663,31.1786,62.0148,5,0.04,79.8267,Optimal,25.6898,25.6898,0
 sfsarp-15-30-5,15,30,7,165.67,52.3539,102.078,5,0.1,115.946,Optimal,34.5101,34.5101,0
 sfsarp-20-10-1,20,10,8,107.692,36.6586,49.3379,4,0.04,95.013,Optimal,27.3181,27.3181,0
 sfsarp-20-10-3,20,10,7,116.437,31.3174,60.1899,4,0.03,87.5644,Optimal,25.3845,25.3845,-1.45694e-11
 sfsarp-20-10-5,20,10,7,117.983,30.323,55.3452,4,0.06,92.9611,Optimal,20.3262,20.3262,0
 sfsarp-20-15-1,20,15,10,178.698,60.2573,110.229,3,0.17,128.726,Optimal,37.9489,37.9489,0
 sfsarp-20-15-2,20,15,8,96.4794,36.4046,44.314,3,0.13,88.57,Optimal,27.841,27.841,0
 sfsarp-20-15-3,20,15,8,121.914,49.2865,55.9695,3,0.1,115.231,Optimal,37.8684,37.8684,-8.23904e-11
 sfsarp-20-15-5,20,15,7,107.607,27.5282,46.2406,4,0.09,88.8949,Optimal,21.9702,21.9702,-1.48835e-10
